,zipcode,property_tax,owner_occupied,renter_occupied,total_vacant,total_dwellings,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,fte_employed,unemployed,average_income,projected_income,expense_index,average_commute,crime_index
30,32681,599,41,17,14,72,692,757,939,1226,1356,2,1,39974,44653,66,26,182
31,32683,748,39,7,15,61,553,557,734,1001,1149,14,5,42191,47295,78,23,120
32,32686,1773,1514,463,443,2420,692,757,939,1226,1356,786,254,75979,85076,89,24,161
33,32692,1807,68,8,144,221,629,644,734,1027,1153,15,4,60208,64379,60,21,161
34,32693,1042,3616,869,660,5145,805,897,1083,1415,1469,2344,306,53576,61183,87,28,110
35,32694,1500,686,229,173,1088,805,897,1083,1415,1469,67,91,65755,74845,85,30,493
36,32696,1285,4092,1122,769,5983,553,557,734,1001,1149,2368,381,60902,68223,86,32,147
37,32697,768,40,17,11,69,629,644,734,917,1271,0,0,84444,93845,108,32,128
38,32701,1708,5652,4816,1617,12084,1055,1140,1321,1713,2057,23675,737,69999,78683,80,23,217
39,32702,1265,805,399,285,1489,1055,1140,1321,1713,2057,326,138,53129,60306,77,32,111
40,32703,2073,13613,7198,1977,22788,1055,1140,1321,1713,2057,19781,5162,70166,80418,101,28,608
41,32707,1886,10276,4937,1343,16555,1055,1140,1321,1713,2057,13036,2405,64935,73085,87,26,163
42,32708,2719,13925,4512,1366,19803,1055,1140,1321,1713,2057,9298,2056,96668,108761,96,28,80
43,32709,1523,785,204,100,1088,1055,1140,1321,1713,2057,483,557,103471,119793,101,33,95
44,32712,2572,13582,2889,1387,17858,1055,1140,1321,1713,2057,6663,4152,88480,102321,107,29,756
45,32713,2447,7211,1456,803,9470,693,856,1050,1406,1537,3496,626,73093,81698,87,31,150
46,32714,1921,8206,7938,2338,18482,1055,1140,1321,1713,2057,21261,2184,71762,81002,83,25,101
47,32720,2177,9130,4091,2012,15233,693,856,1050,1406,1537,14647,1893,61095,68282,85,24,343
48,32724,2392,11888,4591,2200,18678,693,856,1050,1406,1537,12430,1680,65965,73890,84,23,145
49,32725,2042,14357,3638,2225,20220,693,856,1050,1406,1537,4991,2272,59466,66332,94,32,119
50,32726,2066,6097,2844,1460,10401,1055,1140,1321,1713,2057,6687,1136,60170,68316,84,24,96
51,32730,1696,1451,1228,287,2965,1055,1140,1321,1713,2057,2913,223,63559,71713,79,25,63
52,32732,2579,1848,263,199,2309,1055,1140,1321,1713,2057,645,200,99451,112189,109,37,116
53,32735,1959,1761,256,244,2260,1055,1140,1321,1713,2057,139,81,66557,75573,81,29,166
54,32736,2677,3569,630,587,4786,1055,1140,1321,1713,2057,1303,832,84758,96458,101,34,88
55,32738,2103,13518,2880,1550,17949,693,856,1050,1406,1537,3128,2520,60327,67320,101,35,105
56,32744,2214,1275,300,214,1788,693,856,1050,1406,1537,657,192,69171,77160,83,26,136
57,32746,3327,12948,6028,1946,20922,1055,1140,1321,1713,2057,49787,2260,110260,123986,97,24,83
58,32750,2292,7197,2335,661,10193,1055,1140,1321,1713,2057,20896,1447,83004,93219,97,24,174
59,32751,3211,6758,3139,1627,11524,1055,1140,1321,1713,2057,28306,1124,106503,123699,88,23,388
60,32754,1753,4249,709,1018,5975,759,921,1134,1525,1826,1101,632,68934,76912,92,30,200
61,32757,2941,9095,3976,2313,15384,1055,1140,1321,1713,2057,10988,1863,78919,90175,84,25,183
62,32759,2182,995,230,306,1531,693,856,1050,1406,1537,370,87,48539,54248,77,26,115
63,32763,1930,6772,2979,1644,11395,693,856,1050,1406,1537,10311,728,59221,65993,82,27,147
64,32764,2154,1133,182,226,1542,693,856,1050,1406,1537,502,224,81916,91608,93,35,113
65,32765,3174,16314,7045,1572,24930,1055,1140,1321,1713,2057,18518,3070,98185,110793,104,28,140
66,32766,3664,4609,631,237,5477,1055,1140,1321,1713,2057,1998,414,124490,140350,127,32,189
67,32767,993,933,176,218,1327,1055,1140,1321,1713,2057,151,177,53649,60970,86,38,95
68,32771,2559,12692,9085,2751,24528,1055,1140,1321,1713,2057,33751,2926,79168,89693,94,25,369
69,32773,1819,7426,4401,1479,13306,1055,1140,1321,1713,2057,11722,2129,64504,72798,93,26,211
70,32776,2912,3596,770,458,4825,1055,1140,1321,1713,2057,1577,507,96416,109728,104,31,66
71,32778,2159,7504,2271,2331,12107,1055,1140,1321,1713,2057,10165,1433,61097,69376,76,23,71
72,32779,3675,9017,2279,1012,12307,1055,1140,1321,1713,2057,10406,1376,122946,138185,104,25,59
73,32780,1757,11746,5138,3932,20816,759,921,1134,1525,1826,12909,1781,66626,74061,81,25,158
74,32784,1586,3496,995,915,5405,692,757,939,1226,1356,1577,638,66862,75580,92,29,125
75,32789,6024,7497,4370,1599,13466,1055,1140,1321,1713,2057,26212,1479,146277,168133,87,22,970
76,32792,2364,11743,11329,2506,25578,1055,1140,1321,1713,2057,22902,3215,75714,86619,78,25,98
77,32796,1590,6586,2003,1626,10214,759,921,1134,1525,1826,7402,831,59254,65983,84,24,156
78,32798,780,1238,193,236,1667,1055,1140,1321,1713,2057,457,139,62647,74000,72,28,421
79,32801,4126,3959,6883,1928,12770,1055,1140,1321,1713,2057,41862,1241,104719,121218,58,21,2859
80,32803,3567,5871,5226,1405,12502,1055,1140,1321,1713,2057,36134,718,100052,115479,76,22,2888
81,32804,4168,5715,3321,1153,10190,1055,1140,1321,1713,2057,18365,1541,111034,128302,80,20,1582
82,32805,1188,3131,5245,1503,9879,1055,1140,1321,1713,2057,16958,2974,44389,51397,82,28,1654
83,32806,3268,7621,4279,1159,13059,1055,1140,1321,1713,2057,27932,1979,87103,100713,81,23,1157
84,32807,1692,6109,6381,1460,13950,1055,1140,1321,1713,2057,14975,3390,53813,62308,90,27,572
85,32808,1340,8574,8640,3422,20636,1055,1140,1321,1713,2057,18803,8726,48858,56560,97,27,226
86,32809,2009,5353,4502,1286,11142,1055,1140,1321,1713,2057,42028,3461,61159,70757,101,24,125
87,32810,1724,7772,5931,1601,15304,1055,1140,1321,1713,2057,18466,3977,59600,68890,90,26,135
88,32811,1441,5746,10699,2502,18947,1055,1140,1321,1713,2057,15295,5066,47829,55284,84,25,335
89,32812,2580,8351,6101,1445,15897,1055,1140,1321,1713,2057,8670,2211,69874,80863,89,25,252
90,32814,7553,1969,1883,471,4323,1055,1140,1321,1713,2057,5404,475,132541,153309,89,30,174
91,32817,2483,6708,5960,1360,14027,1055,1140,1321,1713,2057,12531,3305,73077,84419,92,26,65
92,32818,1896,9799,5868,1327,16994,1055,1140,1321,1713,2057,6499,6540,53561,62158,102,29,82
93,32819,3970,8776,3974,3957,16707,1055,1140,1321,1713,2057,98675,2345,114237,132077,94,22,303
94,32820,3074,2601,625,323,3549,1055,1140,1321,1713,2057,1004,1011,97021,112189,114,37,95
95,32821,2395,4896,5246,5200,15341,1055,1140,1321,1713,2057,36247,2182,69139,79933,75,19,64
96,32822,1648,12664,12060,3564,28288,1055,1140,1321,1713,2057,21808,6449,52372,60682,84,28,1070
97,32824,2737,11292,6129,2471,19892,1055,1140,1321,1713,2057,24777,5591,76990,89475,117,25,73
98,32825,2481,13433,8164,1908,23504,1055,1140,1321,1713,2057,18558,7034,70430,81847,101,29,77
99,32826,2460,5349,3317,1083,9749,1055,1140,1321,1713,2057,20387,2693,62709,72447,88,27,115
100,32827,6537,2699,1456,685,4840,1055,1140,1321,1713,2057,21806,494,127026,147309,107,22,365
101,32828,3163,14406,8213,2029,24648,1055,1140,1321,1713,2057,15243,5304,88229,102065,107,29,73
102,32829,3051,5232,2085,837,8155,1055,1140,1321,1713,2057,3294,1844,77490,89757,106,27,100
103,32830,1863510,65,76,24,165,1055,1140,1321,1713,2057,33646,1024,99078,115317,93,19,416
104,32831,0,88,73,19,180,1055,1140,1321,1713,2057,239,16,93589,108254,81,28,59
105,32832,4892,8411,5109,2020,15541,1055,1140,1321,1713,2057,36780,2021,113725,131545,109,29,63
106,32833,2845,2858,823,443,4124,1055,1140,1321,1713,2057,1079,922,83236,96427,108,35,106
107,32835,2777,7354,9290,2265,18909,1055,1140,1321,1713,2057,14799,3322,74524,86931,92,25,215
108,32836,8930,5304,3090,3910,12304,1055,1140,1321,1713,2057,30640,765,143698,166005,104,23,252
109,32837,2801,11184,8323,2671,22179,1055,1140,1321,1713,2057,26756,4135,76146,88357,107,23,50
110,32839,1653,6825,14630,4641,26096,1055,1140,1321,1713,2057,16568,4839,49087,57206,84,27,202
111,32901,1677,6349,5593,2051,13992,759,921,1134,1525,1826,29751,802,52035,57793,71,19,200
112,32903,3795,4594,1526,1203,7322,759,921,1134,1525,1826,3117,320,109459,121682,88,19,189
113,32904,2113,11254,3626,1884,16764,759,921,1134,1525,1826,18371,920,81113,90452,86,20,122
114,32905,1379,6828,4637,2226,13691,759,921,1134,1525,1826,18021,1298,50760,56335,73,21,175
115,32907,1750,13500,3039,1770,18309,759,921,1134,1525,1826,6164,1708,61913,68836,97,27,132
116,32908,1879,3468,1178,627,5273,759,921,1134,1525,1826,874,761,64375,71809,106,29,107
117,32909,1933,10346,2860,1540,14746,759,921,1134,1525,1826,4074,1100,65256,72773,98,26,128
118,32920,2239,2836,2653,2808,8297,759,921,1134,1525,1826,8957,242,74478,82711,66,25,5
119,32922,1492,3119,3358,1467,7945,759,921,1134,1525,1826,6235,616,50972,56566,80,24,394
120,32925,0,5,335,98,438,759,921,1134,1525,1826,4644,88,63964,71102,103,16,84
121,32926,1709,7335,1804,1193,10333,759,921,1134,1525,1826,5845,894,68264,76168,90,27,180
