,zipcode,property_tax,owner_occupied,renter_occupied,total_vacant,total_dwellings,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,fte_employed,unemployed,average_income,projected_income,expense_index,average_commute,crime_index
25,33936,1409,6612,2754,2398,11764,931,951,1197,1559,1762,3205,1244,52251,59625,82,28,165
26,33944,627,93,28,43,164,673,675,785,976,1114,5,4,60337,64733,90,36,140
27,33945,8100,29,4,364,396,931,951,1197,1559,1762,7,0,197467,225065,85,30,141
28,33946,6542,1245,177,1490,2912,799,866,1067,1506,1847,130,44,116756,132316,80,23,158
29,33947,3490,4199,863,1954,7016,799,866,1067,1506,1847,416,191,70380,80284,78,23,130
30,33948,2801,6293,1718,1918,9929,799,866,1067,1506,1847,6658,863,58106,65955,80,23,49
31,33950,4141,11133,2605,4821,18560,799,866,1067,1506,1847,9619,843,83733,95148,75,22,66
32,33952,2143,10154,3648,3352,17154,799,866,1067,1506,1847,16885,995,54223,61582,79,20,49
33,33953,3785,2845,561,1216,4621,799,866,1067,1506,1847,2705,463,78724,89103,82,24,151
34,33954,2557,3540,656,650,4846,799,866,1067,1506,1847,2019,291,66999,76070,92,22,59
35,33955,2921,4428,646,2097,7172,799,866,1067,1506,1847,944,214,89871,102557,79,28,84
36,33956,3171,1923,227,1314,3464,931,951,1197,1559,1762,616,156,81590,93105,70,26,142
37,33957,9699,3266,540,3849,7655,931,951,1197,1559,1762,3994,163,169285,192153,79,16,50
38,33960,987,253,64,140,457,575,661,871,1100,1183,153,19,55140,60695,88,28,134
39,33965,0,13,4,22,39,931,951,1197,1559,1762,309,104,114906,130965,75,11,247
40,33966,3089,3581,1475,1973,7030,931,951,1197,1559,1762,9047,132,96886,110950,87,18,242
41,33967,2560,7492,2892,1808,12192,931,951,1197,1559,1762,3675,1122,81671,93574,100,26,113
42,33971,1864,5505,2414,1972,9891,931,951,1197,1559,1762,5828,1318,59480,68022,110,27,153
43,33972,1949,3853,1353,1245,6451,931,951,1197,1559,1762,485,777,59878,68324,103,32,169
44,33973,2318,1658,2744,1078,5480,931,951,1197,1559,1762,936,1002,51265,58400,107,27,123
45,33974,1871,3548,1847,1816,7211,931,951,1197,1559,1762,559,1086,57499,65458,111,26,158
46,33976,1830,3440,1758,1351,6549,931,951,1197,1559,1762,104,718,57745,65855,113,28,167
47,33980,2191,4433,1514,2302,8249,799,866,1067,1506,1847,3850,394,60843,69358,73,21,76
48,33981,3455,5137,979,2223,8339,799,866,1067,1506,1847,1156,337,72504,82882,83,29,106
49,33982,2426,3702,747,1349,5798,799,866,1067,1506,1847,1900,347,66211,75419,80,29,102
50,33983,2844,5751,1737,2079,9568,799,866,1067,1506,1847,1497,553,72909,82568,84,22,63
51,33990,3000,8979,3879,2571,15429,931,951,1197,1559,1762,9127,1925,67968,77397,90,24,97
52,33991,3813,7275,2416,2156,11847,931,951,1197,1559,1762,5860,1340,81046,92860,100,24,127
53,33993,3455,7328,2936,2891,13154,931,951,1197,1559,1762,933,1361,74743,85290,102,29,133
54,34102,6902,3932,1420,3458,8810,948,1118,1376,1791,1922,18046,308,203031,259599,83,13,243
55,34103,9213,5195,1298,4192,10684,948,1118,1376,1791,1922,11209,376,162792,208521,83,16,256
56,34104,2108,7748,3738,4321,15807,948,1118,1376,1791,1922,12695,818,72943,92787,86,22,81
57,34108,9097,6750,1818,5360,13928,948,1118,1376,1791,1922,11008,307,167100,213493,84,19,191
58,34109,3825,7894,4612,3427,15934,948,1118,1376,1791,1922,20792,728,106185,135621,87,20,305
59,34110,4584,9753,2667,5412,17833,948,1118,1376,1791,1922,11658,919,119151,151495,82,22,110
60,34112,2101,9443,3425,5882,18750,948,1118,1376,1791,1922,9850,1032,76799,97829,80,22,158
61,34113,3821,8015,3152,5755,16922,948,1118,1376,1791,1922,6173,1275,90520,117019,96,22,314
62,34114,3139,7019,2398,7314,16732,948,1118,1376,1791,1922,3126,520,97300,125303,87,24,179
63,34116,1936,5090,4401,1243,10734,948,1118,1376,1791,1922,4440,2034,65727,83932,118,23,82
64,34117,2321,4395,905,643,5943,948,1118,1376,1791,1922,2484,216,84944,108400,120,32,81
65,34119,4276,10998,3491,4177,18666,948,1118,1376,1791,1922,9277,868,116299,149866,95,23,91
66,34120,3576,10583,2808,3974,17365,948,1118,1376,1791,1922,3305,1797,112256,144840,118,35,229
67,34134,6559,7143,1641,6548,15332,931,951,1197,1559,1762,14120,324,159699,184598,77,23,145
68,34137,607,62,14,49,125,948,1118,1376,1791,1922,8,1,66974,85496,157,25,161
69,34138,1230,87,28,100,215,948,1118,1376,1791,1922,58,5,81867,104508,88,19,161
70,34139,1865,138,44,159,342,948,1118,1376,1791,1922,205,18,81655,104200,87,19,161
71,34141,799,152,48,171,371,948,1118,1376,1791,1922,63,6,81536,103931,86,18,142
72,34142,2343,4794,4406,1574,10775,948,1118,1376,1791,1922,6273,4712,52808,67831,129,33,212
73,34201,5985,1590,357,564,2512,841,992,1275,1686,2030,2957,34,135449,160784,85,19,57
74,34202,6908,9055,2605,2093,13753,841,992,1275,1686,2030,6680,822,131936,157601,105,27,49
75,34203,2297,11550,4147,3637,19334,841,992,1275,1686,2030,10349,1224,68759,82123,92,22,143
76,34205,1583,7851,5608,3143,16602,841,992,1275,1686,2030,12366,1533,53219,63106,81,21,387
77,34207,1315,9260,5804,4338,19402,841,992,1275,1686,2030,7275,1769,50276,59760,76,21,140
78,34209,3005,11687,4121,3370,19177,841,992,1275,1686,2030,7549,1049,86380,102935,83,22,223
79,34210,2435,5029,3425,3392,11846,841,992,1275,1686,2030,3495,640,71163,84382,72,22,98
80,34211,5679,5145,1691,1272,8108,841,992,1275,1686,2030,2272,125,125215,148669,94,30,39
81,34212,4667,6914,2363,1549,10826,841,992,1275,1686,2030,1012,849,110931,131853,111,28,35
82,34215,4228,282,68,267,616,841,992,1275,1686,2030,136,68,80622,95758,72,25,254
83,34216,13037,497,130,686,1313,841,992,1275,1686,2030,296,35,125783,149329,78,26,213
84,34217,8213,1750,703,2576,5029,841,992,1275,1686,2030,1265,73,100166,118891,75,26,148
85,34219,3526,8547,1789,1272,11608,841,992,1275,1686,2030,1331,740,97435,115838,102,26,229
86,34221,2325,14924,4538,4867,24328,841,992,1275,1686,2030,10140,2074,77971,92371,94,22,244
87,34222,2024,5030,1427,1735,8192,841,992,1275,1686,2030,3050,440,68122,81068,82,23,175
88,34223,3197,7835,1890,4271,13997,841,992,1275,1686,2030,4343,807,74786,88291,73,23,32
89,34224,2459,6906,1750,3463,12120,799,866,1067,1506,1847,3330,615,63328,72326,73,23,82
90,34228,9552,3708,392,4541,8641,841,992,1275,1686,2030,3005,62,182322,217780,76,23,63
91,34229,5022,3018,460,716,4194,841,992,1275,1686,2030,2159,295,131973,156664,90,21,116
92,34231,2839,10192,5188,3436,18816,841,992,1275,1686,2030,14726,1041,75394,89732,76,19,64
93,34232,2168,10772,3861,1781,16414,841,992,1275,1686,2030,15280,1124,82434,98043,88,20,70
94,34233,2458,6626,2054,1194,9874,841,992,1275,1686,2030,9391,695,82835,98629,84,19,68
95,34234,2085,5273,3515,1921,10709,841,992,1275,1686,2030,8352,1146,51706,61369,81,19,325
96,34235,2246,4872,1612,1731,8215,841,992,1275,1686,2030,4064,367,78855,93684,79,20,40
97,34236,8215,4393,3094,3154,10641,841,992,1275,1686,2030,18731,437,111047,132283,67,18,702
98,34237,1759,3525,3295,1404,8223,841,992,1275,1686,2030,11796,491,54408,64587,80,21,269
99,34238,3472,8343,2873,2691,13907,841,992,1275,1686,2030,6623,784,108596,129522,76,21,26
100,34239,3806,4924,2243,1380,8547,841,992,1275,1686,2030,14465,653,93002,110086,81,18,387
101,34240,4595,5191,776,1507,7474,841,992,1275,1686,2030,14355,272,135244,160618,105,23,43
102,34241,3667,5099,831,1043,6972,841,992,1275,1686,2030,2198,339,104294,124323,100,23,42
103,34242,7151,3581,759,5033,9373,841,992,1275,1686,2030,2460,113,162833,193509,83,19,74
104,34243,2806,10622,3766,2274,16662,841,992,1275,1686,2030,18188,1285,78038,92703,81,20,97
105,34251,2998,2077,467,346,2890,841,992,1275,1686,2030,496,112,114291,137503,115,32,49
106,34266,1377,7529,3324,2268,13121,622,625,738,993,1106,6199,728,49686,56736,94,27,223
107,34268,851,49,16,9,74,622,625,738,993,1106,0,0,51698,58626,105,29,166
108,34269,2208,1764,293,905,2962,622,625,738,993,1106,1063,68,59845,68030,73,28,116
109,34275,4320,8220,1767,2540,12527,841,992,1275,1686,2030,6065,836,96196,114129,80,21,101
110,34285,3215,7924,2332,5047,15303,841,992,1275,1686,2030,11325,538,75087,89154,66,20,92
111,34286,2587,6227,1523,1107,8857,841,992,1275,1686,2030,947,523,75725,90004,104,28,97
112,34287,2048,9523,2747,3712,15982,841,992,1275,1686,2030,4611,824,65690,78036,79,28,72
113,34288,3008,3570,1456,1236,6262,841,992,1275,1686,2030,791,423,79800,94832,99,23,118
114,34289,3972,1085,431,362,1878,841,992,1275,1686,2030,778,168,79705,94726,92,24,107
