,zipcode,year,month,total_sales,avg_sale_price,med_sale_price,mortgage_rate
0,33881,2019,1,37,134791.0,93571.0,4.4639999999999995
1,33884,2019,1,43,165043.0,169400.0,4.4639999999999995
2,33890,2019,1,3,50333.0,34000.0,4.4639999999999995
3,33896,2019,1,21,221352.0,220000.0,4.4639999999999995
4,33897,2019,1,59,190900.0,200000.0,4.4639999999999995
5,33898,2019,1,37,119743.0,87000.0,4.4639999999999995
6,33901,2019,1,25,215884.0,140000.0,4.4639999999999995
7,33903,2019,1,27,158798.0,116000.0,4.4639999999999995
8,33904,2019,1,82,255130.0,223850.0,4.4639999999999995
9,33905,2019,1,46,219877.0,186905.0,4.4639999999999995
10,33907,2019,1,32,119928.0,93000.0,4.4639999999999995
11,33908,2019,1,93,283176.0,225000.0,4.4639999999999995
12,33909,2019,1,63,193461.0,197000.0,4.4639999999999995
13,33912,2019,1,49,273653.0,214000.0,4.4639999999999995
14,33913,2019,1,77,287491.0,260000.0,4.4639999999999995
15,33914,2019,1,95,293441.0,275000.0,4.4639999999999995
16,33916,2019,1,51,191842.0,190000.0,4.4639999999999995
17,33917,2019,1,51,150899.0,124900.0,4.4639999999999995
18,33919,2019,1,79,224371.0,162000.0,4.4639999999999995
19,33920,2019,1,22,294074.0,263800.0,4.4639999999999995
20,33921,2019,1,3,1104417.0,1260000.0,4.4639999999999995
21,33922,2019,1,6,147133.0,153400.0,4.4639999999999995
22,33924,2019,1,7,1606286.0,1610000.0,4.4639999999999995
23,33928,2019,1,82,317700.0,296500.0,4.4639999999999995
24,33931,2019,1,39,395603.0,368000.0,4.4639999999999995
25,33935,2019,1,18,113003.0,106225.0,4.4639999999999995
26,33936,2019,1,56,132242.0,129950.0,4.4639999999999995
27,33946,2019,1,1,390000.0,390000.0,4.4639999999999995
28,33947,2019,1,23,264784.0,273000.0,4.4639999999999995
29,33948,2019,1,39,190562.0,180000.0,4.4639999999999995
30,33950,2019,1,56,310934.0,265000.0,4.4639999999999995
31,33952,2019,1,60,136568.0,124850.0,4.4639999999999995
32,33953,2019,1,11,207182.0,175000.0,4.4639999999999995
33,33954,2019,1,14,184421.0,189700.0,4.4639999999999995
34,33955,2019,1,21,228801.0,182000.0,4.4639999999999995
35,33956,2019,1,17,334700.0,260000.0,4.4639999999999995
36,33957,2019,1,17,646271.0,585000.0,4.4639999999999995
37,33960,2019,1,1,200000.0,200000.0,4.4639999999999995
38,33966,2019,1,24,217204.0,192000.0,4.4639999999999995
39,33967,2019,1,41,222180.0,220000.0,4.4639999999999995
40,33971,2019,1,38,170757.0,165500.0,4.4639999999999995
41,33972,2019,1,19,181281.0,181200.0,4.4639999999999995
42,33973,2019,1,15,205253.0,196000.0,4.4639999999999995
43,33974,2019,1,24,167883.0,175750.0,4.4639999999999995
44,33976,2019,1,20,153335.0,163000.0,4.4639999999999995
45,33980,2019,1,18,172778.0,157000.0,4.4639999999999995
46,33981,2019,1,33,265136.0,250000.0,4.4639999999999995
47,33982,2019,1,15,232160.0,110000.0,4.4639999999999995
48,33983,2019,1,24,180771.0,191500.0,4.4639999999999995
49,33990,2019,1,42,231840.0,220568.0,4.4639999999999995
50,33991,2019,1,47,254211.0,249800.0,4.4639999999999995
51,33993,2019,1,77,246638.0,222000.0,4.4639999999999995
52,34102,2019,1,33,3211675.0,1700000.0,4.4639999999999995
53,34103,2019,1,35,1124064.0,750000.0,4.4639999999999995
54,34104,2019,1,36,258933.0,251250.0,4.4639999999999995
55,34105,2019,1,51,503574.0,300000.0,4.4639999999999995
56,34108,2019,1,48,1070617.0,893250.0,4.4639999999999995
57,34109,2019,1,48,425431.0,342500.0,4.4639999999999995
58,34110,2019,1,67,446405.0,318000.0,4.4639999999999995
59,34112,2019,1,70,223578.0,202500.0,4.4639999999999995
60,34113,2019,1,48,363899.0,280000.0,4.4639999999999995
61,34114,2019,1,44,235557.0,233750.0,4.4639999999999995
62,34116,2019,1,32,244816.0,267500.0,4.4639999999999995
63,34117,2019,1,26,315200.0,297500.0,4.4639999999999995
64,34119,2019,1,54,567616.0,445625.0,4.4639999999999995
65,34120,2019,1,53,326943.0,290000.0,4.4639999999999995
66,34134,2019,1,48,727041.0,422500.0,4.4639999999999995
67,34135,2019,1,134,318879.0,276750.0,4.4639999999999995
68,34138,2019,1,2,46000.0,46000.0,4.4639999999999995
69,34142,2019,1,8,233725.0,222100.0,4.4639999999999995
70,34145,2019,1,62,728276.0,515000.0,4.4639999999999995
71,34201,2019,1,6,440667.0,353000.0,4.4639999999999995
72,34202,2019,1,42,509005.0,365000.0,4.4639999999999995
73,34203,2019,1,46,230592.0,225000.0,4.4639999999999995
74,34205,2019,1,35,154344.0,135000.0,4.4639999999999995
75,34207,2019,1,50,106507.0,87750.0,4.4639999999999995
76,34208,2019,1,25,227294.0,175500.0,4.4639999999999995
77,34209,2019,1,54,291343.0,209200.0,4.4639999999999995
78,34210,2019,1,27,200489.0,170000.0,4.4639999999999995
79,34211,2019,1,42,413811.0,401500.0,4.4639999999999995
80,34212,2019,1,24,347475.0,309000.0,4.4639999999999995
81,34216,2019,1,1,930000.0,930000.0,4.4639999999999995
82,34217,2019,1,18,614006.0,562500.0,4.4639999999999995
83,34219,2019,1,44,326311.0,279000.0,4.4639999999999995
84,34221,2019,1,59,214468.0,206000.0,4.4639999999999995
85,34222,2019,1,20,169630.0,144756.0,4.4639999999999995
86,34223,2019,1,41,351827.0,215000.0,4.4639999999999995
87,34224,2019,1,49,161147.0,142000.0,4.4639999999999995
88,34228,2019,1,37,844124.0,600000.0,4.4639999999999995
89,34229,2019,1,19,451476.0,377500.0,4.4639999999999995
90,34231,2019,1,63,282480.0,213000.0,4.4639999999999995
91,34232,2019,1,45,218487.0,220000.0,4.4639999999999995
92,34233,2019,1,23,267065.0,227500.0,4.4639999999999995
93,34234,2019,1,34,274419.0,167000.0,4.4639999999999995
94,34235,2019,1,30,213363.0,189500.0,4.4639999999999995
95,34236,2019,1,30,878101.0,545000.0,4.4639999999999995
96,34237,2019,1,29,143138.0,128000.0,4.4639999999999995
97,34238,2019,1,39,306876.0,305000.0,4.4639999999999995
98,34239,2019,1,27,764226.0,255000.0,4.4639999999999995
99,34240,2019,1,16,519500.0,439000.0,4.4639999999999995
100,34241,2019,1,19,453969.0,280000.0,4.4639999999999995
101,34242,2019,1,29,735255.0,635000.0,4.4639999999999995
102,34243,2019,1,50,263589.0,251000.0,4.4639999999999995
103,34251,2019,1,6,296733.0,325000.0,4.4639999999999995
104,34266,2019,1,18,105822.0,85000.0,4.4639999999999995
105,34269,2019,1,4,85250.0,80250.0,4.4639999999999995
106,34275,2019,1,43,321400.0,250000.0,4.4639999999999995
107,34285,2019,1,38,262311.0,231250.0,4.4639999999999995
108,34286,2019,1,30,212343.0,195450.0,4.4639999999999995
109,34287,2019,1,56,144950.0,142000.0,4.4639999999999995
110,34288,2019,1,12,212233.0,208950.0,4.4639999999999995
111,34289,2019,1,7,233686.0,249400.0,4.4639999999999995
112,33881,2019,2,36,158015.0,122500.0,4.37
113,33884,2019,2,51,168808.0,165500.0,4.37
114,33890,2019,2,3,77833.0,51500.0,4.37
115,33896,2019,2,17,228129.0,229000.0,4.37
116,33897,2019,2,51,199742.0,215000.0,4.37
117,33898,2019,2,36,110522.0,79750.0,4.37
118,33901,2019,2,20,136724.0,99000.0,4.37
119,33903,2019,2,26,130823.0,98000.0,4.37
120,33904,2019,2,63,261256.0,200000.0,4.37
121,33905,2019,2,25,199320.0,210000.0,4.37
122,33907,2019,2,21,130011.0,120000.0,4.37
123,33908,2019,2,69,256174.0,216000.0,4.37
124,33909,2019,2,39,194139.0,194000.0,4.37
125,33912,2019,2,27,316635.0,229000.0,4.37
126,33913,2019,2,40,332034.0,257950.0,4.37
127,33914,2019,2,53,300715.0,252500.0,4.37
128,33916,2019,2,29,190230.0,155825.0,4.37
129,33917,2019,2,35,136329.0,122000.0,4.37
130,33919,2019,2,59,253275.0,188500.0,4.37
131,33920,2019,2,8,215505.0,208220.0,4.37
132,33921,2019,2,4,832947.0,487500.0,4.37
133,33922,2019,2,2,237000.0,237000.0,4.37
134,33924,2019,2,4,790107.0,788215.0,4.37
135,33928,2019,2,42,281283.0,265000.0,4.37
136,33931,2019,2,21,507648.0,409000.0,4.37
137,33935,2019,2,19,116174.0,87500.0,4.37
138,33936,2019,2,25,149489.0,150000.0,4.37
139,33946,2019,2,11,383536.0,345000.0,4.37
140,33947,2019,2,26,228500.0,224550.0,4.37
141,33948,2019,2,43,196342.0,161000.0,4.37
142,33950,2019,2,55,371102.0,323000.0,4.37
143,33952,2019,2,71,127609.0,118000.0,4.37
144,33953,2019,2,19,243326.0,240000.0,4.37
145,33954,2019,2,8,167550.0,160950.0,4.37
146,33955,2019,2,18,251072.0,245500.0,4.37
147,33956,2019,2,7,253571.0,161000.0,4.37
148,33957,2019,2,8,758813.0,745000.0,4.37
149,33960,2019,2,1,97500.0,97500.0,4.37
150,33966,2019,2,10,240891.0,201500.0,4.37
151,33967,2019,2,26,218673.0,204500.0,4.37
152,33971,2019,2,18,167439.0,166000.0,4.37
153,33972,2019,2,19,162200.0,168000.0,4.37
154,33973,2019,2,4,195250.0,194500.0,4.37
155,33974,2019,2,7,195047.0,195000.0,4.37
156,33976,2019,2,14,153357.0,158450.0,4.37
157,33980,2019,2,26,183262.0,160000.0,4.37
158,33981,2019,2,15,206185.0,187000.0,4.37
159,33982,2019,2,15,126807.0,115000.0,4.37
160,33983,2019,2,29,169110.0,166192.0,4.37
161,33990,2019,2,32,222420.0,223000.0,4.37
162,33991,2019,2,29,242384.0,223130.0,4.37
163,33993,2019,2,33,233624.0,215000.0,4.37
164,34102,2019,2,32,1788344.0,912000.0,4.37
165,34103,2019,2,37,968538.0,455000.0,4.37
166,34104,2019,2,48,250462.0,231250.0,4.37
167,34105,2019,2,31,390408.0,250000.0,4.37
168,34108,2019,2,44,1503688.0,625000.0,4.37
169,34109,2019,2,43,429101.0,340000.0,4.37
170,34110,2019,2,61,629646.0,466750.0,4.37
171,34112,2019,2,54,235513.0,197500.0,4.37
172,34113,2019,2,51,360282.0,290000.0,4.37
173,34114,2019,2,67,271296.0,208000.0,4.37
174,34116,2019,2,26,261223.0,279700.0,4.37
175,34117,2019,2,16,304855.0,313499.0,4.37
176,34119,2019,2,55,463363.0,400000.0,4.37
177,34120,2019,2,50,366459.0,339000.0,4.37
178,34134,2019,2,44,859150.0,502000.0,4.37
179,34135,2019,2,57,373615.0,268500.0,4.37
180,34138,2019,2,2,56250.0,56250.0,4.37
181,34139,2019,2,1,30000.0,30000.0,4.37
182,34140,2019,2,1,250000.0,250000.0,4.37
183,34142,2019,2,14,249218.0,249500.0,4.37
184,34145,2019,2,61,800680.0,585000.0,4.37
185,34201,2019,2,11,391419.0,368000.0,4.37
186,34202,2019,2,28,472710.0,357400.0,4.37
187,34203,2019,2,48,188931.0,190500.0,4.37
188,34205,2019,2,43,153013.0,157500.0,4.37
189,34207,2019,2,51,150504.0,96000.0,4.37
190,34208,2019,2,39,221926.0,173500.0,4.37
191,34209,2019,2,53,274486.0,230000.0,4.37
192,34210,2019,2,28,280314.0,193495.0,4.37
193,34211,2019,2,20,331368.0,321250.0,4.37
194,34212,2019,2,35,330814.0,299000.0,4.37
