,zipcode,year,month,total_sales,avg_sale_price,med_sale_price,mortgage_rate
0,32534,2021,1,20,139916.0,155900.0,2.735
1,32533,2021,1,41,210872.0,200000.0,2.735
2,32531,2021,1,7,156314.0,161000.0,2.735
3,32526,2021,1,38,186317.0,179000.0,2.735
4,32501,2021,1,9,246944.0,187500.0,2.735
5,32466,2021,1,7,99143.0,74000.0,2.735
6,32465,2021,1,3,121333.0,150000.0,2.735
7,32465,2021,1,3,121333.0,150000.0,2.735
8,32461,2021,1,2,602500.0,602500.0,2.735
9,32443,2021,1,1,175000.0,175000.0,2.735
10,32442,2021,1,3,122967.0,89900.0,2.735
11,32440,2021,1,2,142500.0,142500.0,2.735
12,32439,2021,1,65,301198.0,305000.0,2.735
13,32438,2021,1,4,86225.0,64950.0,2.735
14,32435,2021,1,10,135480.0,134900.0,2.735
15,32421,2021,1,3,84000.0,75000.0,2.735
16,32420,2021,1,2,160050.0,160050.0,2.735
17,32413,2021,1,193,739565.0,495000.0,2.735
18,32410,2021,1,2,427500.0,427500.0,2.735
19,32409,2021,1,17,281828.0,325000.0,2.735
20,32408,2021,1,105,288322.0,258000.0,2.735
21,32407,2021,1,58,307402.0,275000.0,2.735
22,32405,2021,1,44,213919.0,197500.0,2.735
23,32404,2021,1,66,176795.0,180000.0,2.735
24,32696,2021,1,16,199400.0,152500.0,2.735
25,32534,2021,3,20,187671.0,197500.0,3.0825
26,32533,2021,3,30,198557.0,212500.0,3.0825
27,32531,2021,3,7,222186.0,249000.0,3.0825
28,32526,2021,3,66,217315.0,202500.0,3.0825
29,32501,2021,3,22,269636.0,228000.0,3.0825
30,32466,2021,3,4,131000.0,145000.0,3.0825
31,32461,2021,3,3,2390000.0,1400000.0,3.0825
32,32439,2021,3,37,343993.0,340000.0,3.0825
33,32438,2021,3,1,172000.0,172000.0,3.0825
34,32435,2021,3,9,273611.0,226500.0,3.0825
35,32421,2021,3,3,67667.0,60000.0,3.0825
36,32413,2021,3,169,806689.0,384500.0,3.0825
37,32410,2021,3,2,315000.0,315000.0,3.0825
38,32409,2021,3,20,282788.0,284000.0,3.0825
39,32408,2021,3,133,332156.0,305000.0,3.0825
40,32407,2021,3,64,304822.0,275450.0,3.0825
41,32405,2021,3,47,231363.0,200000.0,3.0825
42,32404,2021,3,69,206547.0,207000.0,3.0825
43,32694,2021,3,4,294000.0,280750.0,3.0825
44,32696,2021,3,2,125750.0,125750.0,3.0825
45,32534,2021,2,16,171613.0,167500.0,2.81
46,32533,2021,2,37,264330.0,238000.0,2.81
47,32531,2021,2,6,294275.0,331500.0,2.81
48,32526,2021,2,66,195130.0,175000.0,2.81
49,32501,2021,2,18,220850.0,145000.0,2.81
50,32466,2021,2,7,96429.0,75000.0,2.81
51,32465,2021,2,5,129900.0,127500.0,2.81
52,32465,2021,2,5,129900.0,127500.0,2.81
53,32462,2021,2,1,70000.0,70000.0,2.81
54,32461,2021,2,1,4320000.0,4320000.0,2.81
55,32443,2021,2,2,107950.0,107950.0,2.81
56,32442,2021,2,1,195000.0,195000.0,2.81
57,32440,2021,2,4,110375.0,102500.0,2.81
58,32439,2021,2,41,302214.0,290000.0,2.81
59,32438,2021,2,5,79660.0,74300.0,2.81
60,32435,2021,2,14,146843.0,115000.0,2.81
61,32421,2021,2,4,112475.0,109200.0,2.81
62,32420,2021,2,2,141250.0,141250.0,2.81
63,32413,2021,2,199,883234.0,440000.0,2.81
64,32410,2021,2,7,299796.0,250000.0,2.81
65,32409,2021,2,19,301134.0,169900.0,2.81
66,32408,2021,2,140,361831.0,300000.0,2.81
67,32407,2021,2,63,315518.0,285000.0,2.81
68,32405,2021,2,50,253563.0,195000.0,2.81
69,32404,2021,2,66,190230.0,176500.0,2.81
70,32694,2021,2,4,155000.0,170000.0,2.81
71,32696,2021,2,7,300886.0,150000.0,2.81
