,zipcode,year,month,total_sales,avg_sale_price,med_sale_price,mortgage_rate
0,32927,2021,1,33,210468.0,210000.0,2.735
1,32931,2021,1,39,345843.0,300000.0,2.735
2,32934,2021,1,14,313182.0,287450.0,2.735
3,32935,2021,1,46,242239.0,207250.0,2.735
4,32937,2021,1,44,408011.0,359500.0,2.735
5,32940,2021,1,60,315932.0,272500.0,2.735
6,32948,2021,1,1,52000.0,52000.0,2.735
7,32949,2021,1,3,450000.0,535000.0,2.735
8,32950,2021,1,8,368188.0,320250.0,2.735
9,32951,2021,1,17,449876.0,490000.0,2.735
10,32952,2021,1,35,343177.0,305000.0,2.735
11,32953,2021,1,32,337363.0,353500.0,2.735
12,32955,2021,1,47,271983.0,250000.0,2.735
13,32958,2021,1,33,221092.0,245000.0,2.735
14,32960,2021,1,24,169492.0,161650.0,2.735
15,32962,2021,1,34,163483.0,171000.0,2.735
16,32963,2021,1,48,598562.0,553750.0,2.735
17,32966,2021,1,30,254584.0,231500.0,2.735
18,32967,2021,1,22,288864.0,296500.0,2.735
19,32968,2021,1,12,242333.0,215000.0,2.735
20,32976,2021,1,30,194078.0,132250.0,2.735
21,33001,2021,1,4,721250.0,377500.0,2.735
22,33004,2021,1,22,266582.0,242500.0,2.735
23,33009,2021,1,111,296966.0,224500.0,2.735
24,33010,2021,1,10,292150.0,285250.0,2.735
25,33012,2021,1,46,256537.0,210000.0,2.735
26,33013,2021,1,20,342175.0,352500.0,2.735
27,33014,2021,1,23,277635.0,245000.0,2.735
28,33015,2021,1,53,287225.0,265000.0,2.735
29,33016,2021,1,45,274102.0,195000.0,2.735
30,33018,2021,1,60,338661.0,341700.0,2.735
31,33019,2021,1,74,464495.0,375000.0,2.735
32,33020,2021,1,70,341591.0,311500.0,2.735
33,33021,2021,1,66,329168.0,339500.0,2.735
34,33023,2021,1,73,289129.0,300000.0,2.735
35,33024,2021,1,80,310075.0,301500.0,2.735
36,33025,2021,1,55,245364.0,247100.0,2.735
37,33026,2021,1,52,290587.0,287750.0,2.735
38,33027,2021,1,96,328685.0,315000.0,2.735
39,33028,2021,1,29,436224.0,420000.0,2.735
40,33029,2021,1,49,444627.0,455000.0,2.735
41,33030,2021,1,29,343463.0,334000.0,2.735
42,33031,2021,1,5,617000.0,635000.0,2.735
43,33032,2021,1,74,299946.0,286450.0,2.735
44,33033,2021,1,77,259681.0,269000.0,2.735
45,33034,2021,1,40,240730.0,242550.0,2.735
46,33035,2021,1,35,216411.0,211000.0,2.735
47,33036,2021,1,26,1316058.0,1040000.0,2.735
48,33037,2021,1,61,1162625.0,854000.0,2.735
49,33040,2021,1,77,1005954.0,675000.0,2.735
50,33042,2021,1,31,638467.0,550000.0,2.735
