,Unnamed: 0,zipcode,property_tax,owner_occupied,renter_occupied,total_vacant,total_dwellings,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,fte_employed,unemployed,average_income,projected_income,expense_index,average_commute,crime_index
311,73,33125,2942,6377,13535,1763,21675,1057,1231,1551,2068,2483,12338,2039,40934,48541,102,27,1219
312,74,33126,2420,6804,10139,1319,18262,1057,1231,1551,2068,2483,43252,2797,50642,61008,103,26,929
313,75,33127,2874,3274,6487,1313,11074,1057,1231,1551,2068,2483,11139,3155,45899,54923,107,32,1565
314,76,33128,2427,459,2791,281,3531,1057,1231,1551,2068,2483,6645,558,37316,44349,82,37,1637
315,77,33129,6721,3706,3376,1663,8745,1057,1231,1551,2068,2483,3238,694,131058,155930,92,20,1153
316,78,33130,6044,4909,13361,3988,22258,1057,1231,1551,2068,2483,19853,1811,78516,95574,79,33,1605
317,79,33131,8057,5681,8190,7076,20947,1057,1231,1551,2068,2483,42222,834,137140,163316,74,18,490
318,80,33132,7476,3480,5888,3108,12477,1057,1231,1551,2068,2483,36437,468,131053,155416,63,21,821
319,81,33133,9094,7627,6782,2598,17008,1057,1231,1551,2068,2483,14941,1839,141402,167690,97,23,1660
320,82,33134,6973,8458,7469,1894,17821,1057,1231,1551,2068,2483,35365,1458,106271,125547,99,22,983
321,83,33135,3139,3332,11011,1072,15415,1057,1231,1551,2068,2483,7426,2625,41785,49471,94,29,1555
322,84,33136,2735,1387,4765,1177,7330,1057,1231,1551,2068,2483,25904,1398,50963,62161,82,29,1826
323,85,33137,7536,4662,8138,2716,15516,1057,1231,1551,2068,2483,14033,1908,95898,113876,83,28,921
324,86,33139,7417,7947,14483,9354,31784,1057,1231,1551,2068,2483,39919,1578,116463,138014,66,22,777
325,87,33140,8544,5863,4591,6865,17318,1057,1231,1551,2068,2483,14455,633,163134,195799,94,22,1101
326,88,33141,5570,5998,11367,4957,22322,1057,1231,1551,2068,2483,6582,1713,76279,90289,82,29,756
327,89,33142,2115,6791,12368,2145,21305,1057,1231,1551,2068,2483,31256,5438,37394,44332,105,30,1638
328,90,33144,3768,5173,3845,352,9370,1057,1231,1551,2068,2483,10864,1664,63546,75239,117,26,1204
329,91,33145,4419,5446,5813,1028,12287,1057,1231,1551,2068,2483,7334,1544,77268,91764,105,25,1810
330,92,33146,11423,3553,1501,688,5743,1057,1231,1551,2068,2483,11985,545,201719,238638,118,20,767
331,93,33147,2153,8049,7411,1609,17069,1057,1231,1551,2068,2483,9321,4669,43848,51865,118,31,1939
332,94,33149,15777,3322,1599,2199,7120,1057,1231,1551,2068,2483,4643,481,239170,285708,130,22,137
333,95,33150,3000,4032,5446,1062,10540,1057,1231,1551,2068,2483,5541,4053,45924,54164,110,32,1189
334,96,33154,16001,4229,2573,3318,10120,1057,1231,1551,2068,2483,7219,811,142014,168741,93,27,338
335,97,33157,4087,14706,6843,1599,23148,1057,1231,1551,2068,2483,22811,4448,89659,105573,121,32,571
336,98,33158,9097,1923,240,121,2283,1057,1231,1551,2068,2483,1527,171,232811,275750,141,30,422
337,99,33160,7656,14175,11224,16360,41759,1057,1231,1551,2068,2483,17212,2166,105469,124766,79,30,348
338,100,33161,2775,8040,9388,2016,19443,1057,1231,1551,2068,2483,14670,4511,55553,65881,114,31,686
339,101,33162,2368,7606,5237,1601,14444,1057,1231,1551,2068,2483,17655,3782,59179,70085,124,29,865
340,102,33165,3804,12338,5043,530,17911,1057,1231,1551,2068,2483,14774,1963,73190,86826,128,29,1223
341,103,33166,4814,5203,4224,1224,10650,1057,1231,1551,2068,2483,64196,1588,85148,101342,95,22,414
342,104,33167,2313,3549,2582,541,6672,1057,1231,1551,2068,2483,4473,1511,50389,59603,123,32,1134
343,105,33168,2453,5159,1588,451,7197,1057,1231,1551,2068,2483,7294,2708,59140,70117,145,32,2063
344,106,33169,3210,7888,5599,1187,14674,1057,1231,1551,2068,2483,29389,3685,57953,68747,116,30,882
345,107,33170,3537,2335,1671,405,4410,1057,1231,1551,2068,2483,4063,1025,57999,68788,126,30,1510
346,108,33172,2203,8428,6964,1511,16904,1057,1231,1551,2068,2483,56015,1923,64223,80302,110,26,547
347,109,33173,3999,8259,3605,771,12634,1057,1231,1551,2068,2483,10229,964,90633,107346,115,31,387
348,110,33174,2916,6024,4457,407,10888,1057,1231,1551,2068,2483,8545,1779,62741,74198,113,28,287
349,111,33175,3702,12960,3237,467,16664,1057,1231,1551,2068,2483,10897,2369,78734,93292,134,34,572
350,112,33176,4246,13462,5214,1210,19886,1057,1231,1551,2068,2483,29139,2574,113539,134437,117,30,517
351,113,33177,3182,11920,3780,802,16502,1057,1231,1551,2068,2483,5448,2765,71661,85036,137,35,307
352,114,33179,2428,12077,5569,2109,19755,1057,1231,1551,2068,2483,12024,3374,68685,80997,98,29,424
353,115,33180,5277,9667,5335,6725,21727,1057,1231,1551,2068,2483,25002,1668,118074,139761,92,27,411
117,0,33181,3517,3898,4351,1685,9935,1057,1231,1551,2068,2483,21870,1798,78736,93258,88,29,253
118,1,33182,4128,3286,530,96,3913,1057,1231,1551,2068,2483,7305,262,90007,106564,147,32,600
119,2,33183,2925,8906,3439,634,12978,1057,1231,1551,2068,2483,7585,1916,72485,85572,120,34,258
120,3,33184,3506,5103,1625,166,6894,1057,1231,1551,2068,2483,7089,1063,68673,81469,128,31,463
121,4,33185,4785,7037,1566,264,8867,1057,1231,1551,2068,2483,2435,877,103675,122747,148,38,573
122,5,33186,3555,16779,7342,1318,25438,1057,1231,1551,2068,2483,34760,2600,83870,99297,118,34,499
123,6,33187,4288,4493,952,304,5749,1057,1231,1551,2068,2483,2596,1142,94885,112652,146,36,555
124,7,33189,3070,5408,3559,751,9717,1057,1231,1551,2068,2483,9269,1459,73041,86657,113,32,1102
125,8,33190,4607,2340,2478,515,5332,1057,1231,1551,2068,2483,1199,903,73354,87043,117,32,1526
126,9,33193,3129,9471,4896,825,15193,1057,1231,1551,2068,2483,4722,2208,70692,83610,130,38,558
127,10,33194,5177,1412,363,90,1866,1057,1231,1551,2068,2483,866,520,110768,130873,143,34,294
128,11,33196,4019,11110,4817,1169,17096,1057,1231,1551,2068,2483,11425,2667,88104,104945,135,35,742
129,12,33301,9159,6061,5013,3232,14306,1059,1198,1510,2161,2614,26889,814,159738,181891,77,21,660
130,13,33304,7095,4702,6013,3282,13996,1059,1198,1510,2161,2614,12681,828,111004,127664,74,23,984
131,14,33305,7172,3925,2968,1606,8499,1059,1198,1510,2161,2614,4621,410,110793,127516,74,21,442
132,15,33306,6310,1284,687,442,2413,1059,1198,1510,2161,2614,4486,203,133050,153442,82,23,780
133,16,33308,6437,11600,5120,6813,23533,1059,1198,1510,2161,2614,20936,1418,119959,138013,75,22,339
134,17,33309,2958,9244,4990,1650,15885,1059,1198,1510,2161,2614,58952,3523,66151,75986,99,24,402
135,18,33311,2674,11497,11975,3545,27017,1059,1198,1510,2161,2614,16932,7267,49250,56678,104,27,430
136,19,33312,4076,11734,7666,2751,22150,1059,1198,1510,2161,2614,20785,4148,78492,90805,103,25,457
137,20,33313,1938,12821,10688,4543,28053,1059,1198,1510,2161,2614,14473,6307,48209,55495,101,28,340
138,21,33314,3563,6761,5301,1313,13375,1059,1198,1510,2161,2614,25511,1936,67625,77687,90,25,203
139,22,33315,4566,3312,2895,894,7101,1059,1198,1510,2161,2614,18974,647,85645,98918,85,21,1043
140,23,33316,8538,3925,2717,2869,9511,1059,1198,1510,2161,2614,27448,434,135103,155313,77,21,524
141,24,33317,3669,9941,3043,1003,13987,1059,1198,1510,2161,2614,18451,2234,84105,96983,114,25,418
142,25,33319,2698,15467,6192,5103,26763,1059,1198,1510,2161,2614,11788,3535,60097,69225,87,28,246
143,26,33321,2833,17414,4860,2775,25049,1059,1198,1510,2161,2614,14091,1895,62535,72023,84,27,144
144,27,33322,2366,14837,3581,3149,21567,1059,1198,1510,2161,2614,7653,1600,71926,82972,87,27,130
145,28,33323,4725,6482,2107,1055,9645,1059,1198,1510,2161,2614,30235,1299,110896,127799,124,28,137
146,29,33324,3640,13084,7370,2632,23086,1059,1198,1510,2161,2614,34521,2482,93627,108123,92,25,153
147,30,33325,5615,8658,2040,1162,11861,1059,1198,1510,2161,2614,13054,1275,110261,127369,122,28,235
148,31,33326,5616,8747,3538,2855,15139,1059,1198,1510,2161,2614,11258,1651,112421,128574,118,29,105
149,32,33327,8957,5656,1251,505,7412,1059,1198,1510,2161,2614,3412,1894,156617,180482,153,31,78
150,33,33328,5259,8905,2288,563,11755,1059,1198,1510,2161,2614,12342,1209,105363,120641,114,28,111
151,34,33330,8400,4274,447,210,4930,1059,1198,1510,2161,2614,8820,604,165725,191930,142,31,154
152,35,33331,7678,6620,1302,510,8432,1059,1198,1510,2161,2614,17215,1180,149568,173151,143,30,121
153,36,33332,9568,2709,367,269,3345,1059,1198,1510,2161,2614,3110,658,163275,188026,146,30,105
154,37,33334,3806,7270,5970,1653,14894,1059,1198,1510,2161,2614,16792,2048,74440,85625,91,22,562
155,38,33351,2997,8247,4608,1284,14138,1059,1198,1510,2161,2614,16417,2404,71454,82342,107,27,309
156,39,33401,4530,7509,8721,5926,22155,983,1180,1468,1984,2387,38342,1840,95254,111315,77,20,587
157,40,33403,2932,2628,2458,870,5956,983,1180,1468,1984,2387,9397,569,63433,73860,97,21,346
158,41,33404,5708,7459,4809,5400,17668,983,1180,1468,1984,2387,18137,2456,82588,97367,94,24,722
159,42,33406,2786,5993,3071,810,9874,983,1180,1468,1984,2387,15617,1634,74898,87399,108,23,103
160,43,33407,2626,5957,5845,2576,14378,983,1180,1468,1984,2387,26600,3220,59523,69316,98,22,805
161,44,33408,5839,7019,2635,3324,12979,983,1180,1468,1984,2387,16823,440,125542,147453,83,20,211
162,45,33409,2677,5595,6209,2082,13886,983,1180,1468,1984,2387,21093,1661,65563,76383,96,23,319
163,46,33410,5927,10988,4890,2626,18504,983,1180,1468,1984,2387,25178,938,107665,124722,92,21,231
164,47,33411,3602,21918,6574,4371,32863,983,1180,1468,1984,2387,25307,3248,91824,107341,110,33,376
165,48,33412,6710,5158,755,821,6733,983,1180,1468,1984,2387,2039,664,128041,149740,115,39,543
166,49,33413,3483,3469,2126,591,6187,983,1180,1468,1984,2387,5429,968,77783,90426,113,25,475
167,50,33414,5656,16182,4858,3313,24353,983,1180,1468,1984,2387,18788,2979,113449,131872,123,30,73
168,51,33415,1893,12542,6560,2761,21862,983,1180,1468,1984,2387,6491,3847,56132,65089,103,27,72
169,52,33417,1432,10171,5619,4754,20544,983,1180,1468,1984,2387,10713,2183,48452,56493,76,25,45
170,53,33418,6898,15912,4914,4502,25328,983,1180,1468,1984,2387,14612,1123,143829,167059,95,22,130
171,54,33426,2912,7741,3615,2514,13870,983,1180,1468,1984,2387,19579,1619,68830,80200,84,23,299
172,55,33428,3376,12508,3886,1902,18296,983,1180,1468,1984,2387,14248,2301,95297,110334,110,26,48
173,56,33430,1613,2489,3897,895,7280,983,1180,1468,1984,2387,6103,1951,36312,42282,108,26,245
174,57,33431,6178,5790,2409,1411,9611,983,1180,1468,1984,2387,43609,1483,125757,145944,94,19,217
175,58,33432,8587,7574,4312,4404,16291,983,1180,1468,1984,2387,16350,712,147221,170601,85,20,120
176,59,33434,2859,8974,1800,3848,14621,983,1180,1468,1984,2387,7881,778,106376,123637,81,24,57
177,60,33435,3539,10538,5262,5277,21077,983,1180,1468,1984,2387,10776,3119,80009,93031,92,24,381
178,61,33436,3239,14415,5106,3588,23109,983,1180,1468,1984,2387,11136,1896,78425,91292,89,24,205
179,62,33437,3432,16296,2961,2658,21915,983,1180,1468,1984,2387,7291,1375,85133,99035,79,25,110
180,63,33438,1408,107,59,26,192,983,1180,1468,1984,2387,159,76,50163,58438,94,29,22
181,64,33440,1533,4576,1948,1172,7696,629,644,734,1050,1213,4882,1128,53023,59886,109,23,186
182,65,33441,3939,6657,5214,2405,14277,1059,1198,1510,2161,2614,13431,2071,70272,81051,87,22,325
183,66,33442,2264,11323,4669,5219,21212,1059,1198,1510,2161,2614,23362,1582,61437,70937,74,24,107
184,67,33444,4276,5237,3728,1382,10346,983,1180,1468,1984,2387,11546,1573,85583,99495,102,22,353
185,68,33445,2990,10787,4016,3197,18000,983,1180,1468,1984,2387,14064,1719,74006,86057,86,21,511
186,69,33446,4076,13867,2369,4601,20837,983,1180,1468,1984,2387,5811,1069,117139,141516,81,23,274
187,70,33449,6209,3543,635,532,4710,983,1180,1468,1984,2387,1615,230,128445,149152,131,30,280
188,71,33455,7289,8391,1772,2173,12337,926,932,1211,1618,1830,4779,859,100624,117269,84,25,68
189,72,33458,5338,16385,6336,2683,25404,983,1180,1468,1984,2387,19422,1881,123008,143739,107,22,147
190,73,33460,3099,5792,6376,2537,14705,983,1180,1468,1984,2387,7699,1746,59319,69063,100,25,621
191,74,33461,2049,8527,6899,2959,18384,983,1180,1468,1984,2387,12267,2160,53899,62733,101,25,118
192,75,33462,3494,8791,4781,2906,16478,983,1180,1468,1984,2387,16007,2009,77492,90027,95,24,181
193,76,33463,2859,15342,5161,2915,23418,983,1180,1468,1984,2387,11858,3829,69750,81440,117,28,173
194,77,33467,3433,19686,2566,3506,25758,983,1180,1468,1984,2387,10184,2053,95170,110757,100,29,106
195,78,33469,6632,6077,1105,1866,9047,926,932,1211,1618,1830,4254,321,126340,147807,90,23,144
196,79,33470,4858,8510,1335,963,10807,983,1180,1468,1984,2387,5902,2072,98727,114822,127,38,283
197,80,33471,990,1592,560,880,3032,673,675,785,976,1114,1278,189,51225,54940,88,25,144
198,81,33472,3780,8124,819,904,9847,983,1180,1468,1984,2387,2373,904,107114,126992,96,25,130
199,82,33473,7393,4877,1420,992,7289,983,1180,1468,1984,2387,476,353,172484,200635,163,32,303
200,83,33476,1158,1077,1207,380,2664,983,1180,1468,1984,2387,1532,1298,38903,45392,108,29,189
201,0,33477,6888,6472,1482,4425,12379,983,1180,1468,1984,2387,6811,356,132888,154548,78,24,175
202,1,33478,6629,5161,638,440,6239,983,1180,1468,1984,2387,4135,317,129797,152584,124,31,40
203,2,33480,31044,4629,802,4583,10013,983,1180,1468,1984,2387,12352,145,272207,316237,80,15,100
204,3,33483,9689,5266,2178,2900,10344,983,1180,1468,1984,2387,10505,754,167190,193986,84,22,435
205,4,33484,2099,12626,2557,4483,19666,983,1180,1468,1984,2387,6580,1135,65543,76116,66,20,195
206,5,33486,5207,6410,2391,1074,9875,983,1180,1468,1984,2387,11309,590,110412,128344,102,20,246
207,6,33487,6451,7907,2046,3455,13408,983,1180,1468,1984,2387,38789,600,130915,151078,80,19,52
208,7,33493,1322,505,430,250,1185,983,1180,1468,1984,2387,1387,177,57150,66531,124,26,243
209,8,33496,6111,8563,1494,1862,11919,983,1180,1468,1984,2387,10145,797,168966,196856,98,21,49
210,9,33498,5189,4920,481,458,5858,983,1180,1468,1984,2387,4277,389,125357,145781,120,27,33
211,10,33503,3100,46,21,7,74,989,1040,1271,1651,2028,0,0,88809,101631,104,27,194
212,11,33510,2227,7082,3676,800,11558,989,1040,1271,1651,2028,6732,1084,69915,80040,96,26,292
213,12,33511,2653,12739,10592,1704,25035,989,1040,1271,1651,2028,24842,2287,71593,82057,92,27,260
214,13,33513,902,3349,917,1305,5570,716,718,946,1278,1283,4159,631,56242,66172,84,30,69
215,14,33514,842,499,155,149,804,716,718,946,1278,1283,473,101,53509,63030,98,31,45
216,15,33521,796,358,70,111,538,716,718,946,1278,1283,283,34,74281,89007,60,27,37
217,16,33523,1402,4825,1854,1072,7751,989,1040,1271,1651,2028,3041,600,64678,72684,99,31,187
218,17,33525,2067,5750,1730,1465,8944,989,1040,1271,1651,2028,7940,783,69543,78909,91,25,200
219,18,33527,2596,3283,1498,585,5367,989,1040,1271,1651,2028,2545,740,72222,82616,116,26,376
220,19,33534,2767,3460,2159,969,6587,989,1040,1271,1651,2028,2591,815,62378,71460,104,26,478
221,20,33538,705,1653,440,759,2852,716,718,946,1278,1283,786,182,49428,58758,77,31,79
222,21,33540,1049,3516,757,1311,5584,989,1040,1271,1651,2028,2262,308,55590,62714,81,29,253
223,22,33541,1644,8894,1510,3612,14016,989,1040,1271,1651,2028,5874,777,53749,60736,77,29,118
224,23,33542,1130,7842,2510,3487,13840,989,1040,1271,1651,2028,4592,890,47408,53498,73,25,226
225,24,33543,3537,10272,2264,1719,14255,989,1040,1271,1651,2028,9559,1045,97693,110639,101,32,72
226,25,33544,4151,8361,2812,1262,12434,989,1040,1271,1651,2028,7716,1249,99675,113450,110,32,101
227,26,33545,3541,5896,1681,839,8417,989,1040,1271,1651,2028,2270,766,93322,106665,110,33,223
228,27,33547,5284,6492,2148,619,9259,989,1040,1271,1651,2028,3912,685,126211,145356,127,32,233
229,28,33548,4657,2289,502,224,3015,989,1040,1271,1651,2028,2390,237,126530,144965,104,27,424
230,29,33549,3043,5381,1636,620,7636,989,1040,1271,1651,2028,7438,431,89927,102691,97,26,239
231,30,33556,4966,9066,1892,1087,12046,989,1040,1271,1651,2028,2923,932,132552,151446,110,29,224
232,31,33558,4684,7371,3441,1074,11886,989,1040,1271,1651,2028,4219,1091,112865,128142,100,30,200
233,32,33559,2785,4588,2699,733,8020,989,1040,1271,1651,2028,3777,860,76585,87346,91,30,191
234,33,33563,1380,5681,3872,1257,10809,989,1040,1271,1651,2028,12253,1451,55460,63636,98,22,413
235,34,33565,2350,5457,1226,706,7389,989,1040,1271,1651,2028,2031,693,73146,83789,102,26,394
236,35,33566,2208,4993,2374,712,8078,989,1040,1271,1651,2028,8413,830,79546,90525,107,24,247
237,36,33567,2252,3009,1044,380,4433,989,1040,1271,1651,2028,2143,658,70659,80858,113,27,301
354,0,33569,3310,8393,2363,1207,11962,989,1040,1271,1651,2028,9928,1552,87173,100534,106,27,233
355,1,33570,3140,6985,3007,2195,12187,989,1040,1271,1651,2028,4464,962,71461,82748,104,26,375
356,2,33572,4998,6853,2463,1429,10746,989,1040,1271,1651,2028,4188,605,111121,127182,98,30,271
357,3,33573,2551,12562,3892,2853,19307,989,1040,1271,1651,2028,4670,419,64187,74338,65,18,224
358,4,33576,2032,1857,308,318,2483,989,1040,1271,1651,2028,1831,205,87684,98954,81,26,151
359,5,33578,3116,14886,8951,2600,26436,989,1040,1271,1651,2028,10709,3005,75327,86240,93,25,401
360,6,33579,4337,12206,4732,1454,18392,989,1040,1271,1651,2028,2008,2936,91701,105146,112,31,280
361,7,33584,2384,7166,2627,822,10615,989,1040,1271,1651,2028,7850,1559,73050,83643,102,26,244
362,8,33585,1003,341,97,82,520,716,718,946,1278,1283,644,64,60684,72122,85,29,38
363,9,33592,2368,2804,1475,591,4871,989,1040,1271,1651,2028,1835,600,62544,71743,89,25,370
364,10,33594,2831,10219,2562,1001,13782,989,1040,1271,1651,2028,5136,1262,80652,92342,103,27,335
365,11,33596,3409,9262,1403,496,11161,989,1040,1271,1651,2028,2488,831,113571,129969,117,30,232
366,12,33597,861,2730,617,840,4187,716,718,946,1278,1283,954,520,56812,66215,90,32,104
367,13,33598,3898,5708,2964,1203,9875,989,1040,1271,1651,2028,1600,868,76912,88075,120,30,178
368,14,33602,4689,5697,5563,2840,14100,989,1040,1271,1651,2028,33025,536,124477,143151,67,22,557
369,15,33603,2235,4646,3456,1185,9287,989,1040,1271,1651,2028,6770,948,60883,69862,87,23,614
370,16,33604,1837,8546,6514,2367,17428,989,1040,1271,1651,2028,7100,2578,55633,63468,87,24,660
371,17,33605,1403,3126,4061,1371,8559,989,1040,1271,1651,2028,19127,1421,43085,50094,83,25,796
372,18,33606,5884,4940,4976,1198,11114,989,1040,1271,1651,2028,21687,1097,135114,154308,76,18,666
373,19,33607,2008,5433,5976,1793,13202,989,1040,1271,1651,2028,64725,1788,60094,69072,85,23,640
374,20,33609,4656,4851,3383,1017,9252,989,1040,1271,1651,2028,30312,461,116539,133218,80,17,738
375,21,33610,1426,8528,7621,2012,18161,989,1040,1271,1651,2028,44869,2940,46750,53608,91,25,607
376,22,33611,3626,9542,6731,1919,18192,989,1040,1271,1651,2028,11069,984,102171,116670,79,20,656
377,23,33612,1667,7597,11011,3118,21726,989,1040,1271,1651,2028,34020,3347,48469,55452,84,26,514
378,24,33613,2584,4797,10359,2463,17619,989,1040,1271,1651,2028,13679,2201,53398,60977,72,26,214
379,25,33614,1780,7693,10884,2035,20611,989,1040,1271,1651,2028,34041,2148,51016,58367,86,23,271
380,26,33615,2397,10727,7638,2059,20424,989,1040,1271,1651,2028,12013,2230,71723,82122,91,27,133
381,27,33616,3104,3650,3834,1003,8487,989,1040,1271,1651,2028,2956,928,85418,97462,87,21,603
382,28,33617,1898,8165,9893,2447,20505,989,1040,1271,1651,2028,16483,2462,58734,67085,81,22,260
383,29,33618,3276,7853,4113,871,12836,989,1040,1271,1651,2028,15104,760,110402,126497,90,25,149
384,30,33619,1674,8302,6366,1842,16511,989,1040,1271,1651,2028,50421,2719,56345,65286,93,25,335
385,31,33620,0,0,45,1,46,989,1040,1271,1651,2028,5455,72,277954,318206,141,12,106
386,32,33621,5419,96,422,38,556,989,1040,1271,1651,2028,6826,84,72806,83350,119,12,419
387,33,33624,2663,10817,5108,1254,17178,989,1040,1271,1651,2028,10074,1339,83751,96064,95,27,103
388,34,33625,2929,7729,3758,613,12100,989,1040,1271,1651,2028,10458,938,83221,95202,98,27,114
389,35,33626,5246,8784,4218,974,13976,989,1040,1271,1651,2028,9815,981,129236,148087,107,30,249
390,36,33629,6397,7889,2865,902,11655,989,1040,1271,1651,2028,8568,627,167050,191216,95,19,723
391,37,33634,2420,4867,3562,667,9095,989,1040,1271,1651,2028,35868,1444,69296,79134,99,23,228
392,38,33635,3226,5190,2536,925,8652,989,1040,1271,1651,2028,3044,797,82947,95193,90,28,147
393,39,33637,1867,3520,4094,842,8457,989,1040,1271,1651,2028,12304,906,63229,72515,84,25,190
394,40,33647,4880,15929,10225,2593,28747,989,1040,1271,1651,2028,20910,2993,115861,132423,105,29,329
395,41,33701,5854,5299,6714,3925,15939,989,1040,1271,1651,2028,24568,908,103132,119960,60,23,355
396,42,33702,2357,9428,4771,2283,16483,989,1040,1271,1651,2028,15491,1146,76256,88571,79,22,216
397,43,33703,3359,8353,2263,1325,11941,989,1040,1271,1651,2028,3445,1027,94796,109203,85,23,244
398,44,33704,4825,4950,2652,1090,8691,989,1040,1271,1651,2028,4173,626,119358,137809,83,20,380
399,45,33705,2405,6858,5223,3073,15153,989,1040,1271,1651,2028,8212,1238,67476,77651,82,24,405
400,46,33706,5722,5495,2815,4502,12812,989,1040,1271,1651,2028,8728,651,104735,120756,72,24,163
401,47,33707,2959,8886,4614,3493,16993,989,1040,1271,1651,2028,8578,974,74363,85494,70,23,255
402,48,33708,4826,5487,2285,4134,11906,989,1040,1271,1651,2028,5539,419,88367,102062,73,23,198
403,49,33709,1595,9284,3459,2665,15408,989,1040,1271,1651,2028,8756,924,54383,62694,76,21,198
404,50,33710,2262,10856,3525,1747,16128,989,1040,1271,1651,2028,15104,1067,73322,84665,83,21,360
405,51,33711,2430,4743,2743,1730,9216,989,1040,1271,1651,2028,7725,1162,61294,70923,84,22,284
406,52,33712,1918,5731,5032,1927,12690,989,1040,1271,1651,2028,6124,1531,60926,70405,86,25,259
407,53,33713,2039,8977,4350,2205,15533,989,1040,1271,1651,2028,12722,1082,65554,75652,81,22,395
408,54,33714,1619,5247,3240,1739,10226,989,1040,1271,1651,2028,5404,1025,47111,54406,77,22,387
409,55,33715,5334,3442,657,2441,6540,989,1040,1271,1651,2028,1855,190,140493,162496,78,27,282
410,56,33716,2303,3027,7502,1689,12218,989,1040,1271,1651,2028,50063,782,68385,79075,65,20,153
411,57,33744,0,5,2,1,8,989,1040,1271,1651,2028,81,1,97201,112180,76,18,306
412,58,33755,2305,5961,4757,1967,12685,989,1040,1271,1651,2028,7923,1559,61680,71186,85,21,294
413,59,33756,2621,8028,5674,2484,16186,989,1040,1271,1651,2028,19422,2294,74593,86222,79,22,229
414,60,33759,2682,4859,3617,1480,9957,989,1040,1271,1651,2028,9950,458,69443,79931,79,22,88
415,61,33760,1897,3679,3203,1107,7989,989,1040,1271,1651,2028,18160,519,61535,71088,81,22,67
416,62,33761,2571,7629,1914,1431,10973,989,1040,1271,1651,2028,11919,627,77201,89318,76,23,101
417,63,33762,2903,1847,798,318,2963,989,1040,1271,1651,2028,22852,542,95849,110512,75,20,114
418,64,33763,1579,7001,2467,1967,11435,989,1040,1271,1651,2028,6007,616,57743,66575,68,22,144
419,65,33764,2335,9096,3603,3159,15858,989,1040,1271,1651,2028,11592,949,74238,85881,79,21,225
420,66,33765,2294,3361,2946,879,7185,989,1040,1271,1651,2028,12724,407,60094,69366,78,22,292
421,67,33767,7384,3369,1060,3434,7863,989,1040,1271,1651,2028,3803,326,139164,160578,73,24,137
422,68,33770,2321,7509,5053,2359,14921,989,1040,1271,1651,2028,8986,1261,70235,81101,75,23,200
423,69,33771,1554,9781,5753,3277,18811,989,1040,1271,1651,2028,13709,1834,53689,61972,69,21,45
424,70,33772,2180,8449,2734,2104,13288,989,1040,1271,1651,2028,6950,655,73284,84666,79,22,148
425,71,33773,2021,5842,1988,1370,9200,989,1040,1271,1651,2028,16192,468,69511,79970,81,20,169
426,72,33774,2466,6368,2302,1771,10441,989,1040,1271,1651,2028,6143,1015,72127,83265,79,24,121
427,73,33776,3378,4597,702,438,5737,989,1040,1271,1651,2028,2119,499,94114,108738,94,23,220
428,74,33777,2497,6065,1511,1087,8663,989,1040,1271,1651,2028,11414,638,87596,101923,89,21,223
429,75,33778,1859,5419,1387,1164,7970,989,1040,1271,1651,2028,2431,661,67032,77127,82,22,191
430,76,33781,1775,7207,3790,1272,12269,989,1040,1271,1651,2028,16103,1062,58936,67990,85,21,221
431,77,33782,1870,7313,2352,1299,10964,989,1040,1271,1651,2028,7573,760,60918,70245,80,20,171
432,78,33785,6252,1768,941,2572,5281,989,1040,1271,1651,2028,1800,129,115177,132808,72,25,117
433,79,33786,7925,621,74,310,1005,989,1040,1271,1651,2028,249,81,130642,150774,86,28,29
434,80,33801,1231,7619,6190,2372,16181,794,799,1023,1375,1764,24008,2893,48002,53046,82,24,437
435,81,33803,2032,8009,5023,2450,15482,794,799,1023,1375,1764,16298,1764,73325,81089,81,21,592
436,82,33805,1511,5457,4672,1861,11991,794,799,1023,1375,1764,17358,1891,49864,55724,89,23,678
437,83,33809,1679,9375,3678,1766,14818,794,799,1023,1375,1764,10287,2141,65876,72922,90,26,78
438,84,33810,1772,14704,4712,2407,21823,794,799,1023,1375,1764,6632,2685,66676,73897,96,28,84
439,85,33811,1986,6773,2586,1062,10422,794,799,1023,1375,1764,15159,1057,73493,81348,95,24,83
440,86,33812,2251,4595,1375,605,6576,794,799,1023,1375,1764,2047,886,95214,105710,109,23,49
441,87,33813,2538,11200,2526,1136,14862,794,799,1023,1375,1764,10876,1819,102888,113426,104,22,100
442,88,33815,1060,3753,2565,1960,8278,794,799,1023,1375,1764,8411,922,47917,53329,85,21,797
443,89,33823,1614,9221,3275,1900,14396,794,799,1023,1375,1764,10654,2103,64993,72104,95,25,259
444,90,33825,952,7353,2492,2720,12565,575,661,871,1100,1183,4112,1209,55108,60643,86,23,177
445,91,33827,2036,836,211,334,1380,794,799,1023,1375,1764,494,318,73420,81104,93,24,70
446,92,33830,1272,7741,3559,1683,12983,794,799,1023,1375,1764,13297,1883,63028,69959,97,23,381
447,93,33834,2673,1346,555,444,2346,565,569,750,972,1168,1372,237,51883,59248,116,26,194
448,94,33837,2595,9516,3240,5109,17865,794,799,1023,1375,1764,5685,1195,69465,77101,93,29,127
449,95,33838,1563,1170,410,342,1922,794,799,1023,1375,1764,1072,252,49412,54763,95,22,365
450,96,33839,1681,778,307,145,1230,794,799,1023,1375,1764,583,94,56719,62792,95,24,147
