,Unnamed: 0,zipcode,property_tax,owner_occupied,renter_occupied,total_vacant,total_dwellings,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,fte_employed,unemployed,average_income,projected_income,expense_index,average_commute,crime_index
756,43,32420,742,737,148,280,1164,484,621,734,974,995,155,18,51162,55460,82,29,61
757,44,32421,593,1413,346,324,2084,629,644,734,1050,1169,311,105,53361,59019,88,31,13
758,45,32423,483,434,88,95,617,484,621,734,974,995,35,33,58277,63278,87,23,80
759,46,32424,656,1669,693,398,2760,629,644,734,1050,1169,2446,149,57441,63572,87,25,100
760,47,32425,607,3818,1261,800,5878,553,557,734,936,1271,3612,292,48768,53453,83,32,66
761,48,32426,440,298,69,79,446,484,621,734,974,995,151,17,41631,45170,80,29,77
762,49,32427,498,384,83,113,581,553,557,734,1050,1271,47,65,44587,48769,89,28,73
763,50,32428,779,4934,1527,1368,7828,553,557,734,1050,1271,4381,426,53104,57989,84,28,66
764,51,32430,499,446,61,152,659,629,644,734,1050,1169,71,51,52759,58385,86,26,16
765,52,32431,565,1444,534,341,2320,484,621,734,974,995,665,96,55423,60207,85,25,84
766,53,32432,436,23,7,4,34,484,621,734,974,995,8,1,54006,58505,88,25,98
767,54,32433,494,4888,1602,1593,8084,792,847,966,1358,1594,3646,687,54000,69457,84,37,51
768,55,32435,599,1864,777,657,3298,792,847,966,1358,1594,1998,199,61949,79841,83,31,22
769,56,32437,511,244,63,69,376,553,557,734,1050,1271,137,15,47858,52569,82,32,99
770,57,32438,362,1379,259,475,2113,855,933,1088,1515,1784,144,86,42397,46892,84,36,69
771,58,32439,1451,3938,1457,1703,7097,792,847,966,1358,1594,1200,396,73270,95096,85,32,51
772,59,32440,640,1531,638,370,2539,484,621,734,974,995,2268,127,56122,61013,82,24,97
773,60,32442,509,1228,326,251,1805,484,621,734,974,995,237,40,53273,57797,83,24,85
774,61,32443,526,966,212,288,1465,484,621,734,974,995,140,82,48795,52858,81,26,49
775,62,32444,1658,5613,2012,771,8396,855,933,1088,1515,1784,4386,613,84651,93792,96,19,89
776,63,32445,524,349,99,97,544,484,621,734,974,995,198,38,52392,56814,87,24,67
777,64,32446,914,2863,996,695,4554,484,621,734,974,995,6233,454,60832,65758,82,21,89
778,65,32447,0,3,3,1,7,484,621,734,974,995,12,1,39162,42424,73,14,72
779,66,32448,586,2302,1130,683,4115,484,621,734,974,995,4208,240,42180,45735,77,22,73
780,67,32449,361,162,30,61,253,629,644,734,1050,1169,19,16,40745,45067,78,26,19
781,68,32455,432,1635,402,431,2468,792,847,966,1358,1594,516,317,53442,64825,88,33,57
782,69,32456,2882,1893,751,2161,4805,759,764,1007,1253,1698,2921,116,69390,78903,81,20,79
783,70,32459,4875,6345,2823,11805,20973,792,847,966,1358,1594,6432,307,119972,154339,89,20,50
784,71,32460,521,1253,376,293,1923,484,621,734,974,995,635,159,52761,57161,81,23,69
785,72,32461,15205,31,10,244,285,792,847,966,1358,1594,125,4,217228,279627,88,19,45
786,73,32462,515,1105,287,386,1778,553,557,734,1050,1271,492,87,49143,55018,83,31,97
787,74,32463,345,32,8,8,48,553,557,734,1050,1271,39,12,58187,63588,88,29,92
788,75,32464,436,1466,256,356,2079,553,557,734,936,1271,209,170,55374,62158,82,34,83
789,76,32465,626,2080,593,1195,3867,759,764,1007,1253,1698,700,325,50412,57368,83,31,66
790,77,32466,667,1791,355,346,2492,855,933,1088,1515,1784,458,160,59592,66106,95,33,61
791,78,32501,1425,2280,2357,907,5544,776,840,987,1385,1709,18276,502,58686,66483,73,21,307
792,79,32502,1861,1135,932,447,2514,776,840,987,1385,1709,12125,172,85532,96827,69,20,269
793,80,32503,1688,8322,4796,1510,14628,776,840,987,1385,1709,12930,1273,73818,83019,79,17,272
794,81,32504,1688,6315,3463,937,10714,776,840,987,1385,1709,31162,725,73893,83389,79,21,213
795,82,32505,796,6218,4596,1815,12629,776,840,987,1385,1709,15438,1755,44213,49746,86,22,300
796,83,32506,1210,8859,5459,1835,16153,776,840,987,1385,1709,6837,1495,60844,68597,86,22,245
797,84,32507,2035,7945,5064,6029,19038,776,840,987,1385,1709,6137,1375,76814,87210,83,24,365
798,85,32508,0,133,336,144,613,776,840,987,1385,1709,1618,282,61727,69402,95,10,467
799,86,32509,875,9,3,1,12,776,840,987,1385,1709,134,7,67387,75835,95,25,94
800,87,32511,0,0,0,0,0,776,840,987,1385,1709,6,1,0,0,0,15,70
801,88,32514,1388,8668,7027,1915,17611,776,840,987,1385,1709,16277,1714,62933,70846,78,23,111
802,89,32526,1408,11849,4063,1277,17190,776,840,987,1385,1709,8305,696,70244,79652,92,25,183
803,90,32530,803,21,6,4,30,776,840,987,1385,1709,1,1,61577,68469,59,19,174
804,91,32531,1021,1957,446,410,2814,977,983,1168,1559,2022,601,179,72861,80652,94,30,152
805,92,32533,1528,9278,2023,889,12190,776,840,987,1385,1709,6096,711,79692,89641,97,27,230
806,93,32534,1067,4373,1945,783,7101,776,840,987,1385,1709,6423,562,60759,68423,86,25,238
807,94,32536,1642,6814,2986,1530,11330,977,983,1168,1559,2022,8954,1183,76670,84927,99,27,89
808,95,32539,1245,8036,3072,1224,12333,977,983,1168,1559,2022,4704,1206,68492,76120,94,28,103
809,96,32541,4239,4944,2833,11145,18922,977,983,1168,1559,2022,16684,474,104976,117424,88,19,177
810,97,32542,2075,134,632,391,1157,977,983,1168,1559,2022,6840,64,65484,70609,93,15,30
811,98,32544,1293,3,319,37,358,977,983,1168,1559,2022,696,83,68395,75702,118,17,67
812,99,32548,2390,5441,3825,2798,12064,977,983,1168,1559,2022,17013,673,70583,78195,80,19,188
813,100,32550,3767,2118,887,6631,9637,792,847,966,1358,1594,6021,203,110660,142598,80,19,350
814,101,32561,3366,2716,898,2290,5904,776,840,987,1385,1709,6229,254,150607,168196,98,24,169
815,102,32563,2388,8600,2751,1174,12525,776,840,987,1385,1709,5862,966,94050,104315,93,30,50
816,103,32564,787,988,249,153,1390,977,983,1168,1559,2022,201,81,79040,87520,91,32,131
817,104,32565,935,2095,403,327,2825,776,840,987,1385,1709,1654,147,69640,77411,93,31,184
818,105,32566,2281,12750,4170,3249,20169,776,840,987,1385,1709,5153,1346,89976,100095,100,29,53
819,106,32567,712,1451,355,334,2140,977,983,1168,1559,2022,368,153,59345,69637,84,40,138
820,107,32568,817,1041,157,107,1305,776,840,987,1385,1709,412,137,65129,73293,92,36,540
821,108,32569,1723,3173,1636,527,5336,977,983,1168,1559,2022,3888,330,78730,87136,89,20,64
822,109,32570,1134,9209,3745,1514,14468,776,840,987,1385,1709,10547,1020,65366,72860,90,28,103
823,110,32571,1552,11628,2978,1197,15802,776,840,987,1385,1709,6352,851,82747,92516,100,26,79
824,111,32577,1217,1592,263,135,1990,776,840,987,1385,1709,779,226,70053,78828,95,31,435
825,112,32578,2530,10256,3701,1242,15199,977,983,1168,1559,2022,10236,1208,101252,112490,96,23,49
826,113,32579,2288,3066,1402,360,4828,977,983,1168,1559,2022,3918,454,86373,95496,90,21,105
827,114,32580,2030,1070,641,208,1918,977,983,1168,1559,2022,9567,105,80056,88503,83,18,29
828,115,32583,1139,8061,2177,1343,11581,776,840,987,1385,1709,4346,1090,72769,80913,92,30,103
829,116,32601,2350,2101,6151,1125,9377,805,897,1083,1415,1469,16562,647,48119,54917,63,15,441
830,117,32603,4152,393,1769,209,2371,805,897,1083,1415,1469,3794,251,58114,66488,57,12,299
591,0,32605,2788,7098,2989,724,10811,805,897,1083,1415,1469,14415,383,92596,105802,84,18,177
592,1,32606,3658,6368,4656,1012,12036,805,897,1083,1415,1469,13797,411,94440,108008,84,20,192
593,2,32607,3190,4958,8889,1876,15723,805,897,1083,1415,1469,9935,826,60220,68651,73,19,115
594,3,32608,3629,9028,13308,2920,25256,805,897,1083,1415,1469,29797,1579,73016,84004,74,18,89
595,4,32609,1584,4118,3395,990,8503,805,897,1083,1415,1469,10791,753,49181,56153,78,21,487
596,5,32612,3442,1,10,1,12,805,897,1083,1415,1469,5331,132,30726,35060,27,13,138
597,6,32615,2595,4667,1484,633,6784,805,897,1083,1415,1469,6195,296,81170,92535,88,25,273
598,7,32616,1264,251,126,64,441,805,897,1083,1415,1469,1407,52,77626,87935,90,24,262
599,8,32617,1548,1177,337,250,1764,692,757,939,1226,1356,427,104,61006,68097,90,27,99
600,9,32618,2112,2711,641,342,3693,805,897,1083,1415,1469,1202,236,94627,107827,91,29,307
601,10,32619,1027,1626,287,425,2339,805,897,1083,1415,1469,627,89,52519,60212,85,32,109
602,11,32621,984,1610,332,327,2269,553,557,734,1001,1149,687,159,46454,52140,87,32,127
603,12,32622,1010,481,83,137,701,637,652,743,1047,1286,144,45,63126,70025,86,32,141
604,13,32625,2502,631,156,472,1260,553,557,734,1001,1149,314,61,64658,72856,76,21,99
605,14,32626,1235,2757,794,731,4281,553,557,734,1001,1149,2649,245,47193,52871,79,27,236
606,15,32628,1012,1087,402,342,1832,629,644,734,1027,1153,2499,139,51695,55337,83,25,163
607,16,32639,1155,154,25,56,235,553,557,734,1001,1149,54,22,45392,51016,74,28,140
608,17,32640,1322,3688,835,1102,5625,805,897,1083,1415,1469,1298,304,52781,58809,80,33,339
609,18,32641,1293,3088,1742,593,5423,805,897,1083,1415,1469,2484,633,46916,53619,88,23,502
610,19,32643,1966,4137,950,514,5601,805,897,1083,1415,1469,2167,347,69641,79154,88,31,307
611,20,32648,2071,177,24,314,515,629,644,734,1027,1153,25,44,65827,70496,82,26,161
612,21,32653,3188,4494,1555,417,6465,805,897,1083,1415,1469,3995,496,77678,88912,84,22,198
613,22,32656,1272,4603,1000,1030,6633,746,921,1113,1455,1852,2209,504,58668,63952,87,38,160
614,23,32658,1032,88,20,28,137,805,897,1083,1415,1469,42,18,58496,66722,93,24,246
615,24,32664,1197,167,64,49,280,692,757,939,1226,1356,103,40,46400,51803,68,25,182
616,25,32666,1729,2156,457,600,3213,623,627,765,997,1037,614,326,64599,70998,80,38,283
617,26,32667,2063,1317,348,271,1937,805,897,1083,1415,1469,913,139,67490,76513,79,25,457
618,27,32668,1525,1828,334,408,2570,553,557,734,1001,1149,264,138,65701,73516,86,32,125
619,28,32669,3048,4564,1321,567,6452,805,897,1083,1415,1469,2714,338,91309,103782,92,29,412
620,29,32680,755,3905,713,1237,5856,629,644,734,1027,1153,738,172,50148,53608,82,31,121
621,30,32681,599,41,17,14,72,692,757,939,1226,1356,2,1,39974,44653,66,26,182
622,31,32683,748,39,7,15,61,553,557,734,1001,1149,14,5,42191,47295,78,23,120
623,32,32686,1773,1514,463,443,2420,692,757,939,1226,1356,786,254,75979,85076,89,24,161
624,33,32692,1807,68,8,144,221,629,644,734,1027,1153,15,4,60208,64379,60,21,161
625,34,32693,1042,3616,869,660,5145,805,897,1083,1415,1469,2344,306,53576,61183,87,28,110
626,35,32694,1500,686,229,173,1088,805,897,1083,1415,1469,67,91,65755,74845,85,30,493
627,36,32696,1285,4092,1122,769,5983,553,557,734,1001,1149,2368,381,60902,68223,86,32,147
628,37,32697,768,40,17,11,69,629,644,734,917,1271,0,0,84444,93845,108,32,128
629,38,32701,1708,5652,4816,1617,12084,1055,1140,1321,1713,2057,23675,737,69999,78683,80,23,217
630,39,32702,1265,805,399,285,1489,1055,1140,1321,1713,2057,326,138,53129,60306,77,32,111
631,40,32703,2073,13613,7198,1977,22788,1055,1140,1321,1713,2057,19781,5162,70166,80418,101,28,608
632,41,32707,1886,10276,4937,1343,16555,1055,1140,1321,1713,2057,13036,2405,64935,73085,87,26,163
633,42,32708,2719,13925,4512,1366,19803,1055,1140,1321,1713,2057,9298,2056,96668,108761,96,28,80
634,43,32709,1523,785,204,100,1088,1055,1140,1321,1713,2057,483,557,103471,119793,101,33,95
635,44,32712,2572,13582,2889,1387,17858,1055,1140,1321,1713,2057,6663,4152,88480,102321,107,29,756
636,45,32713,2447,7211,1456,803,9470,693,856,1050,1406,1537,3496,626,73093,81698,87,31,150
637,46,32714,1921,8206,7938,2338,18482,1055,1140,1321,1713,2057,21261,2184,71762,81002,83,25,101
638,47,32720,2177,9130,4091,2012,15233,693,856,1050,1406,1537,14647,1893,61095,68282,85,24,343
639,48,32724,2392,11888,4591,2200,18678,693,856,1050,1406,1537,12430,1680,65965,73890,84,23,145
640,49,32725,2042,14357,3638,2225,20220,693,856,1050,1406,1537,4991,2272,59466,66332,94,32,119
641,50,32726,2066,6097,2844,1460,10401,1055,1140,1321,1713,2057,6687,1136,60170,68316,84,24,96
642,51,32730,1696,1451,1228,287,2965,1055,1140,1321,1713,2057,2913,223,63559,71713,79,25,63
643,52,32732,2579,1848,263,199,2309,1055,1140,1321,1713,2057,645,200,99451,112189,109,37,116
644,53,32735,1959,1761,256,244,2260,1055,1140,1321,1713,2057,139,81,66557,75573,81,29,166
645,54,32736,2677,3569,630,587,4786,1055,1140,1321,1713,2057,1303,832,84758,96458,101,34,88
646,55,32738,2103,13518,2880,1550,17949,693,856,1050,1406,1537,3128,2520,60327,67320,101,35,105
647,56,32744,2214,1275,300,214,1788,693,856,1050,1406,1537,657,192,69171,77160,83,26,136
648,57,32746,3327,12948,6028,1946,20922,1055,1140,1321,1713,2057,49787,2260,110260,123986,97,24,83
649,58,32750,2292,7197,2335,661,10193,1055,1140,1321,1713,2057,20896,1447,83004,93219,97,24,174
650,59,32751,3211,6758,3139,1627,11524,1055,1140,1321,1713,2057,28306,1124,106503,123699,88,23,388
651,60,32754,1753,4249,709,1018,5975,759,921,1134,1525,1826,1101,632,68934,76912,92,30,200
652,61,32757,2941,9095,3976,2313,15384,1055,1140,1321,1713,2057,10988,1863,78919,90175,84,25,183
653,62,32759,2182,995,230,306,1531,693,856,1050,1406,1537,370,87,48539,54248,77,26,115
654,63,32763,1930,6772,2979,1644,11395,693,856,1050,1406,1537,10311,728,59221,65993,82,27,147
655,64,32764,2154,1133,182,226,1542,693,856,1050,1406,1537,502,224,81916,91608,93,35,113
656,65,32765,3174,16314,7045,1572,24930,1055,1140,1321,1713,2057,18518,3070,98185,110793,104,28,140
657,66,32766,3664,4609,631,237,5477,1055,1140,1321,1713,2057,1998,414,124490,140350,127,32,189
658,67,32767,993,933,176,218,1327,1055,1140,1321,1713,2057,151,177,53649,60970,86,38,95
659,68,32771,2559,12692,9085,2751,24528,1055,1140,1321,1713,2057,33751,2926,79168,89693,94,25,369
660,69,32773,1819,7426,4401,1479,13306,1055,1140,1321,1713,2057,11722,2129,64504,72798,93,26,211
661,70,32776,2912,3596,770,458,4825,1055,1140,1321,1713,2057,1577,507,96416,109728,104,31,66
662,71,32778,2159,7504,2271,2331,12107,1055,1140,1321,1713,2057,10165,1433,61097,69376,76,23,71
663,72,32779,3675,9017,2279,1012,12307,1055,1140,1321,1713,2057,10406,1376,122946,138185,104,25,59
664,73,32780,1757,11746,5138,3932,20816,759,921,1134,1525,1826,12909,1781,66626,74061,81,25,158
665,74,32784,1586,3496,995,915,5405,692,757,939,1226,1356,1577,638,66862,75580,92,29,125
666,75,32789,6024,7497,4370,1599,13466,1055,1140,1321,1713,2057,26212,1479,146277,168133,87,22,970
667,76,32792,2364,11743,11329,2506,25578,1055,1140,1321,1713,2057,22902,3215,75714,86619,78,25,98
668,77,32796,1590,6586,2003,1626,10214,759,921,1134,1525,1826,7402,831,59254,65983,84,24,156
669,78,32798,780,1238,193,236,1667,1055,1140,1321,1713,2057,457,139,62647,74000,72,28,421
670,79,32801,4126,3959,6883,1928,12770,1055,1140,1321,1713,2057,41862,1241,104719,121218,58,21,2859
671,80,32803,3567,5871,5226,1405,12502,1055,1140,1321,1713,2057,36134,718,100052,115479,76,22,2888
672,81,32804,4168,5715,3321,1153,10190,1055,1140,1321,1713,2057,18365,1541,111034,128302,80,20,1582
673,82,32805,1188,3131,5245,1503,9879,1055,1140,1321,1713,2057,16958,2974,44389,51397,82,28,1654
674,83,32806,3268,7621,4279,1159,13059,1055,1140,1321,1713,2057,27932,1979,87103,100713,81,23,1157
675,84,32807,1692,6109,6381,1460,13950,1055,1140,1321,1713,2057,14975,3390,53813,62308,90,27,572
676,85,32808,1340,8574,8640,3422,20636,1055,1140,1321,1713,2057,18803,8726,48858,56560,97,27,226
677,86,32809,2009,5353,4502,1286,11142,1055,1140,1321,1713,2057,42028,3461,61159,70757,101,24,125
678,87,32810,1724,7772,5931,1601,15304,1055,1140,1321,1713,2057,18466,3977,59600,68890,90,26,135
679,88,32811,1441,5746,10699,2502,18947,1055,1140,1321,1713,2057,15295,5066,47829,55284,84,25,335
680,89,32812,2580,8351,6101,1445,15897,1055,1140,1321,1713,2057,8670,2211,69874,80863,89,25,252
681,90,32814,7553,1969,1883,471,4323,1055,1140,1321,1713,2057,5404,475,132541,153309,89,30,174
682,91,32817,2483,6708,5960,1360,14027,1055,1140,1321,1713,2057,12531,3305,73077,84419,92,26,65
683,92,32818,1896,9799,5868,1327,16994,1055,1140,1321,1713,2057,6499,6540,53561,62158,102,29,82
684,93,32819,3970,8776,3974,3957,16707,1055,1140,1321,1713,2057,98675,2345,114237,132077,94,22,303
685,94,32820,3074,2601,625,323,3549,1055,1140,1321,1713,2057,1004,1011,97021,112189,114,37,95
686,95,32821,2395,4896,5246,5200,15341,1055,1140,1321,1713,2057,36247,2182,69139,79933,75,19,64
687,96,32822,1648,12664,12060,3564,28288,1055,1140,1321,1713,2057,21808,6449,52372,60682,84,28,1070
688,97,32824,2737,11292,6129,2471,19892,1055,1140,1321,1713,2057,24777,5591,76990,89475,117,25,73
689,98,32825,2481,13433,8164,1908,23504,1055,1140,1321,1713,2057,18558,7034,70430,81847,101,29,77
690,99,32826,2460,5349,3317,1083,9749,1055,1140,1321,1713,2057,20387,2693,62709,72447,88,27,115
691,100,32827,6537,2699,1456,685,4840,1055,1140,1321,1713,2057,21806,494,127026,147309,107,22,365
692,101,32828,3163,14406,8213,2029,24648,1055,1140,1321,1713,2057,15243,5304,88229,102065,107,29,73
693,102,32829,3051,5232,2085,837,8155,1055,1140,1321,1713,2057,3294,1844,77490,89757,106,27,100
694,103,32830,1863510,65,76,24,165,1055,1140,1321,1713,2057,33646,1024,99078,115317,93,19,416
695,104,32831,0,88,73,19,180,1055,1140,1321,1713,2057,239,16,93589,108254,81,28,59
696,105,32832,4892,8411,5109,2020,15541,1055,1140,1321,1713,2057,36780,2021,113725,131545,109,29,63
697,106,32833,2845,2858,823,443,4124,1055,1140,1321,1713,2057,1079,922,83236,96427,108,35,106
698,107,32835,2777,7354,9290,2265,18909,1055,1140,1321,1713,2057,14799,3322,74524,86931,92,25,215
699,108,32836,8930,5304,3090,3910,12304,1055,1140,1321,1713,2057,30640,765,143698,166005,104,23,252
700,109,32837,2801,11184,8323,2671,22179,1055,1140,1321,1713,2057,26756,4135,76146,88357,107,23,50
701,110,32839,1653,6825,14630,4641,26096,1055,1140,1321,1713,2057,16568,4839,49087,57206,84,27,202
702,111,32901,1677,6349,5593,2051,13992,759,921,1134,1525,1826,29751,802,52035,57793,71,19,200
703,112,32903,3795,4594,1526,1203,7322,759,921,1134,1525,1826,3117,320,109459,121682,88,19,189
704,113,32904,2113,11254,3626,1884,16764,759,921,1134,1525,1826,18371,920,81113,90452,86,20,122
705,114,32905,1379,6828,4637,2226,13691,759,921,1134,1525,1826,18021,1298,50760,56335,73,21,175
706,115,32907,1750,13500,3039,1770,18309,759,921,1134,1525,1826,6164,1708,61913,68836,97,27,132
707,116,32908,1879,3468,1178,627,5273,759,921,1134,1525,1826,874,761,64375,71809,106,29,107
708,117,32909,1933,10346,2860,1540,14746,759,921,1134,1525,1826,4074,1100,65256,72773,98,26,128
709,118,32920,2239,2836,2653,2808,8297,759,921,1134,1525,1826,8957,242,74478,82711,66,25,5
710,119,32922,1492,3119,3358,1467,7945,759,921,1134,1525,1826,6235,616,50972,56566,80,24,394
711,120,32925,0,5,335,98,438,759,921,1134,1525,1826,4644,88,63964,71102,103,16,84
712,121,32926,1709,7335,1804,1193,10333,759,921,1134,1525,1826,5845,894,68264,76168,90,27,180
238,0,32927,1588,8709,1594,1498,11800,759,921,1134,1525,1826,2736,1183,72750,80917,98,27,116
239,1,32931,3448,4962,2325,3211,10498,759,921,1134,1525,1826,8335,404,89855,99941,74,23,210
240,2,32934,3104,6122,1612,696,8430,759,921,1134,1525,1826,8470,374,95313,106275,95,22,123
241,3,32935,1619,12244,6681,2343,21268,759,921,1134,1525,1826,17330,1433,63068,70159,80,21,166
242,4,32937,3440,8813,2894,2361,14069,759,921,1134,1525,1826,5733,793,99672,110624,88,23,86
243,5,32940,3228,15410,3444,2082,20936,759,921,1134,1525,1826,19980,1336,98429,109685,91,24,93
244,6,32948,1533,1160,563,273,1996,759,921,1134,1525,1826,1310,339,54189,64791,132,25,234
245,7,32949,3474,1000,125,165,1290,759,921,1134,1525,1826,244,126,88818,98664,91,21,23
246,8,32950,2766,1448,254,155,1857,759,921,1134,1525,1826,623,144,83574,93004,94,22,120
247,9,32951,3679,4668,849,1808,7325,759,921,1134,1525,1826,1350,382,103320,114767,84,28,101
248,10,32952,2945,6957,1566,1277,9800,759,921,1134,1525,1826,6539,657,100810,112057,94,24,201
249,11,32953,2531,7425,2779,1483,11687,759,921,1134,1525,1826,12646,947,77097,85497,89,23,180
250,12,32955,2405,12065,3761,1823,17649,759,921,1134,1525,1826,14124,1312,80677,89824,91,23,109
251,13,32958,2169,10459,2507,2376,15342,699,881,1059,1430,1673,6857,1329,64908,77674,86,22,123
252,14,32960,1834,5570,4252,2549,12371,699,881,1059,1430,1673,21106,1071,64274,76871,77,17,158
253,15,32962,1459,8101,2659,2746,13506,699,881,1059,1430,1673,3113,1185,63526,76078,86,18,107
254,16,32963,8340,7237,788,4011,12035,699,881,1059,1430,1673,5770,224,200614,239717,87,19,121
255,17,32966,2129,7640,2716,2761,13117,699,881,1059,1430,1673,8274,512,70533,84199,75,20,157
256,18,32967,2553,7312,3073,3027,13412,699,881,1059,1430,1673,4495,1290,81381,97267,94,19,171
257,19,32968,2465,4833,1016,796,6645,699,881,1059,1430,1673,2728,521,90959,108669,103,21,140
258,20,32970,855,91,22,23,136,699,881,1059,1430,1673,330,21,62177,74992,88,23,89
259,21,32976,1872,4731,618,1763,7112,759,921,1134,1525,1826,481,355,46282,51452,65,28,23
260,22,33001,3628,82,35,224,341,1301,1344,1744,2257,2996,70,2,49038,56312,66,20,264
261,23,33004,3165,4055,3813,1896,9764,1059,1198,1510,2161,2614,18468,1659,68499,78786,84,24,642
262,24,33009,3978,11987,8027,10061,30074,1059,1198,1510,2161,2614,15998,2397,60466,69926,78,27,304
263,25,33010,2485,4855,10643,591,16089,1057,1231,1551,2068,2483,11796,2404,40666,48071,108,25,400
264,26,33012,2223,12924,11070,1002,24996,1057,1231,1551,2068,2483,19465,4307,47282,56026,114,27,232
265,27,33013,2737,5790,3783,403,9976,1057,1231,1551,2068,2483,8220,1291,47857,56664,130,26,557
266,28,33014,2979,7147,6931,577,14655,1057,1231,1551,2068,2483,24226,1512,60265,71309,107,26,367
267,29,33015,2885,12917,8970,1625,23511,1057,1231,1551,2068,2483,10033,3116,65161,76931,115,31,457
268,30,33016,2644,8648,5487,515,14649,1057,1231,1551,2068,2483,24847,2143,62156,74540,119,29,321
269,31,33018,3786,12390,4199,448,17037,1057,1231,1551,2068,2483,9814,2646,81963,98938,139,30,432
270,32,33019,7303,5985,2666,5446,14096,1059,1198,1510,2161,2614,4681,700,126175,145359,87,27,204
271,33,33020,3089,8395,12010,3883,24288,1059,1198,1510,2161,2614,24995,4103,59706,68895,83,26,322
272,34,33021,3758,13812,6583,3004,23399,1059,1198,1510,2161,2614,29841,2715,82723,95733,93,25,277
273,35,33023,3055,14050,6143,1600,21793,1059,1198,1510,2161,2614,14718,4528,60562,69772,122,29,411
274,36,33024,3716,17539,7485,2085,27109,1059,1198,1510,2161,2614,18259,4921,76840,88780,110,28,218
275,37,33025,3411,17850,12634,3598,34082,1059,1198,1510,2161,2614,31435,3679,73701,85566,108,31,166
276,38,33026,3676,9589,2087,815,12491,1059,1198,1510,2161,2614,11827,1705,93406,107680,108,28,173
277,39,33027,4345,18474,4252,2755,25482,1059,1198,1510,2161,2614,20734,2513,84725,96884,111,32,126
278,40,33028,5511,6794,1929,592,9315,1059,1198,1510,2161,2614,9234,1072,124027,142936,140,33,137
279,41,33029,5672,12271,1370,882,14523,1059,1198,1510,2161,2614,8410,2202,123024,141689,148,34,109
280,42,33030,2746,4596,6264,1117,11976,1057,1231,1551,2068,2483,9794,2473,56966,67798,122,32,897
281,43,33031,4536,1636,345,210,2192,1057,1231,1551,2068,2483,1735,394,89367,105822,123,29,1173
282,44,33032,3489,9933,6621,1825,18379,1057,1231,1551,2068,2483,4551,5085,64337,76916,127,31,1057
283,45,33033,3457,9846,7755,2854,20455,1057,1231,1551,2068,2483,9008,5142,62953,74823,126,30,862
284,46,33034,1826,2799,3532,1059,7390,1057,1231,1551,2068,2483,5795,2288,49148,58318,115,31,930
285,47,33035,2627,2668,2348,1337,6353,1057,1231,1551,2068,2483,2249,850,70371,83503,109,28,1433
286,48,33036,7116,1010,535,1690,3234,1301,1344,1744,2257,2996,2767,119,128749,147473,84,21,206
287,49,33037,4930,3704,1755,5171,10629,1301,1344,1744,2257,2996,5659,595,115946,132829,87,23,182
288,50,33039,4991,72,42,9,123,1057,1231,1551,2068,2483,85,43,65514,77124,147,58,343
289,51,33040,4865,6494,7953,3779,18227,1301,1344,1744,2257,2996,20021,2151,98546,112845,93,13,412
290,52,33042,4778,2112,838,1773,4722,1301,1344,1744,2257,2996,1137,248,116161,133511,91,25,190
291,53,33043,3633,1394,612,905,2911,1301,1344,1744,2257,2996,1259,209,78781,90610,84,26,202
292,54,33050,5199,2272,1746,2905,6923,1301,1344,1744,2257,2996,4432,453,89946,103204,89,14,228
293,55,33051,5315,263,98,686,1047,1301,1344,1744,2257,2996,0,0,160460,184304,84,21,107
294,56,33054,2718,4758,4316,986,10060,1057,1231,1551,2068,2483,14751,2445,39458,46675,112,31,1989
295,57,33055,2794,9331,2557,572,12460,1057,1231,1551,2068,2483,2821,2751,53249,63017,139,32,732
296,58,33056,3040,7238,3532,662,11432,1057,1231,1551,2068,2483,8376,4237,55297,65624,125,31,747
297,59,33060,3725,7458,6488,2350,16296,1059,1198,1510,2161,2614,15471,1579,67928,78418,95,24,466
298,60,33062,5974,9913,4428,8267,22608,1059,1198,1510,2161,2614,8645,1476,102512,118283,74,23,530
299,61,33063,2644,17524,6646,3521,27692,1059,1198,1510,2161,2614,19655,2708,62755,72689,92,27,131
300,62,33064,3697,14779,7849,4335,26963,1059,1198,1510,2161,2614,27561,4252,75552,87041,102,23,279
301,63,33065,3653,11147,8287,1897,21331,1059,1198,1510,2161,2614,25155,4758,74329,85689,113,27,112
302,64,33066,2011,7209,1485,1877,10571,1059,1198,1510,2161,2614,1986,689,59876,68935,71,25,214
303,65,33067,7283,6940,2280,632,9852,1059,1198,1510,2161,2614,7594,1589,144594,166732,131,27,160
304,66,33068,2793,11014,6609,2176,19799,1059,1198,1510,2161,2614,11168,4182,58357,67356,118,28,173
305,67,33069,2509,7453,4626,4372,16452,1059,1198,1510,2161,2614,34569,2629,61010,70084,82,25,312
306,68,33070,4773,1534,801,1787,4122,1301,1344,1744,2257,2996,2468,176,113807,130619,92,23,191
307,69,33071,5232,9828,3964,958,14750,1059,1198,1510,2161,2614,12577,1860,109587,126096,122,27,123
308,70,33073,4645,8448,4258,924,13629,1059,1198,1510,2161,2614,12428,1905,91840,105762,112,26,184
309,71,33076,9159,10737,3221,961,14920,1059,1198,1510,2161,2614,6321,2212,159324,186672,138,28,190
310,72,33122,15345,507,427,46,980,1057,1231,1551,2068,2483,25830,235,103092,124865,51,25,2444
