,zipcode,property_tax,owner_occupied,renter_occupied,total_vacant,total_dwellings,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,fte_employed,unemployed,average_income,projected_income,expense_index,average_commute,crime_index
48,33036,7116,1010,535,1690,3234,1301,1344,1744,2257,2996,2767,119,128749,147473,84,21,206
49,33037,4930,3704,1755,5171,10629,1301,1344,1744,2257,2996,5659,595,115946,132829,87,23,182
50,33039,4991,72,42,9,123,1057,1231,1551,2068,2483,85,43,65514,77124,147,58,343
51,33040,4865,6494,7953,3779,18227,1301,1344,1744,2257,2996,20021,2151,98546,112845,93,13,412
52,33042,4778,2112,838,1773,4722,1301,1344,1744,2257,2996,1137,248,116161,133511,91,25,190
53,33043,3633,1394,612,905,2911,1301,1344,1744,2257,2996,1259,209,78781,90610,84,26,202
54,33050,5199,2272,1746,2905,6923,1301,1344,1744,2257,2996,4432,453,89946,103204,89,14,228
55,33051,5315,263,98,686,1047,1301,1344,1744,2257,2996,0,0,160460,184304,84,21,107
56,33054,2718,4758,4316,986,10060,1057,1231,1551,2068,2483,14751,2445,39458,46675,112,31,1989
57,33055,2794,9331,2557,572,12460,1057,1231,1551,2068,2483,2821,2751,53249,63017,139,32,732
58,33056,3040,7238,3532,662,11432,1057,1231,1551,2068,2483,8376,4237,55297,65624,125,31,747
59,33060,3725,7458,6488,2350,16296,1059,1198,1510,2161,2614,15471,1579,67928,78418,95,24,466
60,33062,5974,9913,4428,8267,22608,1059,1198,1510,2161,2614,8645,1476,102512,118283,74,23,530
61,33063,2644,17524,6646,3521,27692,1059,1198,1510,2161,2614,19655,2708,62755,72689,92,27,131
62,33064,3697,14779,7849,4335,26963,1059,1198,1510,2161,2614,27561,4252,75552,87041,102,23,279
63,33065,3653,11147,8287,1897,21331,1059,1198,1510,2161,2614,25155,4758,74329,85689,113,27,112
64,33066,2011,7209,1485,1877,10571,1059,1198,1510,2161,2614,1986,689,59876,68935,71,25,214
65,33067,7283,6940,2280,632,9852,1059,1198,1510,2161,2614,7594,1589,144594,166732,131,27,160
66,33068,2793,11014,6609,2176,19799,1059,1198,1510,2161,2614,11168,4182,58357,67356,118,28,173
67,33069,2509,7453,4626,4372,16452,1059,1198,1510,2161,2614,34569,2629,61010,70084,82,25,312
68,33070,4773,1534,801,1787,4122,1301,1344,1744,2257,2996,2468,176,113807,130619,92,23,191
69,33071,5232,9828,3964,958,14750,1059,1198,1510,2161,2614,12577,1860,109587,126096,122,27,123
70,33073,4645,8448,4258,924,13629,1059,1198,1510,2161,2614,12428,1905,91840,105762,112,26,184
71,33076,9159,10737,3221,961,14920,1059,1198,1510,2161,2614,6321,2212,159324,186672,138,28,190
72,33122,15345,507,427,46,980,1057,1231,1551,2068,2483,25830,235,103092,124865,51,25,2444
73,33125,2942,6377,13535,1763,21675,1057,1231,1551,2068,2483,12338,2039,40934,48541,102,27,1219
74,33126,2420,6804,10139,1319,18262,1057,1231,1551,2068,2483,43252,2797,50642,61008,103,26,929
75,33127,2874,3274,6487,1313,11074,1057,1231,1551,2068,2483,11139,3155,45899,54923,107,32,1565
76,33128,2427,459,2791,281,3531,1057,1231,1551,2068,2483,6645,558,37316,44349,82,37,1637
77,33129,6721,3706,3376,1663,8745,1057,1231,1551,2068,2483,3238,694,131058,155930,92,20,1153
78,33130,6044,4909,13361,3988,22258,1057,1231,1551,2068,2483,19853,1811,78516,95574,79,33,1605
79,33131,8057,5681,8190,7076,20947,1057,1231,1551,2068,2483,42222,834,137140,163316,74,18,490
80,33132,7476,3480,5888,3108,12477,1057,1231,1551,2068,2483,36437,468,131053,155416,63,21,821
81,33133,9094,7627,6782,2598,17008,1057,1231,1551,2068,2483,14941,1839,141402,167690,97,23,1660
82,33134,6973,8458,7469,1894,17821,1057,1231,1551,2068,2483,35365,1458,106271,125547,99,22,983
83,33135,3139,3332,11011,1072,15415,1057,1231,1551,2068,2483,7426,2625,41785,49471,94,29,1555
84,33136,2735,1387,4765,1177,7330,1057,1231,1551,2068,2483,25904,1398,50963,62161,82,29,1826
85,33137,7536,4662,8138,2716,15516,1057,1231,1551,2068,2483,14033,1908,95898,113876,83,28,921
86,33139,7417,7947,14483,9354,31784,1057,1231,1551,2068,2483,39919,1578,116463,138014,66,22,777
87,33140,8544,5863,4591,6865,17318,1057,1231,1551,2068,2483,14455,633,163134,195799,94,22,1101
88,33141,5570,5998,11367,4957,22322,1057,1231,1551,2068,2483,6582,1713,76279,90289,82,29,756
89,33142,2115,6791,12368,2145,21305,1057,1231,1551,2068,2483,31256,5438,37394,44332,105,30,1638
90,33144,3768,5173,3845,352,9370,1057,1231,1551,2068,2483,10864,1664,63546,75239,117,26,1204
91,33145,4419,5446,5813,1028,12287,1057,1231,1551,2068,2483,7334,1544,77268,91764,105,25,1810
92,33146,11423,3553,1501,688,5743,1057,1231,1551,2068,2483,11985,545,201719,238638,118,20,767
93,33147,2153,8049,7411,1609,17069,1057,1231,1551,2068,2483,9321,4669,43848,51865,118,31,1939
94,33149,15777,3322,1599,2199,7120,1057,1231,1551,2068,2483,4643,481,239170,285708,130,22,137
95,33150,3000,4032,5446,1062,10540,1057,1231,1551,2068,2483,5541,4053,45924,54164,110,32,1189
96,33154,16001,4229,2573,3318,10120,1057,1231,1551,2068,2483,7219,811,142014,168741,93,27,338
97,33157,4087,14706,6843,1599,23148,1057,1231,1551,2068,2483,22811,4448,89659,105573,121,32,571
98,33158,9097,1923,240,121,2283,1057,1231,1551,2068,2483,1527,171,232811,275750,141,30,422
99,33160,7656,14175,11224,16360,41759,1057,1231,1551,2068,2483,17212,2166,105469,124766,79,30,348
100,33161,2775,8040,9388,2016,19443,1057,1231,1551,2068,2483,14670,4511,55553,65881,114,31,686
101,33162,2368,7606,5237,1601,14444,1057,1231,1551,2068,2483,17655,3782,59179,70085,124,29,865
102,33165,3804,12338,5043,530,17911,1057,1231,1551,2068,2483,14774,1963,73190,86826,128,29,1223
103,33166,4814,5203,4224,1224,10650,1057,1231,1551,2068,2483,64196,1588,85148,101342,95,22,414
104,33167,2313,3549,2582,541,6672,1057,1231,1551,2068,2483,4473,1511,50389,59603,123,32,1134
105,33168,2453,5159,1588,451,7197,1057,1231,1551,2068,2483,7294,2708,59140,70117,145,32,2063
106,33169,3210,7888,5599,1187,14674,1057,1231,1551,2068,2483,29389,3685,57953,68747,116,30,882
107,33170,3537,2335,1671,405,4410,1057,1231,1551,2068,2483,4063,1025,57999,68788,126,30,1510
108,33172,2203,8428,6964,1511,16904,1057,1231,1551,2068,2483,56015,1923,64223,80302,110,26,547
109,33173,3999,8259,3605,771,12634,1057,1231,1551,2068,2483,10229,964,90633,107346,115,31,387
110,33174,2916,6024,4457,407,10888,1057,1231,1551,2068,2483,8545,1779,62741,74198,113,28,287
111,33175,3702,12960,3237,467,16664,1057,1231,1551,2068,2483,10897,2369,78734,93292,134,34,572
112,33176,4246,13462,5214,1210,19886,1057,1231,1551,2068,2483,29139,2574,113539,134437,117,30,517
113,33177,3182,11920,3780,802,16502,1057,1231,1551,2068,2483,5448,2765,71661,85036,137,35,307
114,33179,2428,12077,5569,2109,19755,1057,1231,1551,2068,2483,12024,3374,68685,80997,98,29,424
115,33180,5277,9667,5335,6725,21727,1057,1231,1551,2068,2483,25002,1668,118074,139761,92,27,411
