,name,B19013001
806,34116,52131.0
807,34117,77035.0
808,34119,92266.0
809,34120,83398.0
810,34134,91019.0
811,34135,66616.0
814,34139,61250.0
815,34140,30489.0
817,34142,35172.0
818,34145,86215.0
819,34201,95164.0
820,34202,102703.0
821,34203,54558.0
822,34205,42816.0
823,34207,39812.0
824,34208,48664.0
825,34209,60037.0
826,34210,49662.0
827,34211,109194.0
828,34212,96307.0
829,34215,48015.0
830,34216,74000.0
831,34217,68029.0
832,34219,83831.0
833,34221,57983.0
834,34222,54718.0
835,34223,54586.0
836,34224,45210.0
837,34228,114762.0
838,34229,87039.0
839,34231,53332.0
840,34232,67146.0
841,34233,65738.0
842,34234,38243.0
843,34235,58740.0
844,34236,69331.0
845,34237,47756.0
846,34238,76465.0
847,34239,60733.0
848,34240,92000.0
849,34241,83316.0
850,34242,111190.0
851,34243,64847.0
852,34251,72500.0
853,34266,34078.0
855,34269,43393.0
856,34275,65713.0
857,34285,54890.0
858,34286,63743.0
859,34287,51017.0
860,34288,62469.0
861,34289,59471.0
862,34291,63287.0
863,34292,65991.0
864,34293,63063.0
865,34420,46435.0
866,34428,42096.0
867,34429,44958.0
868,34431,39812.0
869,34432,44577.0
870,34433,53989.0
871,34434,46250.0
872,34436,36875.0
873,34442,50009.0
875,34446,48084.0
876,34448,44717.0
877,34449,28333.0
878,34450,38406.0
879,34452,44789.0
880,34453,39055.0
881,34461,46939.0
882,34465,40101.0
883,34470,39101.0
884,34471,50405.0
885,34472,44925.0
886,34473,56113.0
887,34474,44639.0
888,34475,25893.0
889,34476,52888.0
890,34479,46354.0
891,34480,55431.0
892,34481,44754.0
893,34482,44282.0
894,34484,47195.0
895,34488,38429.0
896,34491,45945.0
897,34498,41094.0
898,34601,38389.0
899,34602,55915.0
900,34604,60278.0
901,34606,42769.0
902,34607,48779.0
903,34608,49529.0
904,34609,57257.0
905,34610,54469.0
906,34613,44375.0
907,34614,57451.0
908,34637,81981.0
909,34638,91543.0
910,34639,88694.0
911,34652,39309.0
912,34653,41145.0
913,34654,48000.0
914,34655,65239.0
916,34667,43958.0
917,34668,38087.0
918,34669,49196.0
919,34677,63385.0
921,34681,55198.0
922,34683,66513.0
923,34684,54340.0
924,34685,82782.0
925,34688,84338.0
926,34689,48890.0
927,34690,37081.0
928,34691,39619.0
929,34695,76988.0
930,34698,49541.0
931,34705,59000.0
932,34711,72159.0
933,34714,53472.0
934,34715,68504.0
935,34731,49824.0
936,34734,67356.0
937,34736,62258.0
938,34737,75341.0
940,34741,38071.0
941,34743,47909.0
942,34744,52191.0
943,34746,56160.0
944,34747,66747.0
945,34748,45059.0
946,34753,42956.0
947,34756,75071.0
948,34758,53510.0
949,34759,50748.0
950,34760,64018.0
951,34761,68152.0
952,34762,61083.0
953,34769,46033.0
954,34771,76624.0
955,34772,68343.0
956,34773,63515.0
957,34785,61341.0
958,34786,105075.0
959,34787,81711.0
960,34788,44404.0
961,34797,77167.0
962,34945,50880.0
963,34946,39361.0
964,34947,34055.0
965,34949,64736.0
966,34950,30150.0
967,34951,43850.0
968,34952,47770.0
969,34953,62696.0
970,34956,39661.0
971,34957,55206.0
972,34972,39875.0
973,34974,42500.0
974,34981,51159.0
975,34982,40436.0
976,34983,54579.0
977,34984,69556.0
978,34986,62719.0
979,34987,72007.0
980,34990,86444.0
981,34994,48085.0
982,34996,69227.0
983,34997,58789.0
