geoid,name,B19013001,"B19013001, Error"
86000US34449,"34449",28333,4852
86000US34450,"34450",38406,3007
86000US34452,"34452",44789,6078
86000US34453,"34453",39055,5315
86000US34461,"34461",46939,7361
86000US34465,"34465",40101,4683
86000US34470,"34470",39101,3806
86000US34471,"34471",50405,5908
86000US34472,"34472",44925,2612
86000US34473,"34473",56113,6792
86000US34474,"34474",44639,6191
86000US34475,"34475",25893,7012
86000US34476,"34476",52888,3058
86000US34479,"34479",46354,10527
86000US34480,"34480",55431,4591
86000US34481,"34481",44754,2610
86000US34482,"34482",44282,6663
86000US34484,"34484",47195,8566
86000US34488,"34488",38429,6780
86000US34491,"34491",45945,1879
86000US34498,"34498",41094,13911
86000US34601,"34601",38389,2937
86000US34602,"34602",55915,3995
86000US34604,"34604",60278,7302
86000US34606,"34606",42769,2523
86000US34607,"34607",48779,6192
86000US34608,"34608",49529,3032
86000US34609,"34609",57257,2924
86000US34610,"34610",54469,3449
86000US34613,"34613",44375,3634
86000US34614,"34614",57451,6572
86000US34637,"34637",81981,9940
86000US34638,"34638",91543,9224
86000US34639,"34639",88694,3635
86000US34652,"34652",39309,2463
86000US34653,"34653",41145,2169
86000US34654,"34654",48000,3157
86000US34655,"34655",65239,3178
86000US34661,"34661",,
86000US34667,"34667",43958,1550
86000US34668,"34668",38087,1743
86000US34669,"34669",49196,2993
86000US34677,"34677",63385,4337
86000US34679,"34679",,
86000US34681,"34681",55198,28715
86000US34683,"34683",66513,4436
86000US34684,"34684",54340,2337
86000US34685,"34685",82782,6526
86000US34688,"34688",84338,11494
86000US34689,"34689",48890,3753
86000US34690,"34690",37081,2883
86000US34691,"34691",39619,1872
86000US34695,"34695",76988,7264
86000US34698,"34698",49541,2868
86000US34705,"34705",59000,11194
86000US34711,"34711",72159,4261
86000US34714,"34714",53472,4463
86000US34715,"34715",68504,6677
86000US34731,"34731",49824,5272
86000US34734,"34734",67356,19966
86000US34736,"34736",62258,5779
86000US34737,"34737",75341,11608
86000US34739,"34739",,
86000US34741,"34741",38071,2113
86000US34743,"34743",47909,5082
86000US34744,"34744",52191,3794
86000US34746,"34746",56160,3730
86000US34747,"34747",66747,8083
86000US34748,"34748",45059,2688
86000US34753,"34753",42956,6960
86000US34756,"34756",75071,8086
86000US34758,"34758",53510,5531
86000US34759,"34759",50748,4810
86000US34760,"34760",64018,23635
86000US34761,"34761",68152,4376
86000US34762,"34762",61083,45743
86000US34769,"34769",46033,4058
86000US34771,"34771",76624,5255
86000US34772,"34772",68343,5656
86000US34773,"34773",63515,11700
86000US34785,"34785",61341,3359
86000US34786,"34786",105075,6509
86000US34787,"34787",81711,7976
86000US34788,"34788",44404,2849
86000US34797,"34797",77167,10303
86000US34945,"34945",50880,11172
86000US34946,"34946",39361,5374
86000US34947,"34947",34055,6153
86000US34949,"34949",64736,8708
86000US34950,"34950",30150,3713
86000US34951,"34951",43850,4536
86000US34952,"34952",47770,2202
86000US34953,"34953",62696,2878
86000US34956,"34956",39661,5798
86000US34957,"34957",55206,4408
86000US34972,"34972",39875,4408
86000US34974,"34974",42500,3922
86000US34981,"34981",51159,20983
86000US34982,"34982",40436,3139
86000US34983,"34983",54579,3016
86000US34984,"34984",69556,3639
86000US34986,"34986",62719,5100
86000US34987,"34987",72007,9593
86000US34990,"34990",86444,5776
86000US34994,"34994",48085,5385
86000US34996,"34996",69227,5200
86000US34997,"34997",58789,2642
