,Zip_Code,Date_Code,Testing_Total_Sales,Testing_FHA_Count,Testing_Sale_Price,Total_Sales_Prediction,FHA_Count_Prediction,Sale_Price_Prediction,Total_ Sales_RMSLE,FHA_Count_RMSLE,Sale_Price_RMSLE
702,32686,202102.0,3.0,0.0,245000.0,5.3409218119941215,0.9117545240503659,168505.5048705116,0.7928953809080438,0.5648076691284393,0.7046018321476885
703,32686,202103.0,1.0,2.0,299900.0,5.760293913423425,0.7879824182109587,254565.7917714119,0.7928953809080438,0.5648076691284393,0.7046018321476885
704,32686,202104.0,0.0,0.0,0.0,5.631334468683917,0.8552322090047255,221190.4908213839,,,
705,32693,202101.0,16.0,1.0,127500.0,10.641469048012823,4.96392947428194,105670.18526401417,0.4345063034492893,0.6325369857719304,0.3853966197823992
706,32693,202102.0,19.0,4.0,90000.0,9.712257844078977,4.153786466657493,109482.16018704744,0.4345063034492893,0.6325369857719304,0.3853966197823992
707,32693,202103.0,8.0,4.0,203850.0,9.799202673231775,4.390501667734952,110777.10464320192,0.4345063034492893,0.6325369857719304,0.3853966197823992
708,32693,202104.0,0.0,0.0,0.0,9.64667987717894,4.430426070388421,111072.68750579935,,,
709,32696,202101.0,16.0,1.0,152500.0,13.334599093205156,4.219809375099928,148519.72177171707,0.9069195355244055,0.7265967744288342,0.12312299275941754
710,32696,202102.0,7.0,1.0,150000.0,12.045457258340662,3.516267930474747,121700.10491281003,0.9069195355244055,0.7265967744288342,0.12312299275941754
711,32696,202103.0,2.0,3.0,125750.0,12.218511924671589,2.9661108518513117,129924.48213743418,0.9069195355244055,0.7265967744288342,0.12312299275941754
712,32696,202104.0,0.0,0.0,0.0,12.402431199060743,3.1797538982510787,132065.01860057563,,,
713,32701,202101.0,67.0,1.0,129000.0,40.01633719816482,3.745976699713765,190291.93777722865,0.298358738351183,0.5540577157237229,0.24856785475331009
714,32701,202102.0,44.0,3.0,209000.0,43.35534031615225,3.9955932314589973,173696.94828160852,0.298358738351183,0.5540577157237229,0.24856785475331009
715,32701,202103.0,47.0,6.0,179000.0,42.163901371721295,3.91682044234949,178700.2592242472,0.298358738351183,0.5540577157237229,0.24856785475331009
716,32701,202104.0,0.0,0.0,0.0,42.456789000737444,3.9429107696573737,177246.00723127648,,,
717,32702,202102.0,2.0,5.0,493750.0,5.942612994321735,1.5737854669673652,77984.42037518322,0.6103880208737249,0.8497557308479684,1.3739099481202193
718,32702,202103.0,4.0,0.0,73150.0,5.123950182664885,1.346949519384907,134324.92609158903,0.6103880208737249,0.8497557308479684,1.3739099481202193
719,32702,202104.0,0.0,0.0,0.0,5.754977842630524,1.4810565642933398,123542.87107101828,,,
720,32703,202101.0,64.0,28.0,270000.0,107.51755518610298,30.57840597181712,251576.8046412319,0.4870872817847746,0.41121017289967116,0.05748395148313278
721,32703,202102.0,68.0,13.0,238750.0,93.8136838284845,26.91094830480324,255132.53609539568,0.4870872817847746,0.41121017289967116,0.05748395148313278
722,32703,202103.0,52.0,33.0,256500.0,94.60968952345866,28.12243560382376,250749.83447013795,0.4870872817847746,0.41121017289967116,0.05748395148313278
723,32703,202104.0,0.0,0.0,0.0,91.56363851691276,27.708597921375258,250576.76972516626,,,
724,32707,202101.0,64.0,13.0,269500.0,67.68781255770523,16.007151883582992,233492.88509406522,0.1768758135439414,0.23955743758577824,0.15749334063146297
725,32707,202102.0,63.0,12.0,272000.0,65.45462268779556,15.246750535923638,232513.26391090453,0.1768758135439414,0.23955743758577824,0.15749334063146297
726,32707,202103.0,48.0,11.0,276000.0,65.07612527791161,15.050923919312481,232618.58578485623,0.1768758135439414,0.23955743758577824,0.15749334063146297
727,32707,202104.0,0.0,0.0,0.0,65.0553583094661,15.020579968093443,232857.09521668777,,,
728,32708,202101.0,69.0,11.0,280000.0,79.2385620506684,12.222142929589069,293662.40261276066,0.12503981838870282,0.10456372998578145,0.09540352927009185
729,32708,202102.0,91.0,11.0,304900.0,79.16999642021256,12.286877468898126,290463.7716361955,0.12503981838870282,0.10456372998578145,0.09540352927009185
730,32708,202103.0,72.0,14.0,337500.0,79.4011611051319,12.38264665021157,290311.90873942524,0.12503981838870282,0.10456372998578145,0.09540352927009185
731,32708,202104.0,0.0,0.0,0.0,79.49329442873022,12.435638651337172,290429.9018339366,,,
732,32709,202103.0,2.0,0.0,264950.0,2.045812685835017,0.09982279601976529,229106.88637998875,0.015155468784284531,0.09514907229972165,0.14535189105315283
733,32709,202104.0,0.0,0.0,0.0,2.6264489506240807,0.4828842427027382,187200.69404085667,,,
734,32712,202101.0,62.0,23.0,303000.0,89.19027382743616,22.425403540075422,288803.91184749454,0.3509175726727378,0.11086042161251827,0.08101049730387104
735,32712,202102.0,65.0,18.0,294000.0,84.37832975799665,21.2900852539251,285056.49349214137,0.3509175726727378,0.11086042161251827,0.08101049730387104
736,32712,202103.0,54.0,23.0,325000.0,82.51098156901844,20.633380646065234,285899.50512678176,0.3509175726727378,0.11086042161251827,0.08101049730387104
737,32712,202104.0,0.0,0.0,0.0,82.00934774287225,20.587469782475637,286626.0888481587,,,
738,32713,202101.0,35.0,12.0,289900.0,59.85381722303464,15.962647604818471,257892.47510272264,0.40656396662425054,0.3347042738551809,0.12114268308056578
739,32713,202102.0,45.0,10.0,285000.0,58.415537896582464,17.311523772890837,244754.80462780595,0.40656396662425054,0.3347042738551809,0.12114268308056578
740,32713,202103.0,38.0,18.0,227500.0,56.80200601061006,16.63449744695947,247595.3863226846,0.40656396662425054,0.3347042738551809,0.12114268308056578
741,32713,202104.0,0.0,0.0,0.0,56.68772610613814,16.571284909271867,247403.4689906165,,,
742,32714,202101.0,74.0,6.0,205000.0,60.125605277919476,7.715175336883533,177832.49847404286,0.3531806462595351,0.19154331340571248,0.10036234844260847
743,32714,202102.0,63.0,9.0,175000.0,63.149362585190374,8.877472757773916,179492.62125051022,0.3531806462595351,0.19154331340571248,0.10036234844260847
744,32714,202103.0,35.0,7.0,162500.0,63.07319996895649,9.259551996197786,179010.63591596484,0.3531806462595351,0.19154331340571248,0.10036234844260847
745,32714,202104.0,0.0,0.0,0.0,62.48580041527339,9.225838689534072,178286.77472306788,,,
746,32720,202101.0,48.0,10.0,212000.0,65.67062776840203,13.49186375208069,205007.36572804302,0.24777700488278095,0.2686734283389013,0.026994299197900976
747,32720,202102.0,70.0,12.0,211500.0,64.4824543220202,12.345854155884581,208874.13687656075,0.24777700488278095,0.2686734283389013,0.026994299197900976
748,32720,202103.0,48.0,19.0,202000.0,64.33847693320422,12.759819692386145,208169.35613585263,0.24777700488278095,0.2686734283389013,0.026994299197900976
749,32720,202104.0,0.0,0.0,0.0,64.33919354881345,12.628256438893459,208865.6773390472,,,
750,32724,202101.0,68.0,25.0,216780.0,79.81227822749679,23.433001804465675,217995.55907084048,0.1758429507320064,0.1461705403774258,0.11190605777218494
751,32724,202102.0,71.0,19.0,257000.0,79.28501858458549,24.36565040613459,221011.91211184114,0.1758429507320064,0.1461705403774258,0.11190605777218494
752,32724,202103.0,63.0,26.0,249900.0,80.07499859882228,24.3963286655071,221293.62311790884,0.1758429507320064,0.1461705403774258,0.11190605777218494
753,32724,202104.0,0.0,0.0,0.0,80.26652963197012,24.584962142191216,221824.5866043344,,,
754,32725,202101.0,105.0,44.0,215000.0,112.46988136623804,49.17504920274314,192851.03252727166,0.29193254786757455,0.15814342570848386,0.08640387017654974
755,32725,202102.0,79.0,43.0,200000.0,114.99617290475726,44.056836072651095,194682.38268724084,0.29193254786757455,0.15814342570848386,0.08640387017654974
756,32725,202103.0,80.0,35.0,215000.0,112.36425181404593,45.23555971208407,194685.69473712146,0.29193254786757455,0.15814342570848386,0.08640387017654974
757,32725,202104.0,0.0,0.0,0.0,112.68408685251597,44.498438460323996,195435.65598111972,,,
758,32726,202101.0,47.0,8.0,179000.0,42.96486815365279,7.55552465166511,180076.48796050996,0.09085724120149502,0.3480577929908229,0.05395848059426042
759,32726,202102.0,36.0,9.0,213500.0,39.57510899448971,8.29156445384433,196005.8999364674,0.09085724120149502,0.3480577929908229,0.05395848059426042
760,32726,202103.0,44.0,4.0,198000.0,40.0262996813417,8.076146377207806,190754.46735543758,0.09085724120149502,0.3480577929908229,0.05395848059426042
761,32726,202104.0,0.0,0.0,0.0,39.57024357447153,8.007528897122938,192417.0308741629,,,
762,32730,202101.0,9.0,2.0,230000.0,9.14682943619755,1.3683730307820952,208085.6896069683,0.5653710914260213,0.5595729780284343,0.11820753168298352
763,32730,202102.0,6.0,0.0,235000.0,10.882697041390657,1.4994246863640228,205835.7322738953,0.5653710914260213,0.5595729780284343,0.11820753168298352
764,32730,202103.0,4.0,1.0,234750.0,10.396068457695037,1.4685858624196726,208260.657818906,0.5653710914260213,0.5595729780284343,0.11820753168298352
765,32730,202104.0,0.0,0.0,0.0,10.473996381987035,1.466673099596676,207069.592714224,,,
766,32732,202101.0,12.0,2.0,210000.0,10.038311565976073,0.36887795726670447,305123.31171835214,0.6826859443503818,0.5326881339852294,0.8643873511449709
767,32732,202102.0,3.0,0.0,137000.0,10.460743950697633,0.3992216898955121,316891.3453998789,0.6826859443503818,0.5326881339852294,0.8643873511449709
768,32732,202103.0,6.0,0.0,97500.0,10.694534427024792,0.41967616768101834,318152.04931913316,0.6826859443503818,0.5326881339852294,0.8643873511449709
769,32732,202104.0,0.0,0.0,0.0,10.743726692241125,0.42185148852490784,319819.1616271809,,,
770,32735,202101.0,6.0,11.0,242300.0,4.939435934934409,5.8022306815621505,202180.72075901926,0.22008208657847259,0.46160845246624516,0.15736947683402244
771,32735,202102.0,9.0,5.0,250000.0,7.594530751516231,5.187948745089329,215546.88740690053,0.22008208657847259,0.46160845246624516,0.15736947683402244
772,32735,202103.0,5.0,3.0,240000.0,7.170976996445916,6.018072279842613,208689.14397148788,0.22008208657847259,0.46160845246624516,0.15736947683402244
773,32735,202104.0,0.0,0.0,0.0,7.077343762514829,5.463718387821814,209907.9045330435,,,
774,32736,202101.0,13.0,2.0,262000.0,23.034189636321116,4.132251520830096,293438.13869678974,0.32217484846510686,0.44132526084027685,0.09350200163991433
775,32736,202102.0,18.0,2.0,282500.0,20.24742995159636,3.541568869104367,310531.42433050275,0.32217484846510686,0.44132526084027685,0.09350200163991433
776,32736,202103.0,22.0,2.0,299000.0,20.17465674955224,3.266699087807865,319591.8264800608,0.32217484846510686,0.44132526084027685,0.09350200163991433
777,32736,202104.0,0.0,0.0,0.0,20.441180646574594,3.2626677848602412,320582.76431812346,,,
778,32738,202101.0,81.0,55.0,209000.0,88.75853501295933,62.19322600690066,195868.98543358967,0.1994273873835283,0.13030092379939556,0.11012902089716592
779,32738,202102.0,82.0,44.0,205000.0,95.30631181910576,52.58323278399621,195259.76859427989,0.1994273873835283,0.13030092379939556,0.11012902089716592
