,zipcode,year,month,total_sales,avg_sale_price,med_sale_price,mortgage_rate
0,32927,2019,1,36,145583.0,155500.0,4.4639999999999995
1,32931,2019,1,18,301744.0,302500.0,4.4639999999999995
2,32934,2019,1,20,244859.0,223500.0,4.4639999999999995
3,32935,2019,1,53,159411.0,151900.0,4.4639999999999995
4,32937,2019,1,55,353242.0,280000.0,4.4639999999999995
5,32940,2019,1,73,297000.0,255000.0,4.4639999999999995
6,32948,2019,1,4,66000.0,57500.0,4.4639999999999995
7,32949,2019,1,6,296933.0,350000.0,4.4639999999999995
8,32950,2019,1,5,238400.0,195000.0,4.4639999999999995
9,32951,2019,1,26,327728.0,332500.0,4.4639999999999995
10,32952,2019,1,33,308384.0,238000.0,4.4639999999999995
11,32953,2019,1,39,313785.0,294514.0,4.4639999999999995
12,32955,2019,1,59,261877.0,215000.0,4.4639999999999995
13,32958,2019,1,54,172501.0,165000.0,4.4639999999999995
14,32960,2019,1,36,158461.0,149500.0,4.4639999999999995
15,32962,2019,1,54,126417.0,132250.0,4.4639999999999995
16,32963,2019,1,42,930986.0,585000.0,4.4639999999999995
17,32966,2019,1,23,190013.0,189000.0,4.4639999999999995
18,32967,2019,1,34,267740.0,243500.0,4.4639999999999995
19,32968,2019,1,25,218684.0,178000.0,4.4639999999999995
20,32976,2019,1,34,98265.0,99950.0,4.4639999999999995
21,33001,2019,1,1,510000.0,510000.0,4.4639999999999995
22,33004,2019,1,23,235796.0,206000.0,4.4639999999999995
23,33009,2019,1,111,260852.0,180000.0,4.4639999999999995
24,33010,2019,1,7,305457.0,232200.0,4.4639999999999995
25,33012,2019,1,44,198682.0,160000.0,4.4639999999999995
26,33013,2019,1,13,250592.0,282700.0,4.4639999999999995
27,33014,2019,1,25,210504.0,190000.0,4.4639999999999995
28,33015,2019,1,61,223297.0,191000.0,4.4639999999999995
29,33016,2019,1,35,177023.0,153000.0,4.4639999999999995
30,33018,2019,1,36,329150.0,302500.0,4.4639999999999995
31,33019,2019,1,36,458357.0,327500.0,4.4639999999999995
32,33020,2019,1,48,357217.0,249000.0,4.4639999999999995
33,33021,2019,1,70,206354.0,154100.0,4.4639999999999995
34,33023,2019,1,70,198336.0,191300.0,4.4639999999999995
35,33024,2019,1,65,257191.0,267000.0,4.4639999999999995
36,33025,2019,1,91,230640.0,215000.0,4.4639999999999995
37,33026,2019,1,41,277381.0,240000.0,4.4639999999999995
38,33027,2019,1,93,255857.0,218600.0,4.4639999999999995
39,33028,2019,1,17,369006.0,345000.0,4.4639999999999995
40,33029,2019,1,55,403514.0,383000.0,4.4639999999999995
41,33030,2019,1,34,246926.0,226500.0,4.4639999999999995
42,33031,2019,1,4,429875.0,426000.0,4.4639999999999995
43,33032,2019,1,51,264220.0,245000.0,4.4639999999999995
44,33033,2019,1,76,216450.0,223100.0,4.4639999999999995
45,33034,2019,1,14,163600.0,154650.0,4.4639999999999995
46,33035,2019,1,32,173600.0,150250.0,4.4639999999999995
47,33036,2019,1,9,549322.0,545900.0,4.4639999999999995
48,33037,2019,1,37,1025219.0,545000.0,4.4639999999999995
49,33040,2019,1,55,707622.0,539000.0,4.4639999999999995
50,33042,2019,1,20,525525.0,445000.0,4.4639999999999995
51,33043,2019,1,14,251384.0,216000.0,4.4639999999999995
52,33050,2019,1,19,567559.0,545000.0,4.4639999999999995
53,33051,2019,1,3,414333.0,210000.0,4.4639999999999995
54,33054,2019,1,25,179796.0,180000.0,4.4639999999999995
55,33055,2019,1,44,206395.0,219000.0,4.4639999999999995
56,33056,2019,1,39,213162.0,225000.0,4.4639999999999995
57,33060,2019,1,33,284903.0,202000.0,4.4639999999999995
58,33062,2019,1,64,339442.0,292500.0,4.4639999999999995
59,33063,2019,1,90,179855.0,153000.0,4.4639999999999995
60,33064,2019,1,88,256266.0,175750.0,4.4639999999999995
