,zipcode,year,month,total_sales,avg_sale_price,med_sale_price,mortgage_rate
0,32605,2021,1,36,222715.0,197000.0,2.735
1,32606,2021,1,26,330807.0,286250.0,2.735
2,32607,2021,1,22,255164.0,203900.0,2.735
3,32608,2021,1,57,226101.0,165500.0,2.735
4,32609,2021,1,17,126247.0,120000.0,2.735
5,32615,2021,1,19,252455.0,203000.0,2.735
6,32616,2021,1,4,168500.0,166000.0,2.735
7,32617,2021,1,3,88952.0,61857.0,2.735
8,32618,2021,1,9,246310.0,255000.0,2.735
9,32619,2021,1,7,124471.0,42300.0,2.735
10,32621,2021,1,6,86150.0,78500.0,2.735
11,32622,2021,1,2,139225.0,139225.0,2.735
12,32625,2021,1,4,189900.0,182800.0,2.735
13,32626,2021,1,7,125200.0,125000.0,2.735
14,32628,2021,1,3,110667.0,90000.0,2.735
15,32640,2021,1,11,126682.0,113500.0,2.735
16,32641,2021,1,13,118227.0,127700.0,2.735
17,32643,2021,1,21,248843.0,162500.0,2.735
18,32648,2021,1,2,142000.0,142000.0,2.735
19,32653,2021,1,18,185108.0,196450.0,2.735
20,32656,2021,1,16,170131.0,169500.0,2.735
21,32658,2021,1,1,175000.0,175000.0,2.735
22,32666,2021,1,6,309833.0,307500.0,2.735
23,32667,2021,1,4,214625.0,171750.0,2.735
24,32668,2021,1,8,248438.0,157950.0,2.735
25,32669,2021,1,26,281538.0,226500.0,2.735
26,32686,2021,1,4,217100.0,115000.0,2.735
27,32693,2021,1,16,134609.0,127500.0,2.735
28,32701,2021,1,67,164216.0,129000.0,2.735
29,32702,2021,1,7,178100.0,180000.0,2.735
30,32703,2021,1,64,287839.0,270000.0,2.735
31,32707,2021,1,64,256919.0,269500.0,2.735
32,32708,2021,1,69,305386.0,280000.0,2.735
33,32709,2021,1,6,138683.0,112450.0,2.735
34,32712,2021,1,62,293157.0,303000.0,2.735
35,32713,2021,1,35,306994.0,289900.0,2.735
36,32714,2021,1,74,218785.0,205000.0,2.735
37,32720,2021,1,48,227953.0,212000.0,2.735
38,32724,2021,1,68,222498.0,216780.0,2.735
39,32725,2021,1,105,202295.0,215000.0,2.735
40,32726,2021,1,47,194703.0,179000.0,2.735
41,32730,2021,1,9,196044.0,230000.0,2.735
42,32732,2021,1,12,256159.0,210000.0,2.735
43,32735,2021,1,6,247850.0,242300.0,2.735
44,32736,2021,1,13,298866.0,262000.0,2.735
45,32738,2021,1,81,205238.0,209000.0,2.735
46,32744,2021,1,7,243937.0,195000.0,2.735
47,32746,2021,1,67,361448.0,318900.0,2.735
48,32750,2021,1,37,278039.0,255100.0,2.735
49,32751,2021,1,31,329310.0,287500.0,2.735
50,32754,2021,1,16,137316.0,119500.0,2.735
51,32757,2021,1,52,302141.0,239500.0,2.735
52,32759,2021,1,7,214414.0,239900.0,2.735
53,32763,2021,1,38,196553.0,184000.0,2.735
54,32764,2021,1,7,282729.0,300000.0,2.735
55,32765,2021,1,67,351907.0,327000.0,2.735
56,32766,2021,1,24,408892.0,402250.0,2.735
57,32767,2021,1,2,45715.0,45715.0,2.735
58,32771,2021,1,68,286778.0,237500.0,2.735
59,32773,2021,1,39,188018.0,207000.0,2.735
