,zipcode,year,month,total_sales,avg_sale_price,med_sale_price,mortgage_rate
0,32003,2021,1,39,326382.0,299900.0,2.735
1,32008,2021,1,6,149000.0,132000.0,2.735
2,32009,2021,1,4,258750.0,235000.0,2.735
3,32011,2021,1,28,214173.0,220450.0,2.735
4,32024,2021,1,35,176289.0,148000.0,2.735
5,32025,2021,1,20,132080.0,122500.0,2.735
6,32033,2021,1,4,362950.0,338950.0,2.735
7,32034,2021,1,122,452653.0,382750.0,2.735
8,32038,2021,1,13,151300.0,125000.0,2.735
9,32040,2021,1,4,210350.0,168250.0,2.735
10,32043,2021,1,43,265709.0,230000.0,2.735
11,32044,2021,1,5,366980.0,299000.0,2.735
12,32046,2021,1,7,170714.0,165000.0,2.735
13,32052,2021,1,4,118150.0,123950.0,2.735
14,32053,2021,1,1,47000.0,47000.0,2.735
15,32054,2021,1,7,109471.0,125000.0,2.735
16,32055,2021,1,20,168920.0,145000.0,2.735
17,32058,2021,1,1,152900.0,152900.0,2.735
18,32060,2021,1,11,91827.0,88000.0,2.735
19,32062,2021,1,2,62500.0,62500.0,2.735
20,32063,2021,1,9,235422.0,261000.0,2.735
21,32064,2021,1,2,187450.0,187450.0,2.735
22,32065,2021,1,58,244436.0,250000.0,2.735
23,32066,2021,1,3,104667.0,104000.0,2.735
24,32068,2021,1,45,206112.0,205000.0,2.735
25,32071,2021,1,3,158333.0,110000.0,2.735
26,32073,2021,1,59,225945.0,213000.0,2.735
27,32080,2021,1,75,456596.0,385000.0,2.735
28,32081,2021,1,39,471366.0,444900.0,2.735
29,32082,2021,1,76,706695.0,512550.0,2.735
30,32084,2021,1,67,331847.0,275000.0,2.735
31,32086,2021,1,70,261689.0,249950.0,2.735
32,32087,2021,1,1,163500.0,163500.0,2.735
33,32091,2021,1,19,158589.0,162000.0,2.735
34,32092,2021,1,67,349288.0,330400.0,2.735
35,32095,2021,1,38,401466.0,386250.0,2.735
36,32096,2021,1,5,106800.0,70000.0,2.735
37,32097,2021,1,35,225868.0,254000.0,2.735
38,32102,2021,1,11,220114.0,220000.0,2.735
39,32110,2021,1,25,232365.0,221275.0,2.735
40,32112,2021,1,14,146804.0,81000.0,2.735
41,32113,2021,1,5,356180.0,198500.0,2.735
42,32114,2021,1,44,153310.0,125000.0,2.735
43,32117,2021,1,38,239176.0,195460.0,2.735
44,32118,2021,1,105,270115.0,218000.0,2.735
45,32119,2021,1,42,199514.0,183000.0,2.735
