,zipcode,year,month,total_sales,avg_sale_price,med_sale_price,mortgage_rate
0,32303,2019,2,45,145324.0,132000.0,4.37
1,32304,2019,2,18,88672.0,90000.0,4.37
2,32305,2019,2,11,78727.0,80000.0,4.37
3,32308,2019,2,18,239100.0,192750.0,4.37
4,32309,2019,2,37,243922.0,224900.0,4.37
5,32310,2019,2,12,96450.0,51250.0,4.37
6,32311,2019,2,25,185099.0,169000.0,4.37
7,32312,2019,2,46,320920.0,287500.0,4.37
8,32317,2019,2,10,234580.0,242550.0,4.37
9,32320,2019,2,5,149820.0,160000.0,4.37
10,32321,2019,2,1,43500.0,43500.0,4.37
11,32322,2019,2,5,70380.0,68500.0,4.37
12,32323,2019,2,1,32286.0,32286.0,4.37
13,32324,2019,2,4,57050.0,58500.0,4.37
14,32327,2019,2,37,142719.0,115500.0,4.37
15,32328,2019,2,6,475400.0,257000.0,4.37
16,32331,2019,2,1,60000.0,60000.0,4.37
17,32333,2019,2,3,102014.0,108700.0,4.37
18,32334,2019,2,1,42500.0,42500.0,4.37
19,32340,2019,2,1,165000.0,165000.0,4.37
20,32344,2019,2,7,137714.0,105100.0,4.37
21,32346,2019,2,4,259375.0,224250.0,4.37
22,32347,2019,2,5,93600.0,92000.0,4.37
23,32348,2019,2,7,126786.0,140000.0,4.37
24,32351,2019,2,12,133908.0,101500.0,4.37
25,32352,2019,2,2,55731.0,55731.0,4.37
26,32355,2019,2,1,136000.0,136000.0,4.37
27,32358,2019,2,3,141000.0,150000.0,4.37
28,32359,2019,2,1,90000.0,90000.0,4.37
29,32401,2019,2,17,107524.0,114000.0,4.37
30,32404,2019,2,58,125982.0,72500.0,4.37
31,32405,2019,2,27,156826.0,145000.0,4.37
32,32407,2019,2,27,250815.0,249900.0,4.37
33,32408,2019,2,54,247099.0,244500.0,4.37
34,32409,2019,2,13,167635.0,125000.0,4.37
35,32410,2019,2,7,248429.0,200000.0,4.37
36,32413,2019,2,62,575083.0,281500.0,4.37
37,32420,2019,2,1,126000.0,126000.0,4.37
38,32421,2019,2,1,40000.0,40000.0,4.37
39,32424,2019,2,3,105000.0,74000.0,4.37
40,32425,2019,2,6,104633.0,83900.0,4.37
41,32428,2019,2,18,102722.0,91200.0,4.37
42,32433,2019,2,19,86111.0,69000.0,4.37
43,32435,2019,2,5,118400.0,50000.0,4.37
44,32438,2019,2,3,132000.0,80000.0,4.37
45,32439,2019,2,16,251925.0,211000.0,4.37
46,32440,2019,2,6,126333.0,104500.0,4.37
47,32442,2019,2,1,100000.0,100000.0,4.37
48,32443,2019,2,1,125000.0,125000.0,4.37
49,32444,2019,2,27,188918.0,169000.0,4.37
50,32446,2019,2,6,129533.0,141100.0,4.37
51,32448,2019,2,4,72750.0,48000.0,4.37
52,32455,2019,2,3,255167.0,322500.0,4.37
53,32456,2019,2,28,196875.0,135000.0,4.37
54,32459,2019,2,66,673326.0,532500.0,4.37
55,32460,2019,2,5,76919.0,40000.0,4.37
56,32462,2019,2,2,160000.0,160000.0,4.37
57,32464,2019,2,2,100000.0,100000.0,4.37
58,32465,2019,2,3,115867.0,142600.0,4.37
59,32466,2019,2,8,119625.0,113250.0,4.37
60,32501,2019,2,16,139300.0,96550.0,4.37
61,32502,2019,2,9,226178.0,100000.0,4.37
62,32503,2019,2,33,191424.0,105000.0,4.37
63,32504,2019,2,34,161484.0,162500.0,4.37
64,32505,2019,2,28,68405.0,54950.0,4.37
65,32506,2019,2,39,146721.0,138200.0,4.37
66,32507,2019,2,58,289715.0,225491.0,4.37
67,32514,2019,2,38,139162.0,136750.0,4.37
68,32526,2019,2,49,164291.0,155000.0,4.37
69,32531,2019,2,6,80733.0,50700.0,4.37
70,32533,2019,2,24,193247.0,133000.0,4.37
71,32534,2019,2,20,142310.0,150000.0,4.37
72,32536,2019,2,54,185857.0,193500.0,4.37
73,32539,2019,2,33,146527.0,148500.0,4.37
74,32541,2019,2,71,414718.0,385000.0,4.37
75,32547,2019,2,41,196437.0,175000.0,4.37
76,32548,2019,2,40,201980.0,172000.0,4.37
77,32550,2019,2,63,480095.0,321000.0,4.37
78,32561,2019,2,6,664333.0,667500.0,4.37
79,32563,2019,2,14,294750.0,261250.0,4.37
80,32565,2019,2,2,202500.0,202500.0,4.37
81,32566,2019,2,22,207677.0,212500.0,4.37
82,32567,2019,2,1,39000.0,39000.0,4.37
83,32568,2019,2,5,89000.0,50000.0,4.37
84,32569,2019,2,21,204601.0,208000.0,4.37
85,32570,2019,2,18,128722.0,120300.0,4.37
86,32571,2019,2,12,178550.0,156000.0,4.37
87,32577,2019,2,2,154950.0,154950.0,4.37
88,32578,2019,2,46,303942.0,248700.0,4.37
89,32579,2019,2,16,207350.0,206000.0,4.37
90,32580,2019,2,2,211750.0,211750.0,4.37
91,32583,2019,2,13,132077.0,139000.0,4.37
92,32601,2019,2,14,220957.0,197350.0,4.37
93,32603,2019,2,1,246500.0,246500.0,4.37
94,32303,2019,3,37,136322.0,142000.0,4.265
95,32304,2019,3,8,102438.0,100000.0,4.265
96,32305,2019,3,2,39750.0,39750.0,4.265
