geoid,name,B11002001,"B11002001, Error",B11002002,"B11002002, Error",B11002003,"B11002003, Error",B11002004,"B11002004, Error",B11002005,"B11002005, Error",B11002006,"B11002006, Error",B11002007,"B11002007, Error",B11002008,"B11002008, Error",B11002009,"B11002009, Error",B11002010,"B11002010, Error",B11002011,"B11002011, Error",B11002012,"B11002012, Error"
86000US33603,"33603",21254,1130,15835,1197,8643,1113,8501,1116,142,108,1084,356,946,308,138,71,6108,921,5710,864,398,176,5419,568
86000US33604,"33604",39505,1607,30940,1715,17330,1554,16794,1524,536,306,3655,768,3053,661,602,220,9955,1286,9102,1160,853,257,8565,683
86000US33605,"33605",17284,894,12980,976,4909,699,4791,680,118,81,1909,523,1626,440,283,168,6162,774,5934,755,228,64,4304,338
86000US33606,"33606",17086,999,10062,983,7585,823,7516,815,69,51,720,248,670,240,50,37,1757,547,1615,504,142,112,7024,660
86000US33607,"33607",24332,1322,16673,1524,8403,1104,8306,1096,97,76,1758,575,1552,515,206,120,6512,1267,6059,1150,453,327,7659,664
86000US33609,"33609",18299,1146,12544,1153,9682,1069,9661,1070,21,23,898,494,725,385,173,131,1964,568,1911,551,53,55,5755,632
86000US33610,"33610",46453,2304,38983,2617,17232,2612,16979,2583,253,171,3683,707,3405,653,278,128,18068,1648,17215,1585,853,237,7470,820
86000US33611,"33611",32687,1179,23366,1409,17692,1190,17561,1188,131,89,2032,576,1826,522,206,125,3642,777,3365,715,277,164,9321,796
86000US33612,"33612",51149,1631,39088,1876,16686,1631,16535,1616,151,102,5286,1043,4747,980,539,209,17116,1592,16048,1500,1068,267,12061,766
86000US33613,"33613",35131,1680,20085,1482,10738,1397,10632,1372,106,120,2517,785,2228,678,289,161,6830,1149,6284,1055,546,267,15046,1020
86000US33614,"33614",48591,1991,38123,2189,20227,1695,19961,1696,266,171,5750,1323,5055,1165,695,248,12146,1802,11330,1717,816,260,10468,870
86000US33615,"33615",47276,2188,38183,2328,24302,2122,24109,2118,193,106,3962,1148,3462,971,500,246,9919,1388,9421,1302,498,229,9093,1025
86000US33616,"33616",16781,1074,12662,1120,7591,826,7568,825,23,29,1632,642,1403,544,229,129,3439,628,3235,607,204,105,4119,561
86000US33617,"33617",46741,2050,34805,2253,18161,1752,17912,1775,249,172,3467,911,3042,866,425,252,13177,2086,12680,2026,497,236,11936,932
86000US33618,"33618",27152,1148,21737,1315,17344,1212,17304,1213,40,38,627,315,558,263,69,72,3766,849,3454,781,312,191,5415,583
86000US33619,"33619",37307,2145,29854,2390,13901,1471,13739,1464,162,87,3103,728,2742,660,361,119,12850,1977,12007,1730,843,347,7453,717
86000US33620,"33620",11,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11,19
86000US33621,"33621",2425,248,2420,248,2313,245,2301,242,12,19,24,35,24,35,0,14,83,80,83,80,0,14,5,8
86000US33624,"33624",39612,1400,32330,1538,22371,1543,22230,1539,141,113,3859,991,3279,861,580,203,6100,1033,5588,921,512,209,7282,707
86000US33625,"33625",27254,1234,22640,1441,15823,1285,15617,1267,206,145,1797,740,1609,622,188,155,5020,857,4782,799,238,161,4614,608
86000US33626,"33626",30743,1324,26514,1517,22156,1694,22056,1684,100,71,1004,486,943,470,61,56,3354,728,3084,680,270,122,4229,630
86000US33629,"33629",26992,910,22657,1068,19513,1150,19460,1157,53,78,798,401,718,351,80,73,2346,594,2249,569,97,68,4335,588
86000US33634,"33634",22698,1142,19124,1260,11868,1368,11662,1372,206,181,2414,791,2106,680,308,161,4842,1139,4387,1032,455,239,3574,600
86000US33635,"33635",18639,1151,15097,1226,10507,1248,10449,1240,58,92,800,381,685,297,115,117,3790,908,3609,857,181,118,3542,562
86000US33637,"33637",17555,1088,12876,1306,6795,846,6738,848,57,40,1566,629,1425,582,141,92,4515,1061,4294,975,221,147,4679,664
86000US33647,"33647",71004,1879,60796,2026,48669,2109,48109,2102,560,242,3293,875,2978,805,315,164,8834,1187,8420,1143,414,159,10208,1205
86000US33701,"33701",14496,1101,7028,1021,4909,796,4891,797,18,27,436,268,419,259,17,25,1683,698,1583,624,100,96,7468,596
86000US33702,"33702",31531,1410,23480,1562,15758,1401,15674,1395,84,69,1936,548,1723,492,213,98,5786,1024,5524,1008,262,160,8051,682
86000US33703,"33703",25609,1059,19776,1138,14157,1277,14032,1243,125,126,1676,703,1451,573,225,194,3943,640,3786,626,157,110,5833,534
86000US33704,"33704",16884,752,12560,849,9827,811,9787,806,40,45,681,294,557,260,124,88,2052,523,1869,485,183,79,4324,444
86000US33705,"33705",27679,1415,21122,1422,12059,1355,12013,1355,46,39,1731,562,1600,535,131,66,7332,1104,7053,1103,279,158,6557,581
86000US33706,"33706",16300,74,11525,484,10204,596,10118,606,86,78,324,142,324,142,0,21,997,415,988,410,9,14,4775,476
86000US33707,"33707",24035,740,16343,885,11640,809,11543,791,97,98,1517,423,1197,328,320,127,3186,590,2898,531,288,152,7692,659
86000US33708,"33708",16078,601,11206,577,9525,560,9489,559,36,29,460,223,396,184,64,57,1221,352,1151,336,70,46,4872,392
86000US33709,"33709",23989,1116,17459,1203,11300,952,11049,921,251,133,1411,403,1364,387,47,41,4748,813,4441,733,307,183,6530,532
86000US33710,"33710",33705,1093,26591,1243,19015,1108,18816,1096,199,181,1460,534,1088,358,372,247,6116,1096,5815,1050,301,138,7114,560
86000US33711,"33711",18096,1496,14261,1500,7350,951,7309,942,41,33,963,484,870,425,93,118,5948,1240,5640,1152,308,194,3835,596
86000US33712,"33712",24487,1371,18840,1333,9941,1106,9902,1097,39,45,1613,513,1526,498,87,68,7286,1207,7038,1169,248,138,5647,746
86000US33713,"33713",32028,1436,23783,1480,15315,1166,15164,1165,151,86,2732,628,2478,603,254,117,5736,1149,5343,1096,393,159,8245,737
86000US33714,"33714",21746,1499,17096,1571,6936,1004,6844,978,92,87,3852,1228,3500,1124,352,176,6308,1476,5829,1377,479,245,4650,667
86000US33715,"33715",7296,532,5800,528,5279,512,5258,507,21,33,195,158,171,147,24,25,326,174,311,167,15,21,1496,185
86000US33716,"33716",17971,1251,10019,1515,5682,1101,5449,1015,233,292,1580,752,1389,616,191,172,2757,762,2487,697,270,147,7952,797
86000US33744,"33744",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US33755,"33755",25762,1266,20246,1451,9628,1285,9595,1285,33,54,2069,685,1847,592,222,129,8549,1407,8128,1368,421,180,5516,696
86000US33756,"33756",33118,1313,25111,1446,15914,1207,15800,1196,114,113,2904,905,2664,818,240,149,6293,1185,6092,1185,201,112,8007,771
86000US33759,"33759",17923,814,13446,900,8293,787,8293,787,0,21,1992,662,1776,570,216,120,3161,627,3044,601,117,74,4477,559
86000US33760,"33760",16468,747,11774,936,7448,793,7260,754,188,139,1210,337,1107,304,103,58,3116,695,2876,670,240,103,4694,597
86000US33761,"33761",19682,872,15494,979,12326,1044,12292,1031,34,45,950,394,922,384,28,35,2218,625,2162,614,56,48,4188,540
86000US33762,"33762",5683,404,3993,397,3419,375,3393,370,26,30,214,125,214,125,0,19,360,171,352,169,8,12,1690,232
86000US33763,"33763",19521,1055,13082,1074,9464,1318,9314,1289,150,158,670,339,640,330,30,30,2948,749,2779,714,169,94,6439,625
86000US33764,"33764",27180,1195,21030,1217,15759,1256,15737,1258,22,35,1945,579,1698,505,247,169,3326,707,3082,632,244,167,6150,649
86000US33765,"33765",14588,1163,10820,1265,7558,1280,7495,1270,63,69,793,399,666,327,127,89,2469,694,2315,653,154,111,3768,481
86000US33767,"33767",7452,499,5459,476,4715,431,4689,425,26,28,385,216,348,200,37,24,359,217,348,212,11,17,1993,284
86000US33770,"33770",26515,1394,18699,1465,12555,1168,12481,1149,74,83,1418,633,1245,547,173,118,4726,1008,4383,953,343,138,7816,865
86000US33771,"33771",29787,1530,21406,1544,14888,1550,14778,1544,110,101,1466,584,1391,562,75,68,5052,1096,4555,971,497,195,8381,633
86000US33772,"33772",22809,901,17433,993,12399,961,12267,938,132,110,827,345,737,291,90,72,4207,749,3899,685,308,140,5376,550
86000US33773,"33773",17433,1016,13857,956,10295,891,10147,880,148,99,929,352,821,326,108,76,2633,594,2509,553,124,70,3576,366
86000US33774,"33774",18036,1107,14338,1114,9771,898,9684,883,87,75,513,328,436,249,77,94,4054,1036,3723,947,331,165,3698,461
86000US33776,"33776",13504,684,12014,733,9685,683,9659,684,26,29,568,390,540,388,28,20,1761,373,1651,363,110,105,1490,243
86000US33777,"33777",16459,874,13537,879,10391,849,10181,840,210,164,1005,347,823,276,182,117,2141,535,2049,509,92,56,2922,373
86000US33778,"33778",14457,917,11275,917,8059,1061,7972,1050,87,84,962,378,890,361,72,49,2254,602,2067,522,187,157,3182,243
86000US33781,"33781",24549,983,19368,1011,13170,1228,13070,1227,100,81,2294,744,2013,624,281,173,3904,864,3598,790,306,194,5181,518
86000US33782,"33782",23167,971,18370,1138,12167,1116,12011,1104,156,125,2241,768,1877,632,364,170,3962,848,3622,728,340,233,4797,582
86000US33785,"33785",5432,169,3794,293,2919,296,2908,296,11,16,131,107,131,107,0,19,744,279,616,203,128,101,1638,242
86000US33786,"33786",1565,115,1227,127,1071,113,1071,113,0,14,54,35,51,33,3,5,102,68,100,68,2,4,338,82
86000US33801,"33801",31138,1621,24944,1521,13599,1305,13526,1310,73,58,3035,771,2734,704,301,177,8310,1247,7575,1105,735,418,6194,629
86000US33803,"33803",29130,1234,23453,1211,15585,1334,15365,1329,220,117,1811,635,1465,496,346,188,6057,984,5446,891,611,236,5677,544
86000US33805,"33805",24968,1238,20043,1338,10680,1205,10615,1200,65,41,2356,645,2134,614,222,101,7007,1046,6679,1025,328,115,4925,569
86000US33809,"33809",30030,1430,26148,1514,19600,1344,19320,1325,280,168,2342,769,1978,670,364,150,4206,796,3932,734,274,157,3882,535
86000US33810,"33810",50905,2260,43413,2389,31691,2254,31244,2233,447,194,3543,816,3201,786,342,123,8179,1361,7332,1247,847,268,7492,746
86000US33811,"33811",22285,1050,19171,1065,14874,1148,14770,1135,104,93,1278,329,1157,306,121,68,3019,650,2844,630,175,73,3114,427
86000US33812,"33812",12913,923,11970,986,9353,1035,9314,1033,39,62,1081,567,1031,547,50,43,1536,555,1392,470,144,112,943,258
86000US33813,"33813",38194,1630,33663,1558,28067,1422,27863,1426,204,117,1389,473,1304,446,85,75,4207,728,3952,680,255,127,4531,717
86000US33815,"33815",15081,1246,11670,1259,7603,1084,7553,1083,50,62,940,422,897,427,43,56,3127,857,2924,770,203,159,3411,523
86000US33823,"33823",33455,1128,29448,1308,19155,1395,18991,1399,164,78,2938,796,2488,699,450,211,7355,1037,6769,971,586,168,4007,430
86000US33825,"33825",24255,1044,20808,1188,14395,1189,14348,1181,47,63,1550,561,1239,436,311,176,4863,1053,4569,997,294,163,3447,446
86000US33827,"33827",2798,435,2377,414,1888,352,1871,345,17,28,126,162,98,119,28,43,363,224,347,213,16,16,421,151
86000US33830,"33830",28157,1198,24694,1302,16064,1199,15833,1174,231,134,1986,560,1662,480,324,128,6644,959,6253,901,391,149,3463,475
