geoid,name,B13016001,"B13016001, Error",B13016002,"B13016002, Error",B13016003,"B13016003, Error",B13016004,"B13016004, Error",B13016005,"B13016005, Error",B13016006,"B13016006, Error",B13016007,"B13016007, Error",B13016008,"B13016008, Error",B13016009,"B13016009, Error",B13016010,"B13016010, Error",B13016011,"B13016011, Error",B13016012,"B13016012, Error",B13016013,"B13016013, Error",B13016014,"B13016014, Error",B13016015,"B13016015, Error",B13016016,"B13016016, Error",B13016017,"B13016017, Error"
86000US34292,"34292",1335,298,13,23,0,21,0,21,13,23,0,21,0,21,0,21,0,21,1322,298,133,62,73,50,293,238,58,56,225,99,225,115,315,109
86000US34293,"34293",4898,386,107,58,0,29,11,17,46,44,18,22,31,30,1,8,0,29,4791,386,645,191,642,192,550,170,506,158,658,159,600,120,1190,221
86000US34420,"34420",3875,621,151,133,0,21,55,103,73,76,14,23,2,7,0,21,7,19,3724,624,471,258,464,211,614,239,388,206,477,186,561,231,749,215
86000US34428,"34428",1546,324,108,166,0,19,0,19,0,19,0,19,108,166,0,19,0,19,1438,317,182,130,371,172,206,157,136,116,36,55,165,113,342,140
86000US34429,"34429",1093,324,80,59,80,59,0,19,0,19,0,19,0,19,0,19,0,19,1013,315,264,137,55,61,99,82,77,90,152,112,148,137,218,121
86000US34431,"34431",1395,388,108,78,0,19,20,24,0,19,14,23,57,73,17,25,0,19,1287,332,257,212,85,68,159,108,154,105,151,122,236,127,245,125
86000US34432,"34432",1723,292,70,67,11,19,15,17,39,63,0,21,0,21,5,9,0,21,1653,278,208,82,133,70,280,135,228,84,152,98,162,78,490,158
86000US34433,"34433",1518,362,16,25,0,19,16,25,0,19,0,19,0,19,0,19,0,19,1502,359,127,113,167,179,206,121,117,103,230,138,270,145,385,187
86000US34434,"34434",1406,297,17,27,0,19,17,27,0,19,0,19,0,19,0,19,0,19,1389,295,148,89,50,61,271,150,178,145,298,130,184,105,260,149
86000US34436,"34436",1312,289,48,48,0,19,30,32,0,19,18,29,0,19,0,19,0,19,1264,285,242,108,160,105,238,150,194,100,134,57,91,72,205,75
86000US34442,"34442",1705,326,125,91,0,21,0,21,0,21,0,21,14,22,111,90,0,21,1580,320,230,88,275,158,180,112,91,72,227,119,141,83,436,143
86000US34445,"34445",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US34446,"34446",2294,414,24,38,0,21,0,21,19,35,5,13,0,21,0,21,0,21,2270,411,255,134,349,173,307,204,280,136,427,169,183,99,469,167
86000US34448,"34448",1526,326,94,88,0,21,0,21,94,88,0,21,0,21,0,21,0,21,1432,326,263,139,13,21,146,104,267,131,156,78,243,120,344,148
86000US34449,"34449",500,124,9,12,0,14,0,14,4,8,5,9,0,14,0,14,0,14,491,123,14,13,27,16,89,54,71,49,15,23,69,72,206,91
86000US34450,"34450",1796,353,80,77,0,21,39,59,19,36,11,17,0,21,0,21,11,17,1716,340,174,104,312,156,118,101,281,167,122,73,345,201,364,128
86000US34452,"34452",1986,345,88,54,0,21,23,30,26,29,39,36,0,21,0,21,0,21,1898,335,279,99,259,147,245,107,189,82,267,157,335,170,324,99
86000US34453,"34453",1958,332,31,41,0,21,0,21,20,37,11,17,0,21,0,21,0,21,1927,330,303,150,100,76,251,115,162,96,558,211,266,135,287,135
86000US34461,"34461",1408,336,36,37,0,21,0,21,8,14,20,34,8,17,0,21,0,21,1372,335,160,99,183,128,324,187,148,82,173,108,132,76,252,124
86000US34465,"34465",2205,284,129,72,12,21,0,21,0,21,39,55,0,21,0,21,78,64,2076,275,244,107,248,123,187,125,399,156,280,112,259,129,459,152
86000US34470,"34470",4051,440,225,148,0,21,0,21,120,111,97,83,8,13,0,21,0,21,3826,436,413,160,462,160,481,212,875,207,507,139,508,206,580,189
86000US34471,"34471",5666,548,236,148,4,7,0,25,22,35,117,70,93,133,0,25,0,25,5430,509,864,215,913,318,523,178,403,165,1052,252,759,260,916,215
86000US34472,"34472",7289,823,287,136,8,12,98,90,69,48,65,62,27,35,0,29,20,23,7002,849,1198,271,1087,419,888,238,789,269,986,308,903,268,1151,245
86000US34473,"34473",4345,705,206,116,0,21,0,21,113,101,26,42,67,58,0,21,0,21,4139,728,633,222,498,230,710,316,672,265,345,191,491,231,790,287
86000US34474,"34474",3946,632,182,167,2,4,11,20,158,163,11,17,0,21,0,21,0,21,3764,604,462,244,517,288,394,196,549,282,710,245,395,204,737,298
86000US34475,"34475",2753,387,177,147,0,21,78,82,15,22,75,114,0,21,9,19,0,21,2576,391,176,108,359,150,429,220,324,143,445,180,344,189,499,156
86000US34476,"34476",3618,557,209,138,0,25,46,61,83,105,0,25,28,45,52,37,0,25,3409,529,423,195,257,161,771,274,184,95,526,208,539,160,709,242
86000US34479,"34479",3299,420,315,147,0,21,177,107,111,95,7,15,20,32,0,21,0,21,2984,439,220,130,270,160,867,286,644,241,231,152,411,203,341,122
86000US34480,"34480",4391,551,352,157,28,36,58,48,151,82,80,114,25,40,10,19,0,21,4039,532,498,198,559,255,408,208,434,177,534,179,669,206,937,225
86000US34481,"34481",1826,477,17,26,0,25,0,25,0,25,0,25,17,26,0,25,0,25,1809,476,402,221,89,129,161,128,153,113,392,174,287,130,325,160
86000US34482,"34482",6124,726,256,128,0,25,2,4,110,62,131,128,13,17,0,25,0,25,5868,708,488,252,751,269,676,181,1298,316,926,231,943,253,786,214
86000US34484,"34484",647,196,82,72,0,14,0,14,0,14,0,14,0,14,34,34,48,63,565,183,98,58,6,11,14,20,94,82,49,47,121,93,183,110
86000US34488,"34488",1577,321,157,120,32,50,5,10,20,34,100,99,0,21,0,21,0,21,1420,358,141,110,220,110,240,143,178,135,167,112,110,87,364,163
86000US34491,"34491",2908,499,105,77,10,22,44,42,51,63,0,25,0,25,0,25,0,25,2803,517,470,231,81,73,456,209,267,164,531,240,344,155,654,281
86000US34498,"34498",63,34,15,18,0,14,0,14,8,13,0,14,7,12,0,14,0,14,48,30,13,13,0,14,0,14,0,14,16,21,5,8,14,12
86000US34601,"34601",4097,386,420,171,0,25,69,81,165,111,133,84,14,18,9,14,30,44,3677,374,599,202,424,133,653,173,475,145,274,124,501,148,751,183
86000US34602,"34602",1337,238,6,9,0,19,0,19,0,19,6,9,0,19,0,19,0,19,1331,239,155,68,189,107,100,76,152,159,267,142,193,95,275,133
86000US34604,"34604",3165,303,253,106,32,49,33,32,120,91,48,38,20,25,0,21,0,21,2912,307,278,106,269,159,441,141,453,125,443,118,427,106,601,140
86000US34606,"34606",4653,432,303,110,19,25,100,63,54,52,99,68,10,16,0,25,21,28,4350,447,676,219,560,193,730,200,621,184,586,157,526,144,651,163
86000US34607,"34607",1241,219,63,63,0,19,63,63,0,19,0,19,0,19,0,19,0,19,1178,221,160,91,197,88,128,90,97,59,178,86,141,71,277,95
86000US34608,"34608",7017,641,279,117,14,16,9,15,110,90,62,56,41,54,34,50,9,15,6738,621,834,213,773,180,697,188,970,231,1398,273,844,197,1222,242
86000US34609,"34609",8838,536,468,189,33,49,44,51,246,155,57,49,35,40,40,41,13,24,8370,496,1559,269,991,248,843,209,974,190,1287,218,1118,274,1598,235
86000US34610,"34610",3519,415,153,83,7,12,54,60,21,32,22,27,44,43,5,7,0,21,3366,422,561,156,409,169,530,202,532,125,280,141,340,106,714,187
86000US34613,"34613",2230,310,59,70,0,21,0,21,0,21,8,20,51,64,0,21,0,21,2171,311,220,101,257,113,260,103,304,132,205,102,365,152,560,162
86000US34614,"34614",1649,278,97,79,0,19,20,27,45,70,0,19,18,29,0,19,14,25,1552,291,179,103,225,108,119,74,103,67,242,94,202,88,482,148
86000US34637,"34637",1289,207,89,78,6,12,0,19,42,56,18,27,10,20,0,19,13,20,1200,221,142,79,34,36,133,73,194,103,272,101,144,94,281,92
86000US34638,"34638",7305,477,444,172,0,25,55,57,67,53,227,132,95,92,0,25,0,25,6861,510,923,185,495,190,625,171,983,262,1208,233,1346,294,1281,217
86000US34639,"34639",7310,544,341,121,0,25,18,30,118,69,165,79,26,23,14,23,0,25,6969,566,972,208,934,252,636,175,933,192,1080,169,1000,253,1414,232
86000US34652,"34652",4671,408,132,65,0,25,52,46,7,11,3,7,19,23,51,42,0,25,4539,399,673,161,540,161,638,175,459,149,551,125,727,180,951,209
86000US34653,"34653",6824,551,451,134,16,20,137,72,163,88,25,30,103,105,0,29,7,12,6373,546,711,190,644,192,851,184,995,250,839,215,1016,238,1317,241
86000US34654,"34654",4166,458,139,113,12,20,24,38,45,67,58,75,0,25,0,25,0,25,4027,453,544,176,580,214,430,146,380,140,589,218,513,148,991,253
86000US34655,"34655",8550,601,274,139,8,13,18,22,51,42,157,118,29,25,11,17,0,29,8276,595,1153,228,831,220,1053,242,901,195,1225,247,1449,250,1664,234
86000US34661,"34661",55,65,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,55,65,0,14,0,14,41,63,0,14,0,14,0,14,14,21
86000US34667,"34667",5239,574,190,88,17,19,54,54,47,45,56,39,16,23,0,29,0,29,5049,563,557,154,630,186,722,189,712,188,510,151,723,187,1195,231
86000US34668,"34668",10680,650,419,173,0,29,104,73,107,99,96,53,105,94,7,12,0,29,10261,638,1353,232,1181,341,1711,362,1165,235,1177,215,1585,273,2089,347
86000US34669,"34669",2879,266,172,87,0,21,57,64,43,35,24,21,25,23,10,15,13,21,2707,264,356,95,388,133,146,74,428,123,356,125,454,128,579,126
86000US34677,"34677",5127,450,199,85,25,29,28,34,21,24,77,53,48,34,0,25,0,25,4928,454,708,168,819,180,597,170,621,164,522,170,508,131,1153,193
86000US34679,"34679",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US34681,"34681",166,147,31,52,0,14,0,14,0,14,0,14,31,52,0,14,0,14,135,141,33,55,0,14,0,14,0,14,15,23,56,91,31,50
86000US34683,"34683",6694,605,260,130,0,29,49,62,26,40,82,70,103,85,0,29,0,29,6434,615,1040,252,775,267,738,224,768,243,961,220,865,186,1287,252
86000US34684,"34684",5551,477,197,104,0,25,0,25,67,54,45,37,85,86,0,25,0,25,5354,480,724,176,458,142,707,307,730,216,691,189,658,193,1386,243
86000US34685,"34685",3570,443,81,51,0,21,21,36,0,21,0,21,13,22,14,21,33,48,3489,441,563,214,355,173,341,134,354,125,570,165,487,158,819,200
86000US34688,"34688",1227,223,25,20,0,19,0,19,12,17,4,6,0,19,9,9,0,19,1202,219,174,82,88,64,76,53,119,73,174,117,292,148,279,74
86000US34689,"34689",4626,386,113,68,15,25,32,40,21,25,16,25,29,33,0,25,0,25,4513,374,635,159,367,139,627,196,565,174,650,223,584,157,1085,187
86000US34690,"34690",2599,314,210,110,0,21,12,17,58,53,10,16,30,40,100,80,0,21,2389,333,278,91,392,136,339,120,172,75,331,97,188,80,689,162
86000US34691,"34691",4148,412,165,94,0,25,84,63,59,69,22,20,0,25,0,25,0,25,3983,409,433,118,504,157,545,152,661,157,635,153,479,137,726,182
86000US34695,"34695",3550,287,213,117,0,21,11,18,32,51,50,43,120,97,0,21,0,21,3337,319,440,163,430,148,266,138,371,180,391,127,547,149,892,218
86000US34698,"34698",6344,540,201,96,0,29,7,14,73,60,61,47,60,60,0,29,0,29,6143,552,566,171,667,237,887,274,806,206,848,247,988,235,1381,225
86000US34705,"34705",608,131,43,31,6,10,11,13,4,7,22,25,0,14,0,14,0,14,565,127,79,48,79,45,106,52,42,40,77,57,60,36,122,61
86000US34711,"34711",13839,851,495,187,0,32,61,66,78,86,292,149,30,48,34,46,0,32,13344,840,1825,391,1296,374,1835,319,1824,399,1480,376,2276,400,2808,410
86000US34714,"34714",6006,925,96,91,0,25,0,25,0,25,38,62,27,44,31,49,0,25,5910,912,813,306,800,418,777,321,1049,377,798,310,598,312,1075,311
86000US34715,"34715",4340,506,99,81,0,21,8,14,0,21,0,21,56,56,35,56,0,21,4241,488,866,217,501,249,283,121,302,133,845,274,622,183,822,242
86000US34731,"34731",2492,302,138,92,0,21,32,34,34,48,59,70,13,21,0,21,0,21,2354,303,276,94,273,119,474,183,248,126,363,155,390,145,330,106
86000US34734,"34734",1253,395,41,43,0,14,0,14,0,14,0,14,41,43,0,14,0,14,1212,385,394,258,87,74,68,80,34,40,209,124,190,118,230,94
86000US34736,"34736",4180,519,163,119,0,21,38,57,0,21,14,23,0,21,99,116,12,23,4017,536,387,204,351,261,517,316,529,214,600,221,995,281,638,222
86000US34737,"34737",540,152,96,93,0,14,0,14,2,6,78,93,4,6,12,18,0,14,444,135,42,27,90,66,78,58,62,38,46,34,38,27,88,39
86000US34739,"34739",45,59,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,45,59,0,14,0,14,36,57,9,16,0,14,0,14,0,14
86000US34741,"34741",11917,959,612,166,0,29,62,54,227,123,187,131,64,40,57,67,15,23,11305,946,1245,304,1373,339,1839,441,2057,403,1640,336,1754,309,1397,358
86000US34743,"34743",12846,1044,452,216,0,29,77,71,297,218,53,38,0,29,25,41,0,29,12394,1040,1700,417,1777,431,1569,410,1124,360,1590,351,2120,602,2514,411
86000US34744,"34744",14058,1081,500,233,0,32,26,46,325,206,73,77,76,71,0,32,0,32,13558,1077,1996,501,1698,405,1447,386,1778,423,2348,524,1921,486,2370,400
86000US34746,"34746",10510,1130,488,213,0,29,129,102,97,80,151,125,111,106,0,29,0,29,10022,1145,1365,418,1237,392,1438,290,1313,373,1222,384,1424,352,2023,442
86000US34747,"34747",6160,663,85,58,26,41,0,25,0,25,40,39,19,32,0,25,0,25,6075,645,885,243,965,313,948,277,956,334,473,157,948,196,900,249
86000US34748,"34748",5665,466,360,195,18,25,80,51,183,177,59,62,20,23,0,29,0,29,5305,449,585,189,491,166,696,212,954,236,623,178,860,195,1096,269
86000US34753,"34753",1343,210,112,111,0,19,0,19,0,19,68,91,0,19,44,60,0,19,1231,250,116,74,291,158,129,81,90,53,206,93,37,44,362,112
86000US34756,"34756",717,208,43,41,0,14,0,14,21,34,18,21,0,14,0,14,4,6,674,204,113,89,66,52,138,101,41,29,52,39,126,63,138,72
86000US34758,"34758",10718,1090,344,182,0,29,131,105,46,56,54,63,113,120,0,29,0,29,10374,1085,1783,414,1187,382,1240,438,1462,426,1889,419,1358,347,1455,388
86000US34759,"34759",9337,1286,855,448,0,29,90,133,231,198,534,393,0,29,0,29,0,29,8482,1243,1304,394,1006,463,734,307,1254,526,1280,383,1204,411,1700,417
86000US34760,"34760",211,85,22,34,0,14,0,14,0,14,0,14,0,14,22,34,0,14,189,81,0,14,69,56,52,43,31,33,26,25,0,14,11,17
86000US34761,"34761",12042,732,791,214,15,23,71,64,142,95,288,160,220,132,55,65,0,29,11251,748,1413,299,1459,321,1639,326,1547,341,1472,334,1745,371,1976,294
86000US34762,"34762",14,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,14,21,0,14,0,14,0,14,0,14,0,14,0,14,14,21
86000US34769,"34769",5509,678,371,156,45,73,50,58,205,126,47,51,12,21,12,20,0,25,5138,684,753,278,661,269,644,244,631,201,632,212,755,206,1062,334
86000US34771,"34771",5509,782,214,135,17,29,74,95,20,34,9,13,94,71,0,25,0,25,5295,764,768,235,820,328,698,296,307,121,817,255,651,193,1234,278
86000US34772,"34772",7913,751,462,263,0,29,74,79,119,83,255,229,14,22,0,29,0,29,7451,776,889,301,616,235,1142,320,1266,421,1049,282,1408,363,1081,294
86000US34773,"34773",992,278,42,49,0,14,0,14,42,49,0,14,0,14,0,14,0,14,950,288,100,81,262,228,30,34,164,121,158,101,83,63,153,99
86000US34785,"34785",3015,372,77,64,0,29,9,17,63,65,0,29,0,29,5,9,0,29,2938,371,216,105,323,142,645,166,290,144,579,226,391,145,494,125
86000US34786,"34786",12206,1184,470,209,0,29,0,29,63,63,89,63,242,184,56,68,20,33,11736,1202,1275,350,990,311,1744,470,1615,344,1933,488,1810,407,2369,549
86000US34787,"34787",18400,1245,716,276,0,32,61,97,151,120,189,115,196,116,60,70,59,94,17684,1235,2364,578,2058,583,2009,598,2431,529,2577,556,2683,596,3562,484
86000US34788,"34788",2675,377,82,63,0,21,0,21,74,62,0,21,8,12,0,21,0,21,2593,375,342,122,279,140,473,183,352,126,241,94,301,112,605,168
86000US34797,"34797",203,122,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,203,122,30,35,0,14,0,14,30,56,20,29,33,42,90,78
86000US34945,"34945",812,166,57,48,24,31,0,19,0,19,0,19,33,45,0,19,0,19,755,179,133,76,31,33,149,75,87,72,79,54,138,79,138,78
86000US34946,"34946",1244,286,41,55,31,53,0,19,10,12,0,19,0,19,0,19,0,19,1203,277,277,127,73,54,143,121,121,88,161,78,317,111,111,85
86000US34947,"34947",3570,528,223,136,17,29,94,114,16,24,30,33,37,37,29,46,0,21,3347,528,409,193,344,189,601,243,553,199,546,203,501,226,393,172
86000US34949,"34949",618,248,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,618,248,7,12,106,115,0,19,72,38,158,105,76,51,199,112
86000US34950,"34950",4203,534,166,119,0,21,47,39,0,21,61,65,1,10,57,89,0,21,4037,536,409,189,444,215,1263,436,527,250,336,129,487,199,571,229
86000US34951,"34951",3028,501,223,193,41,64,98,131,84,138,0,21,0,21,0,21,0,21,2805,489,426,175,607,246,288,171,249,149,351,207,576,196,308,157
86000US34952,"34952",7724,665,470,194,0,29,33,40,145,109,183,123,90,91,19,30,0,29,7254,639,902,252,988,282,1316,354,825,265,1071,258,738,185,1414,269
86000US34953,"34953",17269,1419,717,351,0,32,93,110,278,223,60,75,151,159,32,50,103,125,16552,1406,2156,511,2629,537,1535,440,2433,586,2221,612,2575,593,3003,554
86000US34956,"34956",1781,297,197,113,8,13,101,93,43,51,27,26,18,26,0,21,0,21,1584,303,265,102,279,170,299,121,143,88,65,48,268,134,265,147
86000US34957,"34957",3076,429,150,93,0,25,0,25,70,77,80,60,0,25,0,25,0,25,2926,439,465,206,376,179,394,133,268,125,279,143,471,154,673,175
86000US34972,"34972",4192,322,307,150,8,15,98,117,151,96,45,39,5,9,0,25,0,25,3885,334,441,134,270,140,605,151,423,149,646,208,507,192,993,272
86000US34974,"34974",4088,417,235,106,5,10,33,36,111,74,75,55,11,19,0,25,0,25,3853,398,427,122,773,182,356,115,570,131,429,135,559,176,739,159
86000US34981,"34981",1115,425,253,192,16,25,0,19,207,183,0,19,30,56,0,19,0,19,862,362,158,138,146,153,121,103,53,68,85,100,59,65,240,139
86000US34982,"34982",4995,619,250,131,51,81,27,47,89,78,83,78,0,25,0,25,0,25,4745,607,612,213,669,265,618,245,657,252,427,211,620,248,1142,281
86000US34983,"34983",9492,804,425,184,22,26,0,29,143,116,111,70,64,71,85,106,0,29,9067,807,1204,333,1218,432,1067,312,1018,231,1207,353,1245,292,2108,359
86000US34984,"34984",3186,414,97,100,0,21,0,21,0,21,0,21,54,62,43,62,0,21,3089,415,416,185,242,114,230,114,416,175,726,190,447,149,612,202
86000US34986,"34986",4940,864,252,246,0,25,0,25,0,25,0,25,252,246,0,25,0,25,4688,776,990,397,104,131,334,283,838,387,933,420,404,283,1085,454
86000US34987,"34987",1229,373,117,150,0,19,0,19,0,19,117,150,0,19,0,19,0,19,1112,357,94,93,139,123,175,148,220,163,310,176,124,81,50,77
86000US34990,"34990",6102,552,289,140,0,25,62,88,110,94,56,49,16,25,0,25,45,52,5813,544,1014,227,773,242,653,209,461,203,509,157,1030,280,1373,226
86000US34994,"34994",3100,352,260,108,0,21,84,80,79,64,12,17,85,62,0,21,0,21,2840,335,404,164,373,139,345,121,365,146,504,193,380,161,469,152
86000US34996,"34996",1209,183,73,70,0,21,0,21,0,21,48,63,25,39,0,21,0,21,1136,189,220,86,26,23,34,54,105,64,217,125,117,62,417,137
86000US34997,"34997",7255,550,374,143,39,58,27,43,76,56,181,110,42,56,0,29,9,16,6881,563,815,209,735,240,725,220,1085,230,934,224,1087,286,1500,261
