geoid,name,B13016001,"B13016001, Error",B13016002,"B13016002, Error",B13016003,"B13016003, Error",B13016004,"B13016004, Error",B13016005,"B13016005, Error",B13016006,"B13016006, Error",B13016007,"B13016007, Error",B13016008,"B13016008, Error",B13016009,"B13016009, Error",B13016010,"B13016010, Error",B13016011,"B13016011, Error",B13016012,"B13016012, Error",B13016013,"B13016013, Error",B13016014,"B13016014, Error",B13016015,"B13016015, Error",B13016016,"B13016016, Error",B13016017,"B13016017, Error"
86000US33781,"33781",5461,522,322,144,0,25,22,36,108,94,126,97,66,78,0,25,0,25,5139,531,498,172,664,216,947,220,741,194,623,160,727,174,939,236
86000US33782,"33782",4540,445,239,160,0,25,17,27,46,56,88,94,77,88,11,19,0,25,4301,463,490,151,365,126,634,199,746,275,849,222,485,189,732,199
86000US33785,"33785",721,122,2,6,0,19,0,19,0,19,2,6,0,19,0,19,0,19,719,123,36,28,73,51,103,64,57,42,76,43,177,79,197,75
86000US33786,"33786",180,51,6,7,0,14,0,14,0,14,0,14,6,7,0,14,0,14,174,51,26,12,10,10,10,9,11,13,23,14,53,45,41,20
86000US33801,"33801",8968,700,269,130,4,7,109,70,80,67,53,45,0,29,11,21,12,21,8699,680,2016,348,1795,353,903,207,1061,237,849,221,804,184,1271,260
86000US33803,"33803",6913,507,276,108,0,25,87,78,114,67,47,39,18,21,10,18,0,25,6637,488,865,229,805,201,920,194,1043,206,782,190,1003,250,1219,245
86000US33805,"33805",6174,561,274,112,44,50,45,34,120,97,31,35,27,37,0,25,7,15,5900,547,716,162,1041,236,613,184,913,195,1071,233,657,181,889,197
86000US33809,"33809",6592,502,282,111,0,29,87,89,94,71,81,74,20,27,0,29,0,29,6310,517,827,233,943,226,1169,283,766,195,770,201,726,197,1109,254
86000US33810,"33810",11069,833,813,181,0,32,328,146,224,109,120,87,72,56,23,26,46,54,10256,835,1166,268,1055,295,1608,332,1361,312,1792,374,1643,360,1631,255
86000US33811,"33811",5116,476,200,81,0,25,52,36,33,32,36,22,27,35,52,46,0,25,4916,478,532,139,679,173,849,180,681,165,619,157,635,146,921,178
86000US33812,"33812",3170,377,105,76,0,21,0,21,0,21,20,29,76,66,9,18,0,21,3065,384,536,216,281,137,391,169,312,134,382,161,538,172,625,172
86000US33813,"33813",8462,645,275,127,0,29,39,38,70,92,130,76,30,28,0,29,6,10,8187,625,1126,290,978,286,904,283,744,202,1277,271,1495,265,1663,250
86000US33815,"33815",2968,509,104,70,0,21,26,37,8,13,32,44,0,21,11,17,27,43,2864,516,464,252,493,204,332,157,201,96,561,265,446,148,367,131
86000US33823,"33823",7355,564,377,134,50,54,18,22,183,90,82,74,16,18,3,7,25,39,6978,542,971,227,757,218,1076,224,996,213,1099,245,972,224,1107,209
86000US33825,"33825",4690,439,215,78,19,31,84,45,28,32,40,40,40,35,4,7,0,25,4475,439,862,209,514,186,448,191,828,249,642,142,607,138,574,134
86000US33827,"33827",797,195,62,49,35,37,25,36,0,14,0,14,0,14,2,3,0,14,735,188,219,119,90,66,63,42,55,44,117,81,82,59,109,72
86000US33830,"33830",6581,625,550,199,0,25,133,87,209,130,89,57,79,54,0,25,40,47,6031,618,959,239,858,222,674,211,773,183,812,189,686,199,1269,222
86000US33834,"33834",1284,221,45,47,5,11,0,19,33,44,7,12,0,19,0,19,0,19,1239,216,99,50,364,130,146,77,86,47,149,84,131,75,264,132
86000US33837,"33837",6845,597,341,130,35,55,28,26,107,90,84,69,78,53,9,15,0,29,6504,561,874,266,629,202,1114,314,883,197,1007,235,1125,255,872,231
86000US33838,"33838",848,123,142,75,0,14,17,29,125,77,0,14,0,14,0,14,0,14,706,152,104,82,0,14,95,87,96,69,177,92,6,10,228,103
86000US33839,"33839",712,182,35,25,0,14,21,22,12,14,2,3,0,14,0,14,0,14,677,178,101,67,45,37,156,72,62,36,142,101,39,33,132,56
86000US33841,"33841",1848,212,97,65,0,19,11,13,75,63,4,6,7,10,0,19,0,19,1751,223,264,105,222,127,170,87,256,102,318,91,326,128,195,89
86000US33843,"33843",1784,252,91,69,16,28,27,30,15,19,33,45,0,21,0,21,0,21,1693,256,332,125,123,84,181,84,297,101,162,63,286,137,312,93
86000US33844,"33844",8667,709,338,172,11,19,66,56,41,52,72,73,128,121,0,29,20,32,8329,750,1027,244,1091,398,1134,319,808,212,1132,240,1465,343,1672,330
86000US33847,"33847",31,26,6,6,0,14,3,5,3,6,0,14,0,14,0,14,0,14,25,27,6,9,8,14,0,14,5,8,0,14,0,14,6,10
86000US33848,"33848",328,324,46,74,0,14,46,74,0,14,0,14,0,14,0,14,0,14,282,303,40,57,45,70,0,14,27,44,0,14,136,211,34,56
86000US33849,"33849",231,123,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,231,123,27,30,21,34,0,14,24,28,35,56,70,66,54,53
86000US33850,"33850",1733,250,68,70,0,19,0,19,9,15,20,38,15,26,24,42,0,19,1665,281,213,122,186,133,158,105,308,115,191,125,124,104,485,198
86000US33851,"33851",303,94,14,22,0,14,14,22,0,14,0,14,0,14,0,14,0,14,289,96,41,38,13,21,70,24,9,13,37,35,34,24,85,44
86000US33852,"33852",3218,424,64,68,0,25,10,19,0,25,47,63,0,25,7,14,0,25,3154,439,400,160,282,150,667,240,400,177,309,132,492,188,604,168
86000US33853,"33853",2827,442,33,41,0,21,0,21,0,21,24,38,0,21,9,14,0,21,2794,446,477,212,350,162,621,211,198,91,208,110,292,137,648,208
86000US33854,"33854",31,34,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,31,34,0,14,13,19,18,29,0,14,0,14,0,14,0,14
86000US33855,"33855",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US33856,"33856",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US33857,"33857",406,231,75,72,0,14,0,14,20,34,31,50,24,40,0,14,0,14,331,223,72,73,29,51,115,100,50,74,0,14,40,50,25,32
86000US33859,"33859",2065,575,49,37,0,21,20,23,10,18,0,21,0,21,14,24,5,7,2016,574,235,131,562,270,231,103,406,214,301,192,70,46,211,107
86000US33860,"33860",6050,576,362,147,23,25,136,122,99,75,31,34,11,17,62,65,0,25,5688,607,697,220,444,203,1010,271,1259,349,684,178,704,199,890,241
86000US33865,"33865",183,175,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,183,175,56,66,21,32,34,53,29,47,0,14,43,68,0,14
86000US33867,"33867",13,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,21,0,14,0,14,0,14,0,14,0,14,13,21,0,14
86000US33868,"33868",2023,261,190,117,0,21,25,25,123,127,6,10,31,23,0,21,5,7,1833,209,278,88,198,72,267,76,212,57,218,92,275,92,385,124
86000US33870,"33870",3747,532,274,129,0,25,10,11,48,51,199,115,17,26,0,25,0,25,3473,506,398,184,567,232,508,204,229,120,462,139,375,158,934,203
86000US33872,"33872",2226,374,12,20,0,21,0,21,0,21,12,20,0,21,0,21,0,21,2214,373,441,217,231,142,299,133,303,127,208,112,342,127,390,131
86000US33873,"33873",3089,326,135,86,0,21,25,26,23,30,47,61,23,41,17,29,0,21,2954,342,456,151,237,110,349,101,457,100,468,202,427,200,560,160
86000US33875,"33875",2163,441,124,119,0,21,6,11,0,21,59,85,59,74,0,21,0,21,2039,497,302,166,278,239,138,79,395,274,258,177,317,154,351,162
86000US33876,"33876",468,166,13,21,0,14,0,14,13,21,0,14,0,14,0,14,0,14,455,166,46,62,22,35,48,61,4,15,126,93,165,92,44,34
86000US33877,"33877",228,293,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,228,293,0,14,98,162,60,94,0,14,70,117,0,14,0,14
86000US33880,"33880",9367,960,556,236,0,29,107,133,110,77,133,100,189,154,7,14,10,15,8811,942,1499,346,1002,292,1281,352,1030,237,1039,252,1055,328,1905,358
86000US33881,"33881",7021,612,577,218,66,68,159,98,198,158,61,62,27,31,66,86,0,29,6444,638,1057,310,772,272,574,180,1272,379,929,289,751,193,1089,246
86000US33884,"33884",6814,657,328,135,0,29,121,106,66,82,24,26,72,62,18,27,27,33,6486,670,1079,287,694,206,863,254,685,240,954,239,1063,249,1148,259
86000US33890,"33890",1034,241,77,48,13,19,25,30,9,11,30,27,0,14,0,14,0,14,957,241,161,102,91,68,194,84,100,57,80,61,116,69,215,93
86000US33896,"33896",3388,580,184,116,33,37,0,21,79,110,54,42,18,19,0,21,0,21,3204,556,214,138,679,231,680,319,415,120,534,212,287,131,395,158
86000US33897,"33897",6069,723,196,122,0,25,54,55,52,82,63,52,27,42,0,25,0,25,5873,727,643,236,763,309,969,263,950,341,812,239,766,305,970,252
86000US33898,"33898",3135,540,70,44,0,21,31,24,0,21,32,34,6,9,1,4,0,21,3065,536,437,173,334,182,457,276,379,138,484,180,422,165,552,181
86000US33901,"33901",4720,564,310,150,0,25,33,35,75,63,129,126,47,56,20,22,6,9,4410,574,520,186,612,205,360,161,780,258,565,187,748,230,825,247
86000US33903,"33903",2993,366,170,124,0,25,12,13,25,19,74,68,59,100,0,25,0,25,2823,378,482,164,353,221,283,131,244,130,445,130,389,132,627,189
86000US33904,"33904",4756,645,123,79,0,29,12,19,51,51,60,48,0,29,0,29,0,29,4633,649,347,137,339,120,873,293,588,184,431,154,617,184,1438,432
86000US33905,"33905",8012,800,276,123,41,42,25,24,96,81,71,49,43,30,0,29,0,29,7736,802,1079,253,987,248,1192,295,1021,259,979,270,1165,214,1313,254
86000US33907,"33907",5530,776,155,100,7,10,20,36,50,63,18,32,60,68,0,25,0,25,5375,774,616,272,786,240,1168,448,549,193,655,181,694,214,907,216
86000US33908,"33908",4770,529,46,42,0,29,5,7,18,27,0,29,23,34,0,29,0,29,4724,534,685,229,612,265,499,192,542,232,825,226,715,218,846,199
86000US33909,"33909",7736,995,342,234,0,29,176,178,94,124,13,23,35,49,14,23,10,17,7394,935,1210,461,670,305,1178,337,909,268,1024,428,1148,323,1255,338
86000US33912,"33912",2706,338,140,78,0,21,0,21,32,33,81,62,27,24,0,21,0,21,2566,336,337,80,476,220,270,121,243,117,332,106,338,90,570,156
86000US33913,"33913",4986,482,100,50,11,18,0,25,20,24,28,32,31,29,10,16,0,25,4886,472,751,207,942,260,517,165,694,206,600,156,452,148,930,196
86000US33914,"33914",7136,713,131,98,0,29,29,48,14,25,75,81,6,12,7,13,0,29,7005,716,1034,392,432,220,895,399,970,344,671,216,1733,334,1270,289
86000US33916,"33916",5939,545,512,172,0,25,70,52,191,106,148,102,67,63,27,40,9,14,5427,520,528,175,595,188,1143,249,889,206,723,199,709,155,840,228
86000US33917,"33917",4134,456,212,98,0,29,68,59,59,46,65,59,11,13,9,15,0,29,3922,443,403,160,421,122,527,210,688,226,569,308,419,136,895,233
86000US33919,"33919",4772,481,74,57,0,29,22,34,22,36,19,21,7,10,4,9,0,29,4698,499,632,260,445,159,559,183,661,257,733,226,669,175,999,210
86000US33920,"33920",1068,278,32,31,0,19,0,19,23,27,9,15,0,19,0,19,0,19,1036,275,81,47,99,70,221,163,146,90,173,77,89,69,227,77
86000US33921,"33921",106,101,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,106,101,2,5,16,24,33,41,31,31,24,29,0,14,0,14
86000US33922,"33922",395,157,9,13,0,14,9,13,0,14,0,14,0,14,0,14,0,14,386,157,0,14,39,28,62,50,0,14,64,38,164,146,57,41
86000US33924,"33924",50,58,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,50,58,0,14,12,29,0,14,0,14,38,65,0,14,0,14
86000US33928,"33928",2800,278,179,84,0,25,0,25,14,23,66,54,99,57,0,25,0,25,2621,284,332,117,207,92,384,154,274,116,389,115,538,141,497,126
86000US33930,"33930",264,160,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,264,160,45,70,0,14,55,85,0,14,18,30,67,77,79,83
86000US33931,"33931",869,211,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,869,211,70,71,70,56,124,106,54,57,24,25,123,108,404,210
86000US33935,"33935",4485,482,329,177,13,21,70,99,150,102,96,77,0,25,0,25,0,25,4156,520,518,190,745,284,615,186,571,177,649,232,509,203,549,148
86000US33936,"33936",5241,602,241,131,0,25,0,25,118,90,123,87,0,25,0,25,0,25,5000,599,705,227,552,252,770,278,687,251,642,221,462,168,1182,321
86000US33944,"33944",70,103,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,70,103,0,14,0,14,0,14,0,14,0,14,70,103,0,14
86000US33945,"33945",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US33946,"33946",201,145,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,201,145,0,14,0,14,0,14,11,17,32,36,53,46,105,119
86000US33947,"33947",980,254,33,37,0,19,0,19,11,22,22,31,0,19,0,19,0,19,947,253,157,88,224,156,52,48,64,58,12,19,206,88,232,98
86000US33948,"33948",2789,354,253,146,21,29,35,60,95,97,9,17,21,30,57,60,15,22,2536,362,449,195,144,80,447,164,302,121,351,166,381,155,462,124
86000US33950,"33950",2489,350,55,53,0,25,9,14,2,18,0,25,44,47,0,25,0,25,2434,350,441,167,322,144,271,157,115,79,399,176,313,110,573,152
86000US33952,"33952",6145,635,190,107,0,29,113,82,15,34,23,33,39,63,0,29,0,29,5955,630,831,233,603,202,791,248,958,268,675,212,733,193,1364,239
86000US33953,"33953",971,350,23,38,0,19,23,38,0,19,0,19,0,19,0,19,0,19,948,351,211,143,25,30,19,35,78,53,111,100,214,162,290,142
86000US33954,"33954",1827,376,245,185,0,21,0,21,199,172,30,49,16,27,0,21,0,21,1582,312,177,95,328,168,107,95,296,156,154,108,218,95,302,131
86000US33955,"33955",1125,262,64,74,0,21,7,14,50,72,7,13,0,21,0,21,0,21,1061,271,135,95,106,112,101,120,41,52,175,122,293,154,210,106
86000US33956,"33956",372,80,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,372,80,106,62,15,17,0,14,0,14,12,19,42,52,197,60
86000US33957,"33957",662,158,29,34,0,19,0,19,21,33,0,19,8,11,0,19,0,19,633,154,64,48,47,47,231,118,25,30,69,43,80,48,117,53
86000US33960,"33960",105,49,26,36,0,14,0,14,4,8,22,36,0,14,0,14,0,14,79,30,0,14,5,11,0,14,0,14,13,17,39,23,22,20
86000US33965,"33965",917,175,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,917,175,553,150,339,95,25,26,0,14,0,14,0,14,0,14
86000US33966,"33966",1892,400,167,123,0,21,10,17,35,60,81,110,41,67,0,21,0,21,1725,397,198,171,313,157,92,82,259,111,300,189,162,110,401,183
86000US33967,"33967",5941,606,172,81,0,25,0,25,50,66,82,51,21,20,19,23,0,25,5769,593,652,223,1315,375,828,247,806,183,823,206,524,172,821,206
86000US33971,"33971",7381,690,379,176,0,25,51,76,114,85,63,66,131,76,20,30,0,25,7002,677,1277,360,969,232,632,195,876,183,1004,227,939,264,1305,219
86000US33972,"33972",3760,549,236,165,0,21,80,91,140,136,0,21,0,21,4,7,12,18,3524,512,597,210,366,145,581,238,381,159,245,94,642,198,712,207
86000US33973,"33973",4246,486,489,213,32,50,111,94,68,77,117,82,161,122,0,21,0,21,3757,476,327,139,551,227,739,255,478,151,900,294,332,146,430,190
86000US33974,"33974",4627,487,235,98,15,25,68,56,40,29,83,59,29,23,0,21,0,21,4392,478,611,150,405,129,829,256,604,173,689,167,696,171,558,175
86000US33976,"33976",4684,492,283,98,36,38,84,58,43,37,56,46,41,53,18,30,5,8,4401,493,642,186,555,183,519,202,580,190,741,184,698,164,666,168
86000US33980,"33980",1743,355,125,93,0,21,31,42,57,65,0,21,37,55,0,21,0,21,1618,318,275,162,156,157,125,75,113,64,199,120,285,138,465,217
86000US33981,"33981",1296,248,64,62,0,21,0,21,0,21,64,62,0,21,0,21,0,21,1232,250,195,125,29,44,298,140,230,93,62,70,200,108,218,88
86000US33982,"33982",1460,304,110,97,0,21,0,21,63,85,47,51,0,21,0,21,0,21,1350,321,63,62,134,93,209,138,156,96,254,108,161,91,373,143
86000US33983,"33983",2385,363,34,40,0,21,0,21,20,33,7,11,0,21,7,13,0,21,2351,371,327,126,289,155,243,150,356,147,378,131,223,104,535,194
86000US33990,"33990",7466,937,389,170,0,29,44,63,217,142,89,91,20,33,19,31,0,29,7077,940,615,249,1033,294,1069,408,1052,395,1164,300,752,197,1392,389
86000US33991,"33991",5155,726,265,161,0,25,70,96,49,78,79,81,15,24,10,18,42,68,4890,707,1026,368,576,233,475,255,517,166,528,210,675,243,1093,260
86000US33993,"33993",6473,770,524,256,0,25,0,25,170,139,322,210,20,33,0,25,12,20,5949,741,1120,278,869,289,451,198,473,209,818,240,1046,300,1172,232
86000US34101,"34101",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US34102,"34102",1544,249,48,40,0,21,0,21,26,33,13,19,0,21,0,21,9,14,1496,243,175,79,174,86,353,171,128,53,104,50,120,63,442,119
86000US34103,"34103",1554,228,96,60,0,21,0,21,22,27,36,42,30,32,8,13,0,21,1458,230,233,118,209,80,141,86,128,65,175,75,237,94,335,112
86000US34104,"34104",4280,576,255,134,0,25,47,61,107,77,57,72,33,42,11,18,0,25,4025,539,518,245,421,176,724,269,461,198,640,169,547,242,714,215
86000US34105,"34105",3026,386,102,83,0,21,0,21,50,53,52,61,0,21,0,21,0,21,2924,392,412,181,304,142,302,146,577,211,350,181,358,103,621,193
86000US34108,"34108",1825,264,48,50,0,21,8,12,3,8,31,48,6,9,0,21,0,21,1777,258,178,119,269,114,128,76,253,96,250,87,269,92,430,119
86000US34109,"34109",4321,558,87,91,0,25,71,86,0,25,16,26,0,25,0,25,0,25,4234,588,338,143,441,209,358,235,427,276,814,264,569,222,1287,271
86000US34110,"34110",3395,475,140,83,0,25,0,25,10,16,46,43,84,66,0,25,0,25,3255,476,564,249,247,126,342,148,205,94,435,168,730,178,732,183
86000US34112,"34112",3870,411,198,98,0,25,52,50,0,25,76,58,70,66,0,25,0,25,3672,415,436,111,574,211,591,204,340,129,539,173,461,111,731,173
86000US34113,"34113",3851,419,113,70,28,42,18,32,48,46,11,19,0,25,0,25,8,12,3738,429,598,319,586,270,347,155,315,157,497,226,671,289,724,230
86000US34114,"34114",2277,356,66,72,0,21,39,65,7,13,20,32,0,21,0,21,0,21,2211,341,263,105,412,154,184,124,310,131,279,89,283,103,480,166
86000US34116,"34116",8771,665,341,135,0,29,18,19,107,77,131,67,85,70,0,29,0,29,8430,671,1040,253,1213,302,1506,401,1225,311,1034,248,922,196,1490,327
86000US34117,"34117",3932,784,174,108,0,21,21,34,62,77,56,53,0,21,35,57,0,21,3758,786,442,211,640,235,316,184,544,290,382,175,641,200,793,337
86000US34119,"34119",5804,870,417,170,25,42,118,102,22,36,143,116,83,76,0,29,26,41,5387,860,1083,327,350,167,513,463,555,207,606,218,1042,296,1238,310
86000US34120,"34120",6559,721,605,370,90,132,34,61,38,66,318,334,99,145,0,29,26,44,5954,698,768,277,662,348,788,434,989,297,833,278,1017,362,897,392
86000US34134,"34134",947,239,18,32,0,21,0,21,0,21,18,32,0,21,0,21,0,21,929,234,112,100,95,80,99,76,138,86,156,80,146,75,183,82
86000US34135,"34135",7062,600,376,216,24,41,0,29,59,74,215,166,19,31,59,94,0,29,6686,636,622,197,982,352,938,280,1236,399,933,304,639,265,1336,398
86000US34137,"34137",117,80,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,117,80,0,14,0,14,0,14,75,83,0,14,42,69,0,14
86000US34138,"34138",91,144,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,91,144,0,14,0,14,0,14,0,14,0,14,91,144,0,14
86000US34139,"34139",45,21,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,45,21,0,14,0,14,0,14,16,14,12,12,0,14,17,12
86000US34140,"34140",53,60,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,53,60,0,14,53,60,0,14,0,14,0,14,0,14,0,14
86000US34141,"34141",14,24,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,14,24,0,14,0,14,0,14,0,14,0,14,0,14,14,24
86000US34142,"34142",7640,766,597,189,41,45,170,102,192,108,90,46,90,58,14,22,0,29,7043,751,1358,336,958,220,942,307,722,250,772,219,1102,284,1189,329
86000US34145,"34145",1820,317,60,85,0,21,0,21,9,24,0,21,0,21,51,83,0,21,1760,322,244,124,284,150,116,91,88,71,140,67,350,110,538,224
86000US34201,"34201",329,130,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,329,130,21,33,30,47,73,74,0,14,35,40,91,94,79,57
86000US34202,"34202",4250,394,178,96,17,28,39,56,14,21,108,70,0,25,0,25,0,25,4072,381,585,213,294,120,553,231,390,140,608,185,732,200,910,171
86000US34203,"34203",7656,756,530,192,10,21,118,89,197,133,153,94,37,43,0,29,15,26,7126,751,684,195,518,207,867,196,1240,317,956,260,1221,361,1640,364
86000US34205,"34205",7125,544,403,147,17,21,36,39,198,105,105,71,22,36,25,41,0,29,6722,553,636,202,981,259,1163,286,1044,252,877,172,877,229,1144,253
86000US34207,"34207",6883,725,624,219,21,33,238,143,262,194,59,46,44,47,0,29,0,29,6259,686,796,217,747,229,831,296,902,282,936,272,941,301,1106,255
86000US34208,"34208",9744,643,382,142,17,24,121,87,144,87,17,19,69,62,0,29,14,22,9362,645,1777,286,1005,241,1379,300,1038,268,1413,274,1268,262,1482,263
86000US34209,"34209",5777,612,240,149,27,36,40,48,59,77,45,39,20,24,49,57,0,29,5537,594,896,267,777,232,869,267,632,199,537,178,745,231,1081,203
86000US34210,"34210",2930,389,46,66,0,21,0,21,0,21,46,66,0,21,0,21,0,21,2884,395,546,187,315,126,539,136,514,208,146,70,428,164,396,124
86000US34211,"34211",1374,373,39,48,0,19,0,19,0,19,24,42,15,23,0,19,0,19,1335,373,167,184,213,163,106,74,273,133,156,103,281,195,139,71
86000US34212,"34212",4017,558,79,71,0,25,8,13,18,30,40,62,0,25,13,20,0,25,3938,547,482,169,612,329,198,152,389,155,418,147,717,213,1122,331
86000US34215,"34215",102,85,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,102,85,4,4,29,42,16,25,27,44,0,14,0,14,26,27
86000US34216,"34216",33,30,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,33,30,6,11,1,3,10,18,1,2,0,14,11,16,4,9
86000US34217,"34217",470,141,3,4,0,19,0,19,0,19,3,4,0,19,0,19,0,19,467,141,35,32,58,45,71,79,6,8,111,78,53,40,133,65
86000US34219,"34219",5343,412,253,96,0,25,16,23,66,54,103,65,53,63,0,25,15,26,5090,423,637,147,390,125,518,236,617,189,686,181,965,188,1277,231
86000US34221,"34221",9174,565,461,146,0,29,103,80,141,84,99,75,44,42,74,75,0,29,8713,541,1207,233,1233,229,1224,325,1071,231,1288,329,1197,267,1493,257
86000US34222,"34222",1553,366,153,89,0,21,8,13,0,21,106,68,39,55,0,21,0,21,1400,350,209,111,253,160,0,21,243,184,166,109,219,104,310,153
86000US34223,"34223",1481,244,73,30,0,21,37,35,36,36,0,21,0,21,0,21,0,21,1408,245,114,63,132,70,177,97,208,110,202,89,234,90,341,122
86000US34224,"34224",2133,295,83,79,0,21,52,75,0,21,0,21,31,31,0,21,0,21,2050,299,369,140,232,141,216,123,202,92,114,83,371,150,546,158
86000US34228,"34228",314,107,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,314,107,28,23,43,30,32,34,15,17,58,59,31,27,107,65
86000US34229,"34229",1100,216,79,72,0,19,0,19,0,19,24,38,55,69,0,19,0,19,1021,219,118,68,73,60,113,64,58,55,211,98,105,62,343,131
86000US34231,"34231",4828,510,153,73,0,29,20,29,25,28,80,59,10,13,7,12,11,18,4675,511,394,167,642,213,381,181,695,204,686,169,576,159,1301,243
86000US34232,"34232",7279,648,298,104,7,13,15,23,156,92,99,50,13,17,0,29,8,13,6981,656,900,241,866,247,1125,255,780,167,1206,223,850,178,1254,191
86000US34233,"34233",2954,423,123,76,0,21,0,21,13,21,93,73,17,18,0,21,0,21,2831,439,493,178,297,228,261,143,325,101,309,119,510,133,636,174
86000US34234,"34234",4846,558,107,94,0,25,48,58,44,63,15,27,0,25,0,25,0,25,4739,540,594,192,748,223,781,223,529,189,596,176,672,202,819,251
86000US34235,"34235",2783,524,68,92,0,21,14,23,54,90,0,21,0,21,0,21,0,21,2715,511,293,148,460,239,375,186,335,125,422,154,464,155,366,164
86000US34236,"34236",1410,234,97,73,15,35,0,21,24,39,17,21,41,56,0,21,0,21,1313,226,65,50,145,92,335,145,335,104,119,77,108,64,206,88
86000US34237,"34237",3870,415,96,53,0,21,23,26,54,43,13,18,6,10,0,21,0,21,3774,408,405,146,689,202,460,171,755,179,482,139,403,119,580,189
86000US34238,"34238",2097,325,69,61,0,25,0,25,0,25,24,43,26,32,0,25,19,30,2028,324,444,215,287,145,84,60,104,53,452,136,248,110,409,145
86000US34239,"34239",3073,330,129,65,0,21,8,13,19,21,30,31,72,63,0,21,0,21,2944,337,262,87,267,125,483,163,324,98,371,100,420,132,817,174
86000US34240,"34240",2077,352,112,78,0,21,0,21,0,21,73,61,39,44,0,21,0,21,1965,338,359,122,208,115,240,128,142,106,326,94,172,93,518,149
86000US34241,"34241",2834,306,101,66,0,21,0,21,13,20,38,38,29,40,21,31,0,21,2733,306,394,101,403,136,329,131,341,176,353,188,342,119,571,142
86000US34242,"34242",611,134,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,611,134,139,66,82,64,56,40,17,18,81,34,57,48,179,52
86000US34243,"34243",5820,709,238,119,0,29,5,11,78,44,60,69,95,89,0,29,0,29,5582,720,804,239,741,221,771,302,611,194,517,191,941,292,1197,216
86000US34251,"34251",1398,431,19,21,0,19,0,19,19,21,0,19,0,19,0,19,0,19,1379,430,104,68,278,193,125,65,95,69,180,85,207,91,390,246
86000US34266,"34266",5684,144,254,123,37,48,0,29,160,107,14,23,17,27,26,26,0,29,5430,176,905,125,635,161,719,127,856,95,874,131,565,130,876,68
86000US34268,"34268",48,71,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,48,71,0,14,0,14,0,14,0,14,48,71,0,14,0,14
86000US34269,"34269",421,100,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,421,100,32,26,133,65,61,52,60,37,80,47,34,42,21,22
86000US34275,"34275",2749,376,122,126,29,44,73,117,0,25,12,21,8,14,0,25,0,25,2627,371,550,264,445,177,225,129,240,125,245,122,406,151,516,177
86000US34285,"34285",1699,362,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,1699,362,195,88,341,197,135,74,133,87,92,63,275,153,528,174
86000US34286,"34286",4568,842,289,338,0,25,0,25,0,25,38,64,212,327,0,25,39,63,4279,882,629,298,409,296,172,157,575,292,715,339,705,406,1074,418
86000US34287,"34287",4550,611,146,94,28,43,21,31,37,32,60,73,0,25,0,25,0,25,4404,601,462,185,388,169,606,214,823,306,423,195,667,175,1035,283
86000US34288,"34288",2981,656,175,170,41,66,0,21,134,157,0,21,0,21,0,21,0,21,2806,654,538,295,156,172,397,243,336,147,395,292,401,264,583,323
86000US34289,"34289",1089,654,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,1089,654,234,225,132,160,223,281,36,61,118,153,40,67,306,252
86000US34291,"34291",1252,362,65,58,9,16,23,37,17,30,16,26,0,19,0,19,0,19,1187,346,34,41,150,145,301,183,180,101,94,87,40,39,388,190
