,name,mobility_rate
0,United States,0.1422389813136128
1,Florida,0.15523075252386442
2,32003,0.18232740512533263
3,32008,0.067036523347203
4,32009,0.04114189756507136
5,32011,0.08384985026812453
6,32024,0.13048462741010947
7,32025,0.27603020496224384
8,32026,0.4590409590409591
9,32033,0.12660944206008584
10,32034,0.13910252863387373
11,32038,0.13492221779018743
12,32040,0.10121229207781224
13,32043,0.15618753064534374
14,32044,0.04967855055523085
15,32046,0.12752688172043014
16,32052,0.1952416515523312
17,32053,0.10651737008326156
18,32054,0.24580243756924913
19,32055,0.15976548186148776
20,32058,0.12400747314339089
21,32059,0.09688149688149683
22,32060,0.08797653958944285
23,32061,0.2976653696498055
24,32062,0.08123249299719892
25,32063,0.16130956820046238
26,32064,0.17052662634606874
27,32065,0.1808087100181459
28,32066,0.15547415547415544
29,32068,0.14759195788134694
30,32071,0.05534204458109149
31,32072,0.27014218009478674
32,32073,0.22902688555793482
33,32079,0.1707317073170732
34,32080,0.14607963038456317
35,32081,0.20893999183562384
36,32082,0.152016887100498
37,32083,0.23513513513513518
38,32084,0.21317588564325674
39,32086,0.16308292816544545
40,32087,0.3132633999137807
41,32091,0.09311182612121605
42,32092,0.1710960757780785
43,32094,0.12196078431372548
44,32095,0.23816516931582588
45,32096,0.07868252516010976
46,32097,0.15958802293480567
47,32102,0.08103372755146732
48,32110,0.1390615478366849
49,32112,0.12238368217570994
50,32113,0.08491295938104448
51,32114,0.22639531298180693
52,32117,0.12269587451818498
53,32118,0.179803808424697
54,32119,0.16563474488181862
55,32124,0.1986798679867987
56,32127,0.12048472775564412
57,32128,0.12332053742802307
58,32129,0.1665086459885322
59,32130,0.1304658218811351
60,32131,0.1026175584896919
61,32132,0.09379163335997864
62,32133,0.0
63,32134,0.1028822541036577
64,32136,0.15164034021871198
65,32137,0.12107561795440513
66,32139,0.02558635394456288
67,32140,0.14940931202223762
68,32141,0.1504895700297999
69,32145,0.1757373595505618
70,32147,0.4848101265822785
71,32148,0.12306959008579599
72,32157,0.0
73,32159,0.14636110458678653
74,32162,0.06039804075092414
75,32164,0.11559145498990331
76,32168,0.141266905979187
77,32169,0.16366322008862633
78,32174,0.12400110223201988
79,32176,0.11922783140059723
80,32177,0.12627245508982032
81,32179,0.10110224249334854
82,32180,0.030820399113081987
83,32181,0.06619663141402277
84,32187,0.028327097808658497
85,32189,0.13874702076949263
86,32190,0.02826585179526353
87,32193,0.1516936671575847
88,32195,0.1288448393711552
89,32202,0.5118863846866317
90,32204,0.2613198778382685
91,32205,0.20904336089083853
92,32206,0.23835633705174264
93,32207,0.1562375448385811
94,32208,0.1845076414569493
95,32209,0.2266906704608148
96,32210,0.15295120112738836
97,32211,0.25287224921406115
98,32212,0.31922760887428103
99,32216,0.23404706381174478
100,32217,0.17448328655269196
101,32218,0.18026844787742569
102,32219,0.140107037303299
103,32220,0.1309616888193902
104,32221,0.18836346930069237
105,32222,0.21093956771063083
106,32223,0.09359605911330049
107,32224,0.20954218638733835
108,32225,0.15349351008008838
109,32226,0.15281102413146153
110,32227,0.44895486216298086
111,32228,0.6
112,32233,0.17022820740262878
113,32234,0.19074041962892319
114,32244,0.16504737502794353
115,32246,0.209475087224117
116,32250,0.1652415324819545
117,32254,0.20239086025573128
118,32256,0.2784708249496982
119,32257,0.13794182861614712
120,32258,0.16616196444097986
121,32259,0.1554084055676751
122,32266,0.11541737649063033
123,32277,0.18649608650551663
124,32301,0.3143290420417514
125,32303,0.2003304678839598
126,32304,0.5214222614840989
127,32305,0.15189566566469503
128,32308,0.2155685879226611
129,32309,0.12054313099041536
130,32310,0.23508453715100086
131,32311,0.1595730183965478
132,32312,0.13022264768551406
133,32317,0.13176821821142626
134,32320,0.10367892976588633
135,32321,0.1563049384689148
136,32322,0.30860759493670886
137,32323,0.0
138,32324,0.17324003392705678
139,32327,0.1287474840213284
140,32328,0.08097762073027093
141,32330,0.1428571428571429
142,32331,0.07872137404580148
143,32332,0.1039925719591458
144,32333,0.07294805885481292
145,32334,0.03782976605276256
146,32336,0.08664259927797835
147,32340,0.16563549584585469
148,32343,0.038895859473023875
149,32344,0.16519535720124245
150,32346,0.06259699948266939
151,32347,0.10205442902881534
152,32348,0.2132627646326276
153,32350,0.04245283018867929
154,32351,0.12382861166784032
155,32352,0.0603236880823933
156,32355,0.0
158,32358,0.03746253746253747
159,32359,0.032258064516129004
160,32361,0.0
162,32401,0.22848257568828323
163,32403,0.44658040665434384
164,32404,0.24478671157851428
165,32405,0.21705426356589153
166,32407,0.2650219605644333
167,32408,0.18494856524093128
168,32409,0.09894027929087845
169,32410,0.20539419087136934
170,32413,0.1799177518848526
171,32420,0.1634961439588689
172,32421,0.09842602308499471
173,32423,0.09420289855072461
174,32424,0.22533136966126655
175,32425,0.20829918796096247
176,32426,0.06273525721455453
177,32427,0.13779527559055116
178,32428,0.16254153775638824
179,32430,0.08706896551724141
180,32431,0.13639696895624542
182,32433,0.16495488849798556
183,32435,0.19016747703943815
184,32437,0.20977353992848624
185,32438,0.08765044479330197
186,32439,0.12409331503626742
187,32440,0.22334368530020698
188,32442,0.09678398058252424
189,32443,0.0678834454050592
190,32444,0.17996813111768728
191,32445,0.2532206119162641
192,32446,0.17171256611344154
193,32447,0.8805031446540881
194,32448,0.15485659194986745
195,32449,0.0
196,32455,0.09472126295017269
197,32456,0.20403306613226457
198,32459,0.2150606626224918
199,32460,0.2576874662830426
200,32461,0.6111111111111112
201,32462,0.06527415143603132
202,32463,0.04166666666666663
203,32464,0.10921421889616467
204,32465,0.25374260913322433
205,32466,0.1429071191184188
206,32501,0.2273718647764449
207,32502,0.18892900120336942
208,32503,0.17575004438132436
209,32504,0.20873569384835478
210,32505,0.12871173175784545
211,32506,0.17787742899850523
212,32507,0.22637885003581426
213,32508,0.635109951546776
214,32509,0.3925925925925926
215,32511,0.7688588007736944
216,32514,0.23801566080977843
217,32526,0.12703758588171898
218,32530,0.0
219,32531,0.09934853420195444
220,32533,0.09226362985441028
221,32534,0.1294447483588621
222,32535,0.199238158330573
223,32536,0.25002115238175815
224,32539,0.23477555983382303
225,32541,0.1952587575404805
226,32542,0.4058956916099773
227,32544,0.393312101910828
228,32547,0.19857926074397214
229,32548,0.21369323773372695
230,32550,0.23220491697773205
231,32561,0.15630999292714964
232,32563,0.15404198652671153
233,32564,0.056451612903225756
234,32565,0.08558829424734415
235,32566,0.20927068900365287
236,32567,0.11883116883116884
237,32568,0.04413892908827788
238,32569,0.1450577663671374
239,32570,0.1951831248593202
240,32571,0.16037492475707282
241,32577,0.10412844036697244
242,32578,0.20481411159429164
243,32579,0.16552801093109504
244,32580,0.2298876404494382
245,32583,0.21454495651578442
246,32601,0.36459255402239
247,32603,0.5915574124765883
248,32605,0.129746835443038
249,32606,0.19124206553439693
250,32607,0.2528777818557939
251,32608,0.25831710483609216
252,32609,0.18159466104671584
253,32612,0.8570630932439978
254,32615,0.09702660406885755
255,32616,0.01398026315789469
256,32617,0.06669621094615552
257,32618,0.09127615318732407
258,32619,0.06050841389187256
259,32621,0.14233128834355824
260,32622,0.0562560620756547
261,32625,0.14174641148325362
262,32626,0.11785673220650794
263,32628,0.235481453727988
264,32631,0.14193548387096777
265,32639,0.0
266,32640,0.06355207489422987
267,32641,0.1377423495237452
268,32643,0.12108126781241901
269,32648,0.061855670103092786
270,32653,0.1272570318682109
271,32656,0.14880319148936172
272,32658,0.0
273,32664,0.0
274,32666,0.09651922784617728
275,32667,0.11315971421986637
276,32668,0.07862990090478239
277,32669,0.12339535554593972
278,32680,0.10009950248756216
279,32681,0.0
280,32683,0.332089552238806
281,32686,0.048465608465608434
282,32692,0.0
283,32693,0.2251415054490158
